,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4174,赤坂俊輔,39,長崎,51,A1,7.17,54.01,7.69,60.09,32.68,38.85,2022_3_16_24_1R,24,1R
1,2,4928,栗城匠,26,東京,51,A1,5.93,44.94,4.50,20.00,38.46,30.25,2022_3_16_24_1R,24,1R
2,3,4415,下出卓矢,35,福井,56,A2,6.90,54.90,0.00,0.00,29.19,34.97,2022_3_16_24_1R,24,1R
3,4,4482,守屋美穂,33,岡山,43,A1,7.06,51.77,7.26,58.82,29.24,33.13,2022_3_16_24_1R,24,1R
4,5,3557,太田和美,49,大阪,53,A1,6.41,37.14,7.39,58.06,33.54,42.60,2022_3_16_24_1R,24,1R
5,6,4757,山田祐也,32,徳島,52,A1,6.76,44.83,6.71,57.14,34.52,40.24,2022_3_16_24_1R,24,1R
6,1,4398,船岡洋一,35,広島,53,A1,6.98,47.17,6.69,48.98,25.97,30.32,2022_3_16_24_2R,24,2R
7,2,4504,前田将太,33,福岡,54,A1,7.44,56.80,6.88,55.17,39.64,33.75,2022_3_16_24_2R,24,2R
8,3,4468,大池佑来,35,東京,51,A1,6.71,51.55,6.91,59.09,27.91,28.85,2022_3_16_24_2R,24,2R
9,4,4013,中島孝平,42,福井,50,A1,7.04,42.11,6.77,39.62,39.60,31.06,2022_3_16_24_2R,24,2R
10,5,4586,磯部誠,31,愛知,54,A1,7.19,46.30,7.63,50.00,34.18,32.70,2022_3_16_24_2R,24,2R
11,6,3623,深川真二,47,佐賀,50,A1,7.25,55.28,7.57,59.70,34.76,28.05,2022_3_16_24_2R,24,2R
12,1,4502,遠藤エミ,34,滋賀,45,A1,6.80,48.41,7.52,48.39,32.08,37.11,2022_3_16_24_3R,24,3R
13,2,3959,坪井康晴,44,静岡,53,A1,6.78,42.99,6.35,35.42,37.20,31.14,2022_3_16_24_3R,24,3R
14,3,4759,今泉友吾,32,東京,51,A1,6.02,36.22,7.00,54.55,29.70,35.90,2022_3_16_24_3R,24,3R
15,4,4427,秦英悟,36,大阪,51,A1,7.26,56.64,7.86,72.73,35.63,35.44,2022_3_16_24_3R,24,3R
16,5,4155,長野壮志,41,福岡,56,A1,6.18,50.88,5.87,46.15,44.76,35.85,2022_3_16_24_3R,24,3R
17,6,3942,寺田祥,43,山口,53,A1,7.28,53.08,6.42,33.33,43.75,28.28,2022_3_16_24_3R,24,3R
18,1,4371,西山貴浩,34,福岡,53,A1,6.60,37.93,7.15,51.28,29.45,31.06,2022_3_16_24_4R,24,4R
