,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3853,岩崎正哉,61,75,6.76,1,0.09,21,1R,晴,無風,0,1,2021_11_19,1-6-2,2300,1-2-6,880,1-6,510,1-6,360,2021_11_19_21_1R
1,2,6,3981,今坂晃広 ,1,60,6.78,6,0.15,21,1R,晴,無風,0,1,2021_11_19,1-6-2,2300,1-2-6,880,1-6,510,1-6,360,2021_11_19_21_1R
2,3,2,5126,山下大輝,21,18,6.81,2,0.08,21,1R,晴,無風,0,1,2021_11_19,1-6-2,2300,1-2-6,880,1-6,510,1-6,360,2021_11_19_21_1R
3,4,3,5138,村本大成,16,45,6.74,3,0.08,21,1R,晴,無風,0,1,2021_11_19,1-6-2,2300,1-2-6,880,1-6,510,1-6,360,2021_11_19_21_1R
4,5,4,3506,宮西真昭,28,52,6.74,4,0.12,21,1R,晴,無風,0,1,2021_11_19,1-6-2,2300,1-2-6,880,1-6,510,1-6,360,2021_11_19_21_1R
5,6,5,4248,岡本大,57,23,6.82,5,0.19,21,1R,晴,無風,0,1,2021_11_19,1-6-2,2300,1-2-6,880,1-6,510,1-6,360,2021_11_19_21_1R
6,1,1,4713,白神優,31,11,6.75,1,0.16,21,2R,晴,無風,0,1,2021_11_19,1-3-4,1160,1-3-4,380,1-3,620,1-3,690,2021_11_19_21_2R
7,2,3,4753,森照夫,54,15,6.69,3,0.17,21,2R,晴,無風,0,1,2021_11_19,1-3-4,1160,1-3-4,380,1-3,620,1-3,690,2021_11_19_21_2R
8,3,4,4189,川上剛,40,64,6.74,4,0.21,21,2R,晴,無風,0,1,2021_11_19,1-3-4,1160,1-3-4,380,1-3,620,1-3,690,2021_11_19_21_2R
9,4,6,3044,三宅爾士,47,73,6.81,5,0.19,21,2R,晴,無風,0,1,2021_11_19,1-3-4,1160,1-3-4,380,1-3,620,1-3,690,2021_11_19_21_2R
10,5,2,3273,石田豪,11,17,6.71,2,0.18,21,2R,晴,無風,0,1,2021_11_19,1-3-4,1160,1-3-4,380,1-3,620,1-3,690,2021_11_19_21_2R
11,6,5,5219,森口和紀,51,40,6.75,6,0.19,21,2R,晴,無風,0,1,2021_11_19,1-3-4,1160,1-3-4,380,1-3,620,1-3,690,2021_11_19_21_2R
