,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4079,出畑孝典,36,47,6.86,1,0.14,18,1R,雨,北,1,1,2020_11_7,2020_11_7_18_1R
1,2,2,4253,西川真人,40,50,6.98,2,0.15,18,1R,雨,北,1,1,2020_11_7,2020_11_7_18_1R
2,3,4,4014,片岡恵里,47,75,6.93,4,0.21,18,1R,雨,北,1,1,2020_11_7,2020_11_7_18_1R
3,4,3,4693,松下誉士,15,52,6.93,3,0.17,18,1R,雨,北,1,1,2020_11_7,2020_11_7_18_1R
4,5,6,5163,清水愛海,70,58,6.98,6,0.26,18,1R,雨,北,1,1,2020_11_7,2020_11_7_18_1R
5,6,5,4747,山戸信二,58,59,6.97,5,0.24,18,1R,雨,北,1,1,2020_11_7,2020_11_7_18_1R
6,1,1,3746,岡瀬正人,43,15,6.96,1,0.10,18,2R,雨,東,1,1,2020_11_7,2020_11_7_18_2R
7,2,2,4263,武重雄介,51,56,7.05,2,0.09,18,2R,雨,東,1,1,2020_11_7,2020_11_7_18_2R
8,3,5,3577,向所浩二,63,31,6.98,5,0.12,18,2R,雨,東,1,1,2020_11_7,2020_11_7_18_2R
9,4,3,3587,武田信一,65,39,6.98,3,0.10,18,2R,雨,東,1,1,2020_11_7,2020_11_7_18_2R
10,5,6,4089,妹尾忠幸,52,13,6.93,6,0.18,18,2R,雨,東,1,1,2020_11_7,2020_11_7_18_2R
11,6,4,4970,井町泰,64,63,7.02,4,0.22,18,2R,雨,東,1,1,2020_11_7,2020_11_7_18_2R
12,1,4,4980,佐々木完太,66,70,6.90,4,0.09,18,3R,雨,北東,1,1,2020_11_7,2020_11_7_18_3R
13,2,2,4116,川田正人,46,61,6.97,2,0.23,18,3R,雨,北東,1,1,2020_11_7,2020_11_7_18_3R
14,3,6,4890,石川諒,30,73,7.02,6,0.20,18,3R,雨,北東,1,1,2020_11_7,2020_11_7_18_3R
15,1,1,3788,一宮稔弘,61,54,6.96,1,0.14,18,4R,雨,北東,1,1,2020_11_7,2020_11_7_18_4R
16,2,2,4072,森永淳,26,62,6.97,2,0.18,18,4R,雨,北東,1,1,2020_11_7,2020_11_7_18_4R
17,3,5,4817,渡邉翼,35,69,7.04,5,0.25,18,4R,雨,北東,1,1,2020_11_7,2020_11_7_18_4R
18,4,3,4656,大崎翔,48,27,7.00,3,0.18,18,4R,雨,北東,1,1,2020_11_7,2020_11_7_18_4R
19,5,4,5024,古場健也,68,44,6.98,4,0.17,18,4R,雨,北東,1,1,2020_11_7,2020_11_7_18_4R
20,6,6,5123,福山恵里奈,37,46,7.02,6,0.24,18,4R,雨,北東,1,1,2020_11_7,2020_11_7_18_4R
21,1,1,4514,上條嘉嗣,69,33,6.94,1,0.19,18,5R,雨,北,1,1,2020_11_7,2020_11_7_18_5R
22,2,2,4934,佐々木翔斗,27,20,7.01,2,0.16,18,5R,雨,北,1,1,2020_11_7,2020_11_7_18_5R
23,3,4,4693,松下誉士,15,52,6.94,4,0.31,18,5R,雨,北,1,1,2020_11_7,2020_11_7_18_5R
24,4,3,4737,竹井貴史,53,35,6.99,3,0.17,18,5R,雨,北,1,1,2020_11_7,2020_11_7_18_5R
25,5,6,3901,松田憲幸,29,12,7.05,6,0.31,18,5R,雨,北,1,1,2020_11_7,2020_11_7_18_5R
26,6,5,4164,岩永節也,31,18,6.96,5,0.32,18,5R,雨,北,1,1,2020_11_7,2020_11_7_18_5R
27,1,1,4632,長尾京志郎,44,29,6.97,1,0.05,18,6R,雨,北東,1,1,2020_11_7,2020_11_7_18_6R
28,2,6,4361,柳生泰二,57,34,6.96,5,0.03,18,6R,雨,北東,1,1,2020_11_7,2020_11_7_18_6R
29,3,3,4884,勝浦真帆,42,26,6.96,3,0.01,18,6R,雨,北東,1,1,2020_11_7,2020_11_7_18_6R
30,4,5,5163,清水愛海,70,58,6.97,6,0.04,18,6R,雨,北東,1,1,2020_11_7,2020_11_7_18_6R
31,5,2,4747,山戸信二,58,59,6.98,2,0.09,18,6R,雨,北東,1,1,2020_11_7,2020_11_7_18_6R
32,1,1,4970,井町泰,64,63,6.97,1,0.11,18,7R,雨,北西,1,1,2020_11_7,2020_11_7_18_7R
33,2,4,3943,三松直美,33,37,7.08,4,0.12,18,7R,雨,北西,1,1,2020_11_7,2020_11_7_18_7R
34,3,5,4263,武重雄介,51,56,7.06,5,0.13,18,7R,雨,北西,1,1,2020_11_7,2020_11_7_18_7R
35,4,3,5024,古場健也,68,44,7.02,3,0.22,18,7R,雨,北西,1,1,2020_11_7,2020_11_7_18_7R
36,5,2,4014,片岡恵里,47,75,7.03,2,0.11,18,7R,雨,北西,1,1,2020_11_7,2020_11_7_18_7R
37,6,6,5014,梶山涼斗,14,22,7.01,6,0.16,18,7R,雨,北西,1,1,2020_11_7,2020_11_7_18_7R
38,1,1,4603,谷川将太,28,74,6.94,1,0.14,18,8R,雨,北西,1,1,2020_11_7,2020_11_7_18_8R
39,2,3,5026,安河内健,45,28,6.98,3,0.22,18,8R,雨,北西,1,1,2020_11_7,2020_11_7_18_8R
40,3,5,3587,武田信一,65,39,7.03,4,0.17,18,8R,雨,北西,1,1,2020_11_7,2020_11_7_18_8R
41,4,6,4112,大久保信一郎,67,49,7.01,5,0.24,18,8R,雨,北西,1,1,2020_11_7,2020_11_7_18_8R
42,5,2,4890,石川諒,30,73,7.02,2,0.17,18,8R,雨,北西,1,1,2020_11_7,2020_11_7_18_8R
43,1,4,3577,向所浩二,63,31,6.95,4,0.27,18,9R,雨,東,1,1,2020_11_7,2020_11_7_18_9R
44,2,1,4737,竹井貴史,53,35,6.97,1,0.18,18,9R,雨,東,1,1,2020_11_7,2020_11_7_18_9R
45,3,2,4817,渡邉翼,35,69,7.02,2,0.19,18,9R,雨,東,1,1,2020_11_7,2020_11_7_18_9R
46,4,5,4116,川田正人,46,11,7.03,5,0.31,18,9R,雨,東,1,1,2020_11_7,2020_11_7_18_9R
47,5,3,4164,岩永節也,31,18,6.99,3,0.22,18,9R,雨,東,1,1,2020_11_7,2020_11_7_18_9R
48,6,6,4789,古賀智之,60,17,6.99,6,0.41,18,9R,雨,東,1,1,2020_11_7,2020_11_7_18_9R
49,1,5,4072,森永淳,26,62,6.99,5,0.17,18,10R,雨,北,1,1,2020_11_7,2020_11_7_18_10R
50,2,4,3788,一宮稔弘,61,54,6.98,4,0.17,18,10R,雨,北,1,1,2020_11_7,2020_11_7_18_10R
51,3,1,4089,妹尾忠幸,52,13,7.01,1,0.29,18,10R,雨,北,1,1,2020_11_7,2020_11_7_18_10R
52,4,3,4980,佐々木完太,66,70,6.94,3,0.28,18,10R,雨,北,1,1,2020_11_7,2020_11_7_18_10R
53,5,2,4632,長尾京志郎,44,29,7.05,2,0.27,18,10R,雨,北,1,1,2020_11_7,2020_11_7_18_10R
54,6,6,4514,上條嘉嗣,69,33,7.05,6,0.22,18,10R,雨,北,1,1,2020_11_7,2020_11_7_18_10R
55,1,2,4361,柳生泰二,57,34,6.91,2,0.18,18,11R,雨,北,1,1,2020_11_7,2020_11_7_18_11R
56,2,1,3901,松田憲幸,29,12,6.98,1,0.19,18,11R,雨,北,1,1,2020_11_7,2020_11_7_18_11R
57,3,3,4079,出畑孝典,36,47,6.89,3,0.09,18,11R,雨,北,1,1,2020_11_7,2020_11_7_18_11R
58,4,4,3746,岡瀬正人,43,15,6.99,4,0.13,18,11R,雨,北,1,1,2020_11_7,2020_11_7_18_11R
