,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4349,犬童千秋,27,84,6.72,1,0.25,23,1R,曇り,西,2,2,2021_2_15,2021_2_15_23_1R
1,2,2,3474,松瀬弘美,48,34,6.71,2,0.18,23,1R,曇り,西,2,2,2021_2_15,2021_2_15_23_1R
2,3,5,4400,加藤奈月,43,90,6.79,5,0.27,23,1R,曇り,西,2,2,2021_2_15,2021_2_15_23_1R
3,4,3,4845,前田紗希,45,70,6.73,3,0.17,23,1R,曇り,西,2,2,2021_2_15,2021_2_15_23_1R
4,5,4,3175,渡辺千草,13,38,6.77,4,0.28,23,1R,曇り,西,2,2,2021_2_15,2021_2_15_23_1R
5,1,1,4998,中村かなえ,63,62,6.71,1,0.13,23,2R,曇り,北西,3,3,2021_2_15,2021_2_15_23_2R
6,2,2,3994,茶谷桜,44,51,6.76,2,0.22,23,2R,曇り,北西,3,3,2021_2_15,2021_2_15_23_2R
7,3,3,4071,古賀千晶,53,47,6.69,3,0.19,23,2R,曇り,北西,3,3,2021_2_15,2021_2_15_23_2R
8,4,4,4473,藤堂里香,69,56,6.78,4,0.26,23,2R,曇り,北西,3,3,2021_2_15,2021_2_15_23_2R
9,5,6,4246,喜多那由夏,34,78,6.81,6,0.18,23,2R,曇り,北西,3,3,2021_2_15,2021_2_15_23_2R
10,6,5,4781,西舘果里,35,33,6.75,5,0.29,23,2R,曇り,北西,3,3,2021_2_15,2021_2_15_23_2R
11,1,1,4994,山本梨菜,49,37,6.70,1,0.16,23,3R,曇り,北西,3,3,2021_2_15,2021_2_15_23_3R
12,2,3,4502,遠藤エミ,23,52,6.71,3,0.14,23,3R,曇り,北西,3,3,2021_2_15,2021_2_15_23_3R
13,3,6,4730,土屋実沙希,36,60,6.71,6,0.16,23,3R,曇り,北西,3,3,2021_2_15,2021_2_15_23_3R
14,4,4,4243,西村歩,32,81,6.78,4,0.14,23,3R,曇り,北西,3,3,2021_2_15,2021_2_15_23_3R
15,5,2,4098,赤澤文香,38,87,6.70,2,0.18,23,3R,曇り,北西,3,3,2021_2_15,2021_2_15_23_3R
16,6,5,3355,橋谷田佳織,26,79,6.86,5,0.31,23,3R,曇り,北西,3,3,2021_2_15,2021_2_15_23_3R
17,1,1,4854,大橋由珠,51,41,6.61,1,0.10,23,4R,晴,北西,2,2,2021_2_15,2021_2_15_23_4R
18,2,2,4901,出口舞有子,25,44,6.73,2,0.11,23,4R,晴,北西,2,2,2021_2_15,2021_2_15_23_4R
19,3,5,4464,山下友貴,37,54,6.73,5,0.17,23,4R,晴,北西,2,2,2021_2_15,2021_2_15_23_4R
20,4,4,5021,計盛光,31,57,6.73,4,0.07,23,4R,晴,北西,2,2,2021_2_15,2021_2_15_23_4R
21,5,3,4884,勝浦真帆,46,49,6.68,3,0.11,23,4R,晴,北西,2,2,2021_2_15,2021_2_15_23_4R
22,6,6,4997,濱崎寿里矢,24,82,6.72,6,0.20,23,4R,晴,北西,2,2,2021_2_15,2021_2_15_23_4R
23,1,3,4456,鎌倉涼,70,32,6.76,3,0.10,23,5R,曇り,北,3,3,2021_2_15,2021_2_15_23_5R
24,2,1,4443,津田裕絵,50,43,6.78,1,0.14,23,5R,曇り,北,3,3,2021_2_15,2021_2_15_23_5R
25,3,6,4773,中川りな,62,68,6.69,6,0.07,23,5R,曇り,北,3,3,2021_2_15,2021_2_15_23_5R
26,4,4,4909,薮内瑞希,29,53,6.74,4,0.11,23,5R,曇り,北,3,3,2021_2_15,2021_2_15_23_5R
27,5,2,3357,福島陽子,42,50,6.79,2,0.14,23,5R,曇り,北,3,3,2021_2_15,2021_2_15_23_5R
28,6,5,5072,吉田杏美,14,46,6.72,5,0.16,23,5R,曇り,北,3,3,2021_2_15,2021_2_15_23_5R
29,1,3,4825,倉持莉々,65,66,6.70,3,0.21,23,6R,曇り,北西,4,4,2021_2_15,2021_2_15_23_6R
30,2,2,5003,来田衣織,22,39,6.73,2,0.20,23,6R,曇り,北西,4,4,2021_2_15,2021_2_15_23_6R
31,3,6,5094,生田波美音,61,80,6.72,6,0.21,23,6R,曇り,北西,4,4,2021_2_15,2021_2_15_23_6R
32,4,4,4987,島倉都,39,76,6.79,4,0.21,23,6R,曇り,北西,4,4,2021_2_15,2021_2_15_23_6R
33,5,5,3994,茶谷桜,44,51,6.85,5,0.19,23,6R,曇り,北西,4,4,2021_2_15,2021_2_15_23_6R
34,6,1,3469,潮田浩子,52,55,6.68,1,0.28,23,6R,曇り,北西,4,4,2021_2_15,2021_2_15_23_6R
35,1,3,3551,藤田美代,59,45,6.66,3,0.19,23,7R,晴,西,5,5,2021_2_15,2021_2_15_23_7R
36,2,5,3474,松瀬弘美,48,34,6.74,5,0.19,23,7R,晴,西,5,5,2021_2_15,2021_2_15_23_7R
37,3,2,4764,小池礼乃,19,73,6.70,2,0.18,23,7R,晴,西,5,5,2021_2_15,2021_2_15_23_7R
38,4,4,4998,中村かなえ,63,62,6.69,4,0.18,23,7R,晴,西,5,5,2021_2_15,2021_2_15_23_7R
39,5,6,5069,山崎小葉音,17,67,6.71,6,0.21,23,7R,晴,西,5,5,2021_2_15,2021_2_15_23_7R
40,6,1,4938,小芦るり華,20,35,6.74,1,0.21,23,7R,晴,西,5,5,2021_2_15,2021_2_15_23_7R
41,1,2,4941,孫崎百世,68,69,6.73,2,0.14,23,8R,晴,北西,4,4,2021_2_15,2021_2_15_23_8R
42,2,3,3900,香川素子,33,86,6.77,3,0.10,23,8R,晴,北西,4,4,2021_2_15,2021_2_15_23_8R
