,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4720,西澤日花里,64,29,7.02,1,0.17,24,1R,晴,西,3,2,2022_7_19,2022_7_19_24_1R
1,2,4,4408,仁科さやか,39,73,7.06,4,0.12,24,1R,晴,西,3,2,2022_7_19,2022_7_19_24_1R
2,3,2,4897,深見亜由美,62,79,7.02,2,0.11,24,1R,晴,西,3,2,2022_7_19,2022_7_19_24_1R
3,4,5,4893,渡邉真奈美,44,35,6.96,5,0.12,24,1R,晴,西,3,2,2022_7_19,2022_7_19_24_1R
4,5,6,5189,藤原早菜,45,33,7.01,6,0.18,24,1R,晴,西,3,2,2022_7_19,2022_7_19_24_1R
5,6,3,5113,黒明花夢,36,30,7.01,3,0.23,24,1R,晴,西,3,2,2022_7_19,2022_7_19_24_1R
6,1,1,4784,向井田真紀,38,85,6.97,1,0.11,24,2R,曇り,西,3,2,2022_7_19,2022_7_19_24_2R
7,2,2,4974,安井瑞紀,51,45,6.98,2,0.12,24,2R,曇り,西,3,2,2022_7_19,2022_7_19_24_2R
8,3,6,4499,滝川真由子,68,41,7.01,5,0.15,24,2R,曇り,西,3,2,2022_7_19,2022_7_19_24_2R
9,4,3,4844,村上奈穂,34,27,7.00,3,0.10,24,2R,曇り,西,3,2,2022_7_19,2022_7_19_24_2R
10,5,4,4987,島倉都,40,38,7.03,4,0.11,24,2R,曇り,西,3,2,2022_7_19,2022_7_19_24_2R
11,6,5,5230,石原凪紗,30,46,6.99,6,0.11,24,2R,曇り,西,3,2,2022_7_19,2022_7_19_24_2R
12,1,1,4909,薮内瑞希,61,80,6.95,1,0.09,24,3R,晴,西,3,2,2022_7_19,2022_7_19_24_3R
13,2,5,4963,實森美祐,46,81,7.00,5,0.07,24,3R,晴,西,3,2,2022_7_19,2022_7_19_24_3R
14,3,2,4758,富樫麗加,58,36,7.02,2,0.07,24,3R,晴,西,3,2,2022_7_19,2022_7_19_24_3R
15,4,3,5118,野田なづき,55,78,7.05,3,0.11,24,3R,晴,西,3,2,2022_7_19,2022_7_19_24_3R
16,5,4,5188,武井莉里佳,50,43,6.96,4,0.11,24,3R,晴,西,3,2,2022_7_19,2022_7_19_24_3R
17,6,6,4183,宇野弥生,37,84,7.04,6,0.21,24,3R,晴,西,3,2,2022_7_19,2022_7_19_24_3R
18,1,2,4304,藤崎小百合,29,53,7.00,2,0.14,24,4R,曇り,南西,3,2,2022_7_19,2022_7_19_24_4R
19,2,1,4690,高石梨菜,43,44,7.00,1,0.13,24,4R,曇り,南西,3,2,2022_7_19,2022_7_19_24_4R
20,3,3,3579,中里優子,31,83,7.07,3,0.22,24,4R,曇り,南西,3,2,2022_7_19,2022_7_19_24_4R
21,4,5,4680,後藤美翼,33,86,7.00,5,0.24,24,4R,曇り,南西,3,2,2022_7_19,2022_7_19_24_4R
22,5,6,4994,山本梨菜,57,76,7.00,6,0.26,24,4R,曇り,南西,3,2,2022_7_19,2022_7_19_24_4R
23,1,1,5069,山崎小葉音,63,32,7.00,1,0.18,24,5R,曇り,南西,3,2,2022_7_19,2022_7_19_24_5R
24,2,2,4123,細川裕子,66,39,7.04,2,0.21,24,5R,曇り,南西,3,2,2022_7_19,2022_7_19_24_5R
25,3,4,4897,深見亜由美,62,79,7.03,4,0.25,24,5R,曇り,南西,3,2,2022_7_19,2022_7_19_24_5R
26,4,5,4286,平田さやか,35,52,7.03,5,0.23,24,5R,曇り,南西,3,2,2022_7_19,2022_7_19_24_5R
27,5,6,5213,湯淺紀香,60,28,7.02,6,0.27,24,5R,曇り,南西,3,2,2022_7_19,2022_7_19_24_5R
28,6,3,3871,池田紫乃,53,50,7.00,3,0.23,24,5R,曇り,南西,3,2,2022_7_19,2022_7_19_24_5R
29,1,1,4987,島倉都,40,38,7.00,1,0.11,24,6R,曇り,西,3,2,2022_7_19,2022_7_19_24_6R
