,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,2,4684,楠原翔太,14,58,6.86,2,0.02,24,1R,晴,南東,2,1,2022_2_18,2022_2_18_24_1R
1,2,6,3352,小川晃司,40,66,6.93,6,0.08,24,1R,晴,南東,2,1,2022_2_18,2022_2_18_24_1R
2,3,1,4969,町田洸希,55,72,6.86,1,0.02,24,1R,晴,南東,2,1,2022_2_18,2022_2_18_24_1R
3,4,5,3698,小巻良至,63,73,6.96,4,0.03,24,1R,晴,南東,2,1,2022_2_18,2022_2_18_24_1R
4,5,3,4059,入澤友治,75,40,6.92,3,0.08,24,1R,晴,南東,2,1,2022_2_18,2022_2_18_24_1R
5,1,1,3444,香月大介,48,56,6.77,1,0.08,24,2R,晴,南,2,1,2022_2_18,2022_2_18_24_2R
6,2,4,3858,織田猛,57,30,6.90,4,0.11,24,2R,晴,南,2,1,2022_2_18,2022_2_18_24_2R
7,3,3,4855,江頭賢太,46,18,6.95,3,0.34,24,2R,晴,南,2,1,2022_2_18,2022_2_18_24_2R
8,4,2,4747,山戸信二,58,33,6.85,2,0.27,24,2R,晴,南,2,1,2022_2_18,2022_2_18_24_2R
9,5,5,5223,森清友翔,15,19,6.87,6,0.12,24,2R,晴,南,2,1,2022_2_18,2022_2_18_24_2R
10,1,2,3574,大神康司,44,54,6.87,2,0.06,24,3R,晴,東,2,1,2022_2_18,2022_2_18_24_3R
11,2,5,4513,河野真也,68,22,6.81,4,0.11,24,3R,晴,東,2,1,2022_2_18,2022_2_18_24_3R
12,3,1,4156,浜野孝志,69,43,6.87,1,0.07,24,3R,晴,東,2,1,2022_2_18,2022_2_18_24_3R
13,4,3,3935,岩津徹郎,70,14,6.85,3,0.06,24,3R,晴,東,2,1,2022_2_18,2022_2_18_24_3R
14,5,6,4301,関裕也,25,21,6.95,5,0.06,24,3R,晴,東,2,1,2022_2_18,2022_2_18_24_3R
15,6,4,3503,堂原洋史,37,67,6.81,6,0.09,24,3R,晴,東,2,1,2022_2_18,2022_2_18_24_3R
16,1,4,3623,深川真二,41,24,6.91,3,0.16,24,4R,晴,南東,2,1,2022_2_18,2022_2_18_24_4R
17,2,2,3265,今村暢孝,38,62,6.91,1,0.14,24,4R,晴,南東,2,1,2022_2_18,2022_2_18_24_4R
18,3,3,3656,伯母芳恒,53,28,6.90,4,0.25,24,4R,晴,南東,2,1,2022_2_18,2022_2_18_24_4R
19,4,6,3600,玄馬徹,45,39,6.90,5,0.34,24,4R,晴,南東,2,1,2022_2_18,2022_2_18_24_4R
20,5,1,3815,森岡満郎,59,17,6.85,2,0.16,24,4R,晴,南東,2,1,2022_2_18,2022_2_18_24_4R
