,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4072,森永淳,38,53,6.75,1,0.26,23,1R,晴,南,1,1,2020_8_16,2020_8_16_23_1R
1,2,3,5056,西岡成美,17,38,6.80,3,0.19,23,1R,晴,南,1,1,2020_8_16,2020_8_16_23_1R
2,3,2,4981,牧山敦也,57,39,6.92,2,0.25,23,1R,晴,南,1,1,2020_8_16,2020_8_16_23_1R
3,4,5,4552,杉山勝匡,41,45,6.81,4,0.11,23,1R,晴,南,1,1,2020_8_16,2020_8_16_23_1R
4,5,6,5131,江藤敦宏,20,37,6.83,6,0.10,23,1R,晴,南,1,1,2020_8_16,2020_8_16_23_1R
5,6,4,5142,常住蓮,32,66,6.83,5,0.27,23,1R,晴,南,1,1,2020_8_16,2020_8_16_23_1R
6,1,1,3623,深川真二,39,73,6.80,1,0.20,23,2R,晴,北西,2,2,2020_8_16,2020_8_16_23_2R
7,2,2,3784,中島友和,25,75,6.84,2,0.17,23,2R,晴,北西,2,2,2020_8_16,2020_8_16_23_2R
8,3,6,4632,長尾京志郎,55,60,6.85,5,0.10,23,2R,晴,北西,2,2,2020_8_16,2020_8_16_23_2R
9,4,5,5104,山田丈,48,46,6.83,6,0.07,23,2R,晴,北西,2,2,2020_8_16,2020_8_16_23_2R
10,5,3,4697,國弘翔平,28,36,6.81,3,0.15,23,2R,晴,北西,2,2,2020_8_16,2020_8_16_23_2R
11,6,4,5118,野田なづき,26,84,6.89,4,0.12,23,2R,晴,北西,2,2,2020_8_16,2020_8_16_23_2R
12,1,1,4122,安東幸治,27,31,6.83,1,0.09,23,3R,晴,北西,2,2,2020_8_16,2020_8_16_23_3R
13,2,2,5029,中亮太,33,35,6.84,2,0.12,23,3R,晴,北西,2,2,2020_8_16,2020_8_16_23_3R
14,3,3,4101,三井所尊春,11,81,6.75,3,0.12,23,3R,晴,北西,2,2,2020_8_16,2020_8_16_23_3R
