,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3501,川上昇平,49,71,6.82,1,0.12,24,1R,晴,北,2,1,2020_12_5,2020_12_5_24_1R
1,2,2,3212,亀本勇樹,23,57,6.87,2,0.10,24,1R,晴,北,2,1,2020_12_5,2020_12_5_24_1R
2,3,3,3234,金森史吉,57,47,6.83,3,0.06,24,1R,晴,北,2,1,2020_12_5,2020_12_5_24_1R
3,4,6,4268,和合俊介,19,73,6.83,5,0.09,24,1R,晴,北,2,1,2020_12_5,2020_12_5_24_1R
4,5,4,5027,重冨勇哉,71,59,6.87,4,0.09,24,1R,晴,北,2,1,2020_12_5,2020_12_5_24_1R
5,6,5,5107,松本真広,38,14,6.80,6,0.11,24,1R,晴,北,2,1,2020_12_5,2020_12_5_24_1R
6,1,2,3607,原田智和,31,60,6.84,2,0.09,24,2R,晴,北,3,2,2020_12_5,2020_12_5_24_2R
7,2,1,3851,森田昭彦,11,33,6.84,1,0.02,24,2R,晴,北,3,2,2020_12_5,2020_12_5_24_2R
8,3,3,3875,廣中良一,33,22,6.86,3,0.08,24,2R,晴,北,3,2,2020_12_5,2020_12_5_24_2R
9,4,5,3527,中嶋誠一郎,39,26,6.90,5,0.05,24,2R,晴,北,3,2,2020_12_5,2020_12_5_24_2R
10,5,4,3789,和田敏彦,72,30,6.89,4,0.06,24,2R,晴,北,3,2,2020_12_5,2020_12_5_24_2R
11,6,6,2912,尾崎鉄也,24,20,6.83,6,0.04,24,2R,晴,北,3,2,2020_12_5,2020_12_5_24_2R
12,1,4,3788,一宮稔弘,64,72,6.82,4,0.14,24,3R,晴,北,3,2,2020_12_5,2020_12_5_24_3R
13,2,2,4329,小松卓司,60,51,6.80,2,0.12,24,3R,晴,北,3,2,2020_12_5,2020_12_5_24_3R
14,3,3,3535,渡修平,27,53,6.86,3,0.21,24,3R,晴,北,3,2,2020_12_5,2020_12_5_24_3R
15,4,6,5084,末永和也,28,69,6.84,6,0.19,24,3R,晴,北,3,2,2020_12_5,2020_12_5_24_3R
16,5,5,3989,熊本英一,41,16,6.85,5,0.21,24,3R,晴,北,3,2,2020_12_5,2020_12_5_24_3R
17,6,1,3668,市川猛,51,58,6.84,1,0.17,24,3R,晴,北,3,2,2020_12_5,2020_12_5_24_3R
18,1,5,3158,島川光男,20,11,6.84,5,0.11,24,4R,晴,北,3,2,2020_12_5,2020_12_5_24_4R
19,2,3,4295,小坂尚哉,15,12,6.81,4,0.12,24,4R,晴,北,3,2,2020_12_5,2020_12_5_24_4R
20,3,6,3832,下田哲也,18,34,6.84,6,0.13,24,4R,晴,北,3,2,2020_12_5,2020_12_5_24_4R
21,4,2,3070,山室展弘,66,64,6.80,2,0.16,24,4R,晴,北,3,2,2020_12_5,2020_12_5_24_4R
22,5,1,4023,柴田友和,44,44,6.82,1,0.17,24,4R,晴,北,3,2,2020_12_5,2020_12_5_24_4R
23,6,4,3705,濱田隆浩,37,63,6.78,3,0.18,24,4R,晴,北,3,2,2020_12_5,2020_12_5_24_4R
