,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,5084,末永和也,59,66,6.94,1,0.06,24,1R,雨,南東,4,3,2021_6_3,2021_6_3_24_1R
1,2,4,4423,坂口貴彦,12,35,6.97,4,0.11,24,1R,雨,南東,4,3,2021_6_3,2021_6_3_24_1R
2,3,2,4081,樋口範政,36,34,6.96,2,0.05,24,1R,雨,南東,4,3,2021_6_3,2021_6_3_24_1R
3,4,3,4966,田川大貴,18,72,6.97,3,0.07,24,1R,雨,南東,4,3,2021_6_3,2021_6_3_24_1R
4,5,6,4268,和合俊介,55,21,7.02,6,0.07,24,1R,雨,南東,4,3,2021_6_3,2021_6_3_24_1R
5,6,5,3866,木山誠一,49,32,7.00,5,0.12,24,1R,雨,南東,4,3,2021_6_3,2021_6_3_24_1R
6,1,1,4562,阪本勇介,65,14,6.91,1,0.15,24,2R,雨,南東,3,2,2021_6_3,2021_6_3_24_2R
7,2,2,4483,北野輝季,72,26,6.87,2,0.11,24,2R,雨,南東,3,2,2021_6_3,2021_6_3_24_2R
8,3,4,3445,加藤高史,35,69,6.95,4,0.14,24,2R,雨,南東,3,2,2021_6_3,2021_6_3_24_2R
9,4,3,3708,岡部貴司,69,54,6.84,3,0.16,24,2R,雨,南東,3,2,2021_6_3,2021_6_3_24_2R
10,5,5,5119,真田翔磨,58,17,6.87,5,0.15,24,2R,雨,南東,3,2,2021_6_3,2021_6_3_24_2R
11,6,6,5160,藤森陸斗,21,39,6.98,6,0.06,24,2R,雨,南東,3,2,2021_6_3,2021_6_3_24_2R
12,1,1,4958,溝口海義也,14,30,6.99,1,0.15,24,3R,雨,東,4,3,2021_6_3,2021_6_3_24_3R
13,2,5,4470,平田健之佑,11,24,7.00,5,0.27,24,3R,雨,東,4,3,2021_6_3,2021_6_3_24_3R
14,3,4,4174,赤坂俊輔,61,46,6.96,4,0.22,24,3R,雨,東,4,3,2021_6_3,2021_6_3_24_3R
15,4,3,3815,森岡満郎,70,58,7.00,3,0.14,24,3R,雨,東,4,3,2021_6_3,2021_6_3_24_3R
16,5,2,4129,宇野博之,26,31,6.94,2,0.14,24,3R,雨,東,4,3,2021_6_3,2021_6_3_24_3R
17,6,6,3755,吉村和也,37,74,7.00,6,0.31,24,3R,雨,東,4,3,2021_6_3,2021_6_3_24_3R
18,1,1,4259,真庭明志,46,55,6.93,1,0.13,24,4R,雨,南東,3,2,2021_6_3,2021_6_3_24_4R
