,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4256,渡辺浩司,37,55,6.58,1,0.15,23,1R,晴,南西,3,3,2021_10_10,2021_10_10_23_1R
1,2,2,4039,村上功祐,46,41,6.64,2,0.10,23,1R,晴,南西,3,3,2021_10_10,2021_10_10_23_1R
2,3,6,4495,森晋太郎,55,45,6.62,6,0.19,23,1R,晴,南西,3,3,2021_10_10,2021_10_10_23_1R
3,4,3,3614,谷勝幸,24,85,6.62,3,0.16,23,1R,晴,南西,3,3,2021_10_10,2021_10_10_23_1R
4,5,4,5000,岡本翔太郎,14,36,6.68,4,0.25,23,1R,晴,南西,3,3,2021_10_10,2021_10_10_23_1R
5,6,5,3709,田中浩之,53,82,6.64,5,0.24,23,1R,晴,南西,3,3,2021_10_10,2021_10_10_23_1R
6,1,3,4674,池田剛規,26,73,6.63,3,0.19,23,2R,晴,南西,1,1,2021_10_10,2021_10_10_23_2R
7,2,5,5064,品川二千翔,16,53,6.64,5,0.17,23,2R,晴,南西,1,1,2021_10_10,2021_10_10_23_2R
8,3,1,4718,北川太一,17,46,6.60,1,0.19,23,2R,晴,南西,1,1,2021_10_10,2021_10_10_23_2R
9,4,6,3708,岡部貴司,29,90,6.62,6,0.15,23,2R,晴,南西,1,1,2021_10_10,2021_10_10_23_2R
10,5,2,4967,中村魁生,50,60,6.60,2,0.21,23,2R,晴,南西,1,1,2021_10_10,2021_10_10_23_2R
11,6,4,5172,田村慶,12,78,6.67,4,0.14,23,2R,晴,南西,1,1,2021_10_10,2021_10_10_23_2R
12,1,3,4522,古澤光紀,39,34,6.60,3,0.17,23,3R,晴,南,2,2,2021_10_10,2021_10_10_23_3R
13,2,1,3572,安田政彦,15,58,6.59,1,0.16,23,3R,晴,南,2,2,2021_10_10,2021_10_10_23_3R
14,3,2,4094,中島真二,27,49,6.65,2,0.21,23,3R,晴,南,2,2,2021_10_10,2021_10_10_23_3R
15,4,5,4679,植田太一,49,77,6.59,5,0.21,23,3R,晴,南,2,2,2021_10_10,2021_10_10_23_3R
16,5,6,4668,楠本晃嗣,44,43,6.66,6,0.23,23,3R,晴,南,2,2,2021_10_10,2021_10_10_23_3R
17,6,4,5101,表健太,45,54,6.62,4,0.19,23,3R,晴,南,2,2,2021_10_10,2021_10_10_23_3R
18,1,4,3522,長溝一生,41,76,6.61,4,0.22,23,4R,晴,南西,2,2,2021_10_10,2021_10_10_23_4R
19,2,5,4463,三苫晃幸,47,70,6.60,5,0.25,23,4R,晴,南西,2,2,2021_10_10,2021_10_10_23_4R
20,3,3,4396,大田直弥,23,50,6.64,3,0.23,23,4R,晴,南西,2,2,2021_10_10,2021_10_10_23_4R
21,4,1,4124,池田雄一,38,89,6.59,1,0.19,23,4R,晴,南西,2,2,2021_10_10,2021_10_10_23_4R
22,5,2,4393,田中孝明,20,81,6.69,2,0.22,23,4R,晴,南西,2,2,2021_10_10,2021_10_10_23_4R
23,6,6,5158,宮脇遼太,21,72,6.64,6,0.25,23,4R,晴,南西,2,2,2021_10_10,2021_10_10_23_4R
24,1,4,3282,池本輝明,48,48,6.62,4,0.19,23,5R,晴,北,2,2,2021_10_10,2021_10_10_23_5R
25,2,1,5093,浦野海,35,35,6.60,1,0.02,23,5R,晴,北,2,2,2021_10_10,2021_10_10_23_5R
26,3,5,3822,平尾崇典,13,87,6.57,5,0.17,23,5R,晴,北,2,2,2021_10_10,2021_10_10_23_5R
27,4,6,5071,野見山拓己,32,79,6.59,6,0.31,23,5R,晴,北,2,2,2021_10_10,2021_10_10_23_5R
28,5,3,3955,眞田英二,28,51,6.60,3,0.21,23,5R,晴,北,2,2,2021_10_10,2021_10_10_23_5R
29,6,2,3745,橋本年光,51,84,6.58,2,0.15,23,5R,晴,北,2,2,2021_10_10,2021_10_10_23_5R
30,1,3,4584,村岡賢人,31,67,6.70,4,0.09,23,6R,晴,北東,3,3,2021_10_10,2021_10_10_23_6R
31,2,6,3623,深川真二,42,71,6.70,1,0.15,23,6R,晴,北東,3,3,2021_10_10,2021_10_10_23_6R
32,3,4,3788,一宮稔弘,36,52,6.68,5,0.09,23,6R,晴,北東,3,3,2021_10_10,2021_10_10_23_6R
33,4,2,4247,齊藤優,11,32,6.63,3,0.17,23,6R,晴,北東,3,3,2021_10_10,2021_10_10_23_6R
34,5,5,5172,田村慶,12,78,6.70,6,0.16,23,6R,晴,北東,3,3,2021_10_10,2021_10_10_23_6R
35,6,1,5105,富田恕生,22,69,6.73,2,0.62,23,6R,晴,北東,3,3,2021_10_10,2021_10_10_23_6R
36,1,2,4204,柴田大輔,69,56,6.69,2,0.03,23,7R,晴,北東,4,4,2021_10_10,2021_10_10_23_7R
