,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,3444,香月大介 ,7,42,6.61,4,0.09,21,1R,晴,南,1,1,2022_1_10,2022_1_10_21_1R
1,2,3,4251,川崎誠志,63,44,6.75,3,0.16,21,1R,晴,南,1,1,2022_1_10,2022_1_10_21_1R
2,3,5,3661,柳瀬興志,37,36,6.67,5,0.14,21,1R,晴,南,1,1,2022_1_10,2022_1_10_21_1R
3,4,1,3822,平尾崇典,21,39,6.68,1,0.17,21,1R,晴,南,1,1,2022_1_10,2022_1_10_21_1R
4,5,6,5134,大原祥昌,27,60,6.79,6,0.12,21,1R,晴,南,1,1,2022_1_10,2022_1_10_21_1R
5,6,2,4423,坂口貴彦 ,8,33,6.76,2,0.16,21,1R,晴,南,1,1,2022_1_10,2022_1_10_21_1R
6,1,1,4523,中村辰也,39,35,6.70,1,0.27,21,2R,晴,南,1,1,2022_1_10,2022_1_10_21_2R
7,2,6,4753,森照夫,12,37,6.74,5,0.19,21,2R,晴,南,1,1,2022_1_10,2022_1_10_21_2R
8,3,3,3501,川上昇平,64,53,6.80,3,0.21,21,2R,晴,南,1,1,2022_1_10,2022_1_10_21_2R
9,4,2,3878,胡本悟志,16,23,6.74,2,0.19,21,2R,晴,南,1,1,2022_1_10,2022_1_10_21_2R
10,5,4,4292,麻生慎介,20,14,6.78,4,0.18,21,2R,晴,南,1,1,2022_1_10,2022_1_10_21_2R
11,6,5,5212,西川拓利 ,1,38,6.75,6,0.21,21,2R,晴,南,1,1,2022_1_10,2022_1_10_21_2R
12,1,5,4214,林祐介,32,70,6.75,4,0.09,21,3R,晴,南西,1,1,2022_1_10,2022_1_10_21_3R
13,2,1,3873,別府昌樹,15,63,6.78,1,0.15,21,3R,晴,南西,1,1,2022_1_10,2022_1_10_21_3R
14,3,6,3523,寳田亮治,47,54,6.75,5,0.15,21,3R,晴,南西,1,1,2022_1_10,2022_1_10_21_3R
15,4,2,4079,出畑孝典,58,74,6.75,2,0.16,21,3R,晴,南西,1,1,2022_1_10,2022_1_10_21_3R
16,5,3,3777,樋口亮 ,4,62,6.71,3,0.19,21,3R,晴,南西,1,1,2022_1_10,2022_1_10_21_3R
17,6,4,5152,丸山祐也,31,56,6.78,6,0.28,21,3R,晴,南西,1,1,2022_1_10,2022_1_10_21_3R
18,1,2,3558,山本浩次,36,26,6.73,2,0.16,21,4R,晴,南,1,1,2022_1_10,2022_1_10_21_4R
19,2,1,4155,長野壮志郎,11,41,6.71,1,0.18,21,4R,晴,南,1,1,2022_1_10,2022_1_10_21_4R
20,3,6,5106,山崎祥,10,64,6.67,6,0.25,21,4R,晴,南,1,1,2022_1_10,2022_1_10_21_4R
21,4,3,4782,浜崎準也,17,15,6.74,3,0.18,21,4R,晴,南,1,1,2022_1_10,2022_1_10_21_4R
22,5,5,4789,古賀智之,43,65,6.71,5,0.31,21,4R,晴,南,1,1,2022_1_10,2022_1_10_21_4R
23,6,4,4100,松田隆司,38,55,6.76,4,0.31,21,4R,晴,南,1,1,2022_1_10,2022_1_10_21_4R
24,1,1,3745,橋本年光 ,5,32,6.75,1,0.09,21,5R,晴,南,1,1,2022_1_10,2022_1_10_21_5R
25,2,4,4122,安東幸治 ,2,21,6.77,4,0.15,21,5R,晴,南,1,1,2022_1_10,2022_1_10_21_5R
26,3,3,4566,塩田北斗,57,24,6.74,3,0.18,21,5R,晴,南,1,1,2022_1_10,2022_1_10_21_5R
27,4,5,4423,坂口貴彦 ,8,33,6.76,5,0.11,21,5R,晴,南,1,1,2022_1_10,2022_1_10_21_5R
28,5,2,3825,宮嵜隆太郎,34,49,6.74,2,0.07,21,5R,晴,南,1,1,2022_1_10,2022_1_10_21_5R
29,6,6,5223,森清友翔 ,9,52,6.79,6,0.09,21,5R,晴,南,1,1,2022_1_10,2022_1_10_21_5R
30,1,1,4574,東潤樹,19,13,6.84,1,0.21,21,6R,曇り,無風,0,1,2022_1_10,2022_1_10_21_6R
