,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4164,岩永節也,51,25,6.89,1,0.04,24,1R,晴,南,2,1,2020_12_28,2020_12_28_24_1R
1,2,2,4708,半田尚也,30,33,6.94,2,0.12,24,1R,晴,南,2,1,2020_12_28,2020_12_28_24_1R
2,3,3,4750,井上尚悟,66,75,6.90,3,0.08,24,1R,晴,南,2,1,2020_12_28,2020_12_28_24_1R
3,4,6,4948,木場悠介,33,13,6.98,5,0.07,24,1R,晴,南,2,1,2020_12_28,2020_12_28_24_1R
4,5,4,3604,武藤綾子,63,28,6.98,4,0.07,24,1R,晴,南,2,1,2020_12_28,2020_12_28_24_1R
5,6,5,5067,山田真聖,56,31,6.93,6,0.10,24,1R,晴,南,2,1,2020_12_28,2020_12_28_24_1R
6,1,6,4603,谷川将太,26,14,6.83,6,0.09,24,2R,晴,南,2,1,2020_12_28,2020_12_28_24_2R
7,2,1,3025,山口哲治,13,66,6.99,1,0.13,24,2R,晴,南,2,1,2020_12_28,2020_12_28_24_2R
8,3,3,3769,佐竹恒彦,19,60,6.96,3,0.22,24,2R,晴,南,2,1,2020_12_28,2020_12_28_24_2R
9,4,2,5053,山口広樹,31,47,6.99,2,0.12,24,2R,晴,南,2,1,2020_12_28,2020_12_28_24_2R
10,5,5,4966,田川大貴,17,62,6.97,5,0.13,24,2R,晴,南,2,1,2020_12_28,2020_12_28_24_2R
11,6,4,5118,野田なづき,36,45,6.97,4,0.22,24,2R,晴,南,2,1,2020_12_28,2020_12_28_24_2R
12,1,1,4394,永嶋裕一,43,61,6.93,1,0.16,24,3R,晴,南,2,1,2020_12_28,2020_12_28_24_3R
13,2,2,4094,中島真二,61,46,6.92,2,0.19,24,3R,晴,南,2,1,2020_12_28,2020_12_28_24_3R
14,3,5,4202,浮田圭浩,34,49,6.92,5,0.23,24,3R,晴,南,2,1,2020_12_28,2020_12_28_24_3R
15,4,3,4963,實森美祐,74,27,6.89,3,0.25,24,3R,晴,南,2,1,2020_12_28,2020_12_28_24_3R
16,5,4,5009,大賀龍之介,46,64,7.00,4,0.25,24,3R,晴,南,2,1,2020_12_28,2020_12_28_24_3R
17,6,6,4715,村上遼,32,59,6.99,6,0.17,24,3R,晴,南,2,1,2020_12_28,2020_12_28_24_3R
18,1,1,3142,西茂登子,24,76,6.90,1,0.21,24,4R,晴,南,2,1,2020_12_28,2020_12_28_24_4R
