,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4164,岩永節也,65,71,6.82,1,0.17,24,1R,晴,北西,5,4,2022_2_20,2022_2_20_24_1R
1,2,3,4421,森作広大,49,52,6.90,3,0.26,24,1R,晴,北西,5,4,2022_2_20,2022_2_20_24_1R
2,3,4,3935,岩津徹郎,70,14,6.87,4,0.22,24,1R,晴,北西,5,4,2022_2_20,2022_2_20_24_1R
3,4,6,4855,江頭賢太,46,18,6.87,5,0.21,24,1R,晴,北西,5,4,2022_2_20,2022_2_20_24_1R
4,5,2,4871,菊池宏志,73,76,6.85,2,0.33,24,1R,晴,北西,5,4,2022_2_20,2022_2_20_24_1R
5,6,5,5223,森清友翔,15,19,6.92,6,0.22,24,1R,晴,北西,5,4,2022_2_20,2022_2_20_24_1R
6,1,1,4684,楠原翔太,14,58,6.94,1,0.14,24,2R,晴,北西,5,4,2022_2_20,2022_2_20_24_2R
7,2,5,3265,今村暢孝,38,62,7.01,2,0.18,24,2R,晴,北西,5,4,2022_2_20,2022_2_20_24_2R
8,3,2,3656,伯母芳恒,53,28,6.97,3,0.16,24,2R,晴,北西,5,4,2022_2_20,2022_2_20_24_2R
9,4,6,3352,小川晃司,40,66,6.98,6,0.08,24,2R,晴,北西,5,4,2022_2_20,2022_2_20_24_2R
10,5,4,5134,大原祥昌,33,61,6.99,5,0.11,24,2R,晴,北西,5,4,2022_2_20,2022_2_20_24_2R
11,6,3,3503,堂原洋史,37,67,6.93,4,0.15,24,2R,晴,北西,5,4,2022_2_20,2022_2_20_24_2R
12,1,1,4895,門間雄大,67,15,7.00,1,0.11,24,3R,晴,北西,5,4,2022_2_20,2022_2_20_24_3R
13,2,3,4063,市橋卓士,16,63,6.88,3,0.11,24,3R,晴,北西,5,4,2022_2_20,2022_2_20_24_3R
14,3,5,4092,岡部大輔,18,41,6.84,5,0.13,24,3R,晴,北西,5,4,2022_2_20,2022_2_20_24_3R
15,4,2,3516,吉原聖人,64,29,6.96,2,0.05,24,3R,晴,北西,5,4,2022_2_20,2022_2_20_24_3R
16,5,4,4059,入澤友治,75,40,6.91,4,0.15,24,3R,晴,北西,5,4,2022_2_20,2022_2_20_24_3R
17,6,6,5222,津田陸翔,17,50,6.80,6,0.14,24,3R,晴,北西,5,4,2022_2_20,2022_2_20_24_3R
18,1,1,3664,鈴木賢一,47,26,6.85,1,0.17,24,4R,晴,北西,5,4,2022_2_20,2022_2_20_24_4R
19,2,3,4747,山戸信二,58,33,6.85,3,0.21,24,4R,晴,北西,5,4,2022_2_20,2022_2_20_24_4R
20,3,6,3815,森岡満郎,59,17,6.84,6,0.30,24,4R,晴,北西,5,4,2022_2_20,2022_2_20_24_4R
21,4,2,5101,表健太,35,23,6.84,2,0.20,24,4R,晴,北西,5,4,2022_2_20,2022_2_20_24_4R
22,5,5,4052,興津藍,62,59,6.83,5,0.27,24,4R,晴,北西,5,4,2022_2_20,2022_2_20_24_4R
23,6,4,4723,寺島吉彦,56,65,6.84,4,0.26,24,4R,晴,北西,5,4,2022_2_20,2022_2_20_24_4R
