,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4705,吉川勇作,32,20,7.01,1,0.23,24,1R,曇り,南東,3,2,2022_6_20,2022_6_20_24_1R
1,2,2,3338,出本正博,56,71,7.02,2,0.22,24,1R,曇り,南東,3,2,2022_6_20,2022_6_20_24_1R
2,3,5,3571,寺本武司,11,48,6.97,5,0.18,24,1R,曇り,南東,3,2,2022_6_20,2022_6_20_24_1R
3,4,6,4692,酒井俊弘,40,24,6.95,6,0.16,24,1R,曇り,南東,3,2,2022_6_20,2022_6_20_24_1R
4,5,3,3122,高山哲也,19,13,7.01,3,0.28,24,1R,曇り,南東,3,2,2022_6_20,2022_6_20_24_1R
5,6,4,5154,村松栄太,65,59,6.95,4,0.21,24,1R,曇り,南東,3,2,2022_6_20,2022_6_20_24_1R
6,1,3,4106,坂井康嗣,50,54,7.04,3,0.11,24,2R,曇り,南東,3,2,2022_6_20,2022_6_20_24_2R
7,2,2,4603,谷川将太,26,37,6.94,2,0.12,24,2R,曇り,南東,3,2,2022_6_20,2022_6_20_24_2R
8,3,4,5187,小坂風太,41,30,6.95,4,0.14,24,2R,曇り,南東,3,2,2022_6_20,2022_6_20_24_2R
9,4,6,4656,大崎翔,20,17,7.06,6,0.15,24,2R,曇り,南東,3,2,2022_6_20,2022_6_20_24_2R
10,5,5,4607,鶴田勇雄,69,11,6.96,5,0.13,24,2R,曇り,南東,3,2,2022_6_20,2022_6_20_24_2R
11,6,1,5116,金子七海,49,16,7.04,1,0.22,24,2R,曇り,南東,3,2,2022_6_20,2022_6_20_24_2R
12,1,2,4817,渡邉翼,30,67,6.99,2,0.07,24,3R,曇り,南,5,4,2022_6_20,2022_6_20_24_3R
13,2,1,4611,今井美亜,45,75,6.90,1,0.06,24,3R,曇り,南,5,4,2022_6_20,2022_6_20_24_3R
14,3,3,4122,安東幸治,13,60,7.04,3,0.13,24,3R,曇り,南,5,4,2022_6_20,2022_6_20_24_3R
15,1,3,4324,海野康志郎,29,32,6.87,3,0.11,24,4R,曇り,南東,4,3,2022_6_20,2022_6_20_24_4R
16,2,1,4485,楠原正剛,57,31,6.94,1,0.08,24,4R,曇り,南東,4,3,2022_6_20,2022_6_20_24_4R
17,3,2,3906,飯山晃三,72,35,6.94,2,0.09,24,4R,曇り,南東,4,3,2022_6_20,2022_6_20_24_4R
18,4,5,4025,山本隆幸,68,55,6.92,5,0.16,24,4R,曇り,南東,4,3,2022_6_20,2022_6_20_24_4R
19,5,4,4222,山口高志,25,70,6.98,4,0.11,24,4R,曇り,南東,4,3,2022_6_20,2022_6_20_24_4R
20,6,6,4744,伊藤玲奈,74,40,7.01,6,0.20,24,4R,曇り,南東,4,3,2022_6_20,2022_6_20_24_4R
21,1,2,4705,吉川勇作,32,20,7.01,2,0.08,24,5R,曇り,南東,3,2,2022_6_20,2022_6_20_24_5R
22,2,1,3714,梶原正,21,36,7.01,1,0.07,24,5R,曇り,南東,3,2,2022_6_20,2022_6_20_24_5R
23,3,4,4237,大峯豊,16,49,6.97,4,0.11,24,5R,曇り,南東,3,2,2022_6_20,2022_6_20_24_5R
24,4,3,4040,廣瀬将亨,33,69,6.95,3,0.07,24,5R,曇り,南東,3,2,2022_6_20,2022_6_20_24_5R
25,5,5,4691,水原慎,24,19,6.94,5,0.15,24,5R,曇り,南東,3,2,2022_6_20,2022_6_20_24_5R
26,6,6,5251,沼田七華,58,57,6.97,6,0.14,24,5R,曇り,南東,3,2,2022_6_20,2022_6_20_24_5R
27,1,3,4189,川上剛,59,43,6.97,3,0.09,24,6R,曇り,南東,3,2,2022_6_20,2022_6_20_24_6R
28,2,4,3572,安田政彦,66,21,7.03,4,0.13,24,6R,曇り,南東,3,2,2022_6_20,2022_6_20_24_6R
29,3,6,5056,西岡成美,62,15,6.96,6,0.15,24,6R,曇り,南東,3,2,2022_6_20,2022_6_20_24_6R
30,4,5,3338,出本正博,56,71,7.06,5,0.17,24,6R,曇り,南東,3,2,2022_6_20,2022_6_20_24_6R
31,1,2,5129,山口真喜子,28,38,6.96,2,0.08,24,7R,曇り,南,2,1,2022_6_20,2022_6_20_24_7R
32,2,1,4607,鶴田勇雄,69,11,6.96,1,0.23,24,7R,曇り,南,2,1,2022_6_20,2022_6_20_24_7R
33,3,3,4692,酒井俊弘,40,24,6.98,3,0.11,24,7R,曇り,南,2,1,2022_6_20,2022_6_20_24_7R
34,4,5,3999,大瀧明日香,44,56,6.92,5,0.07,24,7R,曇り,南,2,1,2022_6_20,2022_6_20_24_7R
35,5,4,4812,西野雄貴,35,51,6.95,4,0.09,24,7R,曇り,南,2,1,2022_6_20,2022_6_20_24_7R
36,6,6,5223,森清友翔,47,62,7.07,6,0.08,24,7R,曇り,南,2,1,2022_6_20,2022_6_20_24_7R
37,1,1,3499,市川哲也,48,12,7.01,1,0.12,24,8R,曇り,南東,3,2,2022_6_20,2022_6_20_24_8R
38,2,5,4817,渡邉翼,30,67,7.01,5,0.11,24,8R,曇り,南東,3,2,2022_6_20,2022_6_20_24_8R
39,3,2,4596,葛原大陽,34,63,7.03,2,0.16,24,8R,曇り,南東,3,2,2022_6_20,2022_6_20_24_8R
40,4,4,3122,高山哲也,19,13,7.04,4,0.13,24,8R,曇り,南東,3,2,2022_6_20,2022_6_20_24_8R
41,5,6,3845,中谷朋子,53,23,6.91,6,0.17,24,8R,曇り,南東,3,2,2022_6_20,2022_6_20_24_8R
42,6,3,5116,金子七海,49,16,6.99,3,0.17,24,8R,曇り,南東,3,2,2022_6_20,2022_6_20_24_8R
43,1,2,4734,安河内将,55,58,6.97,2,0.06,24,9R,曇り,南東,4,3,2022_6_20,2022_6_20_24_9R
44,2,1,4025,山本隆幸,68,55,6.88,1,0.08,24,9R,曇り,南東,4,3,2022_6_20,2022_6_20_24_9R
45,3,3,4600,井内将太郎,70,64,6.99,3,0.08,24,9R,曇り,南東,4,3,2022_6_20,2022_6_20_24_9R
46,4,5,4122,安東幸治,13,60,6.98,5,0.16,24,9R,曇り,南東,4,3,2022_6_20,2022_6_20_24_9R
47,5,6,4691,水原慎,24,19,6.95,6,0.18,24,9R,曇り,南東,4,3,2022_6_20,2022_6_20_24_9R
48,6,4,2930,新良一規,64,74,6.99,4,0.16,24,9R,曇り,南東,4,3,2022_6_20,2022_6_20_24_9R
49,1,1,4237,大峯豊,16,49,6.97,1,0.03,24,10R,曇り,南東,2,1,2022_6_20,2022_6_20_24_10R
50,2,2,4324,海野康志郎,29,32,6.86,2,0.05,24,10R,曇り,南東,2,1,2022_6_20,2022_6_20_24_10R
51,3,6,3352,小川晃司,39,25,7.02,6,0.17,24,10R,曇り,南東,2,1,2022_6_20,2022_6_20_24_10R
52,4,3,3572,安田政彦,66,21,7.04,3,0.10,24,10R,曇り,南東,2,1,2022_6_20,2022_6_20_24_10R
53,5,5,4656,大崎翔,20,17,7.06,5,0.16,24,10R,曇り,南東,2,1,2022_6_20,2022_6_20_24_10R
54,6,4,4100,松田隆司,12,27,7.00,4,0.23,24,10R,曇り,南東,2,1,2022_6_20,2022_6_20_24_10R
55,1,1,4812,西野雄貴,35,51,6.92,1,0.14,24,11R,曇り,南東,1,1,2022_6_20,2022_6_20_24_11R
56,2,4,4040,廣瀬将亨,33,69,6.98,4,0.09,24,11R,曇り,南東,1,1,2022_6_20,2022_6_20_24_11R
57,3,6,4222,山口高志,25,70,6.93,6,0.09,24,11R,曇り,南東,1,1,2022_6_20,2022_6_20_24_11R
58,4,2,4416,三宅健太,23,76,6.95,2,0.19,24,11R,曇り,南東,1,1,2022_6_20,2022_6_20_24_11R
59,5,5,4603,谷川将太,26,37,6.90,5,0.14,24,11R,曇り,南東,1,1,2022_6_20,2022_6_20_24_11R
60,6,3,3158,島川光男,17,53,6.95,3,0.15,24,11R,曇り,南東,1,1,2022_6_20,2022_6_20_24_11R
61,1,1,3999,大瀧明日香,44,56,6.90,1,0.15,24,12R,曇り,南東,1,1,2022_6_20,2022_6_20_24_12R
62,2,2,3845,中谷朋子,53,23,6.89,2,0.17,24,12R,曇り,南東,1,1,2022_6_20,2022_6_20_24_12R
63,3,5,4611,今井美亜,45,75,6.91,5,0.08,24,12R,曇り,南東,1,1,2022_6_20,2022_6_20_24_12R
64,4,3,5056,西岡成美,62,15,6.94,3,0.12,24,12R,曇り,南東,1,1,2022_6_20,2022_6_20_24_12R
65,5,4,4744,伊藤玲奈,74,40,6.95,4,0.13,24,12R,曇り,南東,1,1,2022_6_20,2022_6_20_24_12R
66,6,6,5251,沼田七華,58,57,7.00,6,0.06,24,12R,曇り,南東,1,1,2022_6_20,2022_6_20_24_12R
67,1,1,4513,河野真也,25,67,6.86,1,0.18,21,1R,曇り,東,3,3,2022_6_20,2022_6_20_21_1R
68,2,2,5160,藤森陸斗 ,9,35,6.83,2,0.21,21,1R,曇り,東,3,3,2022_6_20,2022_6_20_21_1R
69,3,5,2912,尾崎鉄也,22,11,6.84,5,0.20,21,1R,曇り,東,3,3,2022_6_20,2022_6_20_21_1R
70,4,3,4511,中岡健人,45,39,6.89,3,0.21,21,1R,曇り,東,3,3,2022_6_20,2022_6_20_21_1R
71,5,4,4232,笠雅雄 ,3,46,6.86,4,0.20,21,1R,曇り,東,3,3,2022_6_20,2022_6_20_21_1R
72,6,6,5238,笹木香吾,50,16,6.95,6,0.24,21,1R,曇り,東,3,3,2022_6_20,2022_6_20_21_1R
73,1,1,4434,田中辰彦,32,34,6.85,1,0.15,21,2R,曇り,東,3,3,2022_6_20,2022_6_20_21_2R
74,2,3,4436,渋谷明憲,37,29,6.78,3,0.14,21,2R,曇り,東,3,3,2022_6_20,2022_6_20_21_2R
75,3,4,4108,吉村正明,34,49,6.80,4,0.18,21,2R,曇り,東,3,3,2022_6_20,2022_6_20_21_2R
76,4,2,5126,山下大輝 ,2,33,6.79,2,0.18,21,2R,曇り,東,3,3,2022_6_20,2022_6_20_21_2R
77,5,5,4389,伊藤喜智,28,66,6.84,5,0.17,21,2R,曇り,東,3,3,2022_6_20,2022_6_20_21_2R
78,6,6,4023,柴田友和,21,31,6.78,6,0.22,21,2R,曇り,東,3,3,2022_6_20,2022_6_20_21_2R
79,1,1,4377,濱本優一,55,48,6.81,1,0.24,21,3R,曇り,東,4,4,2022_6_20,2022_6_20_21_3R
80,2,2,4594,谷川祐一,48,69,6.85,2,0.19,21,3R,曇り,東,4,4,2022_6_20,2022_6_20_21_3R
81,3,3,4640,山ノ内雅人,51,63,6.86,3,0.16,21,3R,曇り,東,4,4,2022_6_20,2022_6_20_21_3R
82,4,5,4522,古澤光紀,47,37,6.83,5,0.14,21,3R,曇り,東,4,4,2022_6_20,2022_6_20_21_3R
