,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3871,池田紫乃,45,長崎,44,B1,5.25,35.48,4.73,26.92,46.01,32.18,2021_3_23_24_1R,24,1R
1,2,4525,真子奈津,32,福岡,46,B1,4.31,22.02,4.11,33.33,30.46,30.18,2021_3_23_24_1R,24,1R
2,3,4408,仁科さや,35,長崎,48,B2,4.20,22.86,4.11,21.05,40.70,35.71,2021_3_23_24_1R,24,1R
3,4,4088,野田祥子,40,長崎,48,B1,4.15,21.35,4.27,21.79,39.08,36.52,2021_3_23_24_1R,24,1R
4,5,5168,池田なな,20,大阪,47,B2,1.49,2.70,0.00,0.00,39.11,37.71,2021_3_23_24_1R,24,1R
5,6,4941,孫崎百世,32,滋賀,46,B1,4.54,18.29,2.71,0.00,30.53,31.29,2021_3_23_24_1R,24,1R
6,1,3674,岸恵子,48,徳島,48,B1,4.01,21.52,7.56,66.67,41.28,31.68,2021_3_23_24_2R,24,2R
7,2,4764,小池礼乃,30,福岡,46,B2,4.40,24.44,4.77,26.92,32.24,34.91,2021_3_23_24_2R,24,2R
8,3,4224,大橋栄里,39,福岡,46,B1,4.91,31.63,4.63,37.50,32.78,33.72,2021_3_23_24_2R,24,2R
9,4,5129,山口真喜,24,長崎,49,B2,2.15,2.78,2.86,14.29,36.21,33.53,2021_3_23_24_2R,24,2R
10,5,3611,岩崎芳美,48,徳島,48,A1,6.25,46.83,7.09,63.64,34.68,40.34,2021_3_23_24_2R,24,2R
11,6,3188,日高逸子,59,福岡,45,B2,5.62,47.62,7.24,57.14,31.55,30.97,2021_3_23_24_2R,24,2R
12,1,4923,末武里奈,28,山口,48,B2,2.58,5.56,0.00,0.00,33.33,35.33,2021_3_23_24_3R,24,3R
13,2,4399,松本晶恵,33,群馬,47,A1,6.94,53.15,6.00,41.67,32.94,40.24,2021_3_23_24_3R,24,3R
14,3,3334,角ひとみ,52,広島,45,A2,5.24,35.42,6.10,30.00,37.14,40.12,2021_3_23_24_3R,24,3R
15,4,4927,関野文,27,大阪,44,B1,5.19,30.21,5.83,39.13,33.90,30.72,2021_3_23_24_3R,24,3R
16,5,3470,新田芳美,51,徳島,45,B1,5.23,25.64,4.80,30.00,32.05,32.12,2021_3_23_24_3R,24,3R
17,6,3551,藤田美代,49,福岡,45,B1,4.35,18.68,4.00,20.00,34.57,33.92,2021_3_23_24_3R,24,3R
18,1,4773,中川りな,27,福岡,50,A2,6.11,36.64,5.55,40.00,38.79,34.12,2021_3_23_24_4R,24,4R
19,2,5003,来田衣織,24,兵庫,48,B1,4.19,22.58,3.48,19.05,50.00,38.55,2021_3_23_24_4R,24,4R
20,3,4929,梅内夕貴,25,東京,46,B2,1.81,3.23,1.93,0.00,46.24,37.11,2021_3_23_24_4R,24,4R
21,4,4433,川野芽唯,34,福岡,47,A1,5.84,38.13,5.60,37.50,37.50,40.23,2021_3_23_24_4R,24,4R
22,5,3207,田村美和,55,東京,52,B2,3.49,14.04,0.00,0.00,33.54,32.16,2021_3_23_24_4R,24,4R
23,6,4974,安井瑞紀,27,岡山,51,B1,4.25,27.87,3.94,18.75,30.68,30.43,2021_3_23_24_4R,24,4R
24,1,3604,武藤綾子,50,福岡,48,B1,4.03,18.87,4.65,19.57,31.17,38.29,2021_3_23_24_5R,24,5R
25,2,4556,竹井奈美,31,福岡,47,A1,6.76,51.18,6.86,46.43,33.33,46.78,2021_3_23_24_5R,24,5R
26,3,3518,倉田郁美,53,静岡,49,A2,5.72,37.97,6.00,45.00,39.05,35.47,2021_3_23_24_5R,24,5R
27,4,3845,中谷朋子,44,兵庫,47,A2,6.41,50.00,0.00,0.00,37.14,37.28,2021_3_23_24_5R,24,5R
28,5,4208,三浦永理,38,静岡,47,A2,6.24,45.83,6.35,41.18,33.52,31.98,2021_3_23_24_5R,24,5R
29,6,5168,池田なな,20,大阪,47,B2,1.49,2.70,0.00,0.00,39.11,37.71,2021_3_23_24_5R,24,5R
30,1,4730,土屋実沙,32,静岡,47,A2,6.00,45.45,5.36,45.45,46.71,35.47,2021_3_23_24_6R,24,6R
31,2,4941,孫崎百世,32,滋賀,46,B1,4.54,18.29,2.71,0.00,30.53,31.29,2021_3_23_24_6R,24,6R
32,3,3674,岸恵子,48,徳島,48,B1,4.01,21.52,7.56,66.67,41.28,31.68,2021_3_23_24_6R,24,6R
33,4,4502,遠藤エミ,33,滋賀,46,A1,7.41,53.21,8.23,64.52,31.10,39.66,2021_3_23_24_6R,24,6R
34,5,3289,高橋淳美,57,大阪,45,B1,3.66,12.20,4.30,30.00,31.21,40.00,2021_3_23_24_6R,24,6R
35,6,4758,富樫麗加,31,東京,52,A2,5.42,37.00,6.06,38.78,41.28,39.08,2021_3_23_24_6R,24,6R
36,1,3611,岩崎芳美,48,徳島,48,A1,6.25,46.83,7.09,63.64,34.68,40.34,2021_3_23_24_7R,24,7R
37,2,4088,野田祥子,40,長崎,48,B1,4.15,21.35,4.27,21.79,39.08,36.52,2021_3_23_24_7R,24,7R
38,3,4901,出口舞有,28,愛知,48,A2,5.75,41.27,5.75,42.86,47.37,34.73,2021_3_23_24_7R,24,7R
39,4,4590,渡邉優美,28,福岡,49,A2,6.40,44.90,5.73,40.00,36.36,33.33,2021_3_23_24_7R,24,7R
40,5,4927,関野文,27,大阪,44,B1,5.19,30.21,5.83,39.13,33.90,30.72,2021_3_23_24_7R,24,7R
41,6,5003,来田衣織,24,兵庫,48,B1,4.19,22.58,3.48,19.05,50.00,38.55,2021_3_23_24_7R,24,7R
42,1,4117,廣中智紗,40,東京,45,A1,6.40,45.45,5.27,18.18,34.73,32.37,2021_3_23_24_8R,24,8R
43,2,3470,新田芳美,51,徳島,45,B1,5.23,25.64,4.80,30.00,32.05,32.12,2021_3_23_24_8R,24,8R
44,3,4525,真子奈津,32,福岡,46,B1,4.31,22.02,4.11,33.33,30.46,30.18,2021_3_23_24_8R,24,8R
45,4,3618,海野ゆか,47,広島,44,A1,6.38,42.74,6.86,54.76,33.14,32.02,2021_3_23_24_8R,24,8R
46,5,4443,津田裕絵,34,山口,50,A2,5.84,33.33,5.68,38.60,45.61,39.77,2021_3_23_24_8R,24,8R
47,6,5129,山口真喜,24,長崎,49,B2,2.15,2.78,2.86,14.29,36.21,33.53,2021_3_23_24_8R,24,8R
48,1,4208,三浦永理,38,静岡,47,A2,6.24,45.83,6.35,41.18,33.52,31.98,2021_3_23_24_9R,24,9R
49,2,3188,日高逸子,59,福岡,45,B2,5.62,47.62,7.24,57.14,31.55,30.97,2021_3_23_24_9R,24,9R
50,3,4546,浜田亜理,33,埼玉,47,A2,6.56,50.82,6.76,51.52,47.67,38.69,2021_3_23_24_9R,24,9R
51,4,4399,松本晶恵,33,群馬,47,A1,6.94,53.15,6.00,41.67,32.94,40.24,2021_3_23_24_9R,24,9R
52,5,4825,倉持莉々,27,東京,50,A2,5.41,25.35,5.12,26.47,31.82,38.24,2021_3_23_24_9R,24,9R
53,6,3207,田村美和,55,東京,52,B2,3.49,14.04,0.00,0.00,33.54,32.16,2021_3_23_24_9R,24,9R
54,1,4433,川野芽唯,34,福岡,47,A1,5.84,38.13,5.60,37.50,37.50,40.23,2021_3_23_24_10R,24,10R
55,2,3518,倉田郁美,53,静岡,49,A2,5.72,37.97,6.00,45.00,39.05,35.47,2021_3_23_24_10R,24,10R
56,3,4720,西澤日花,26,長崎,44,B1,4.00,16.67,3.67,15.00,33.33,36.99,2021_3_23_24_10R,24,10R
57,4,4556,竹井奈美,31,福岡,47,A1,6.76,51.18,6.86,46.43,33.33,46.78,2021_3_23_24_10R,24,10R
58,5,4730,土屋実沙,32,静岡,47,A2,6.00,45.45,5.36,45.45,46.71,35.47,2021_3_23_24_10R,24,10R
59,6,4764,小池礼乃,30,福岡,46,B2,4.40,24.44,4.77,26.92,32.24,34.91,2021_3_23_24_10R,24,10R
60,1,4502,遠藤エミ,33,滋賀,46,A1,7.41,53.21,8.23,64.52,31.10,39.66,2021_3_23_24_11R,24,11R
61,2,4773,中川りな,27,福岡,50,A2,6.11,36.64,5.55,40.00,38.79,34.12,2021_3_23_24_11R,24,11R
62,3,4117,廣中智紗,40,東京,45,A1,6.40,45.45,5.27,18.18,34.73,32.37,2021_3_23_24_11R,24,11R
63,4,4901,出口舞有,28,愛知,48,A2,5.75,41.27,5.75,42.86,47.37,34.73,2021_3_23_24_11R,24,11R
64,5,3334,角ひとみ,52,広島,45,A2,5.24,35.42,6.10,30.00,37.14,40.12,2021_3_23_24_11R,24,11R
65,6,3845,中谷朋子,44,兵庫,47,A2,6.41,50.00,0.00,0.00,37.14,37.28,2021_3_23_24_11R,24,11R
66,1,4546,浜田亜理,33,埼玉,47,A2,6.56,50.82,6.76,51.52,47.67,38.69,2021_3_23_24_12R,24,12R
67,2,3871,池田紫乃,45,長崎,44,B1,5.25,35.48,4.73,26.92,46.01,32.18,2021_3_23_24_12R,24,12R
68,3,4974,安井瑞紀,27,岡山,51,B1,4.25,27.87,3.94,18.75,30.68,30.43,2021_3_23_24_12R,24,12R
69,4,4758,富樫麗加,31,東京,52,A2,5.42,37.00,6.06,38.78,41.28,39.08,2021_3_23_24_12R,24,12R
70,5,4590,渡邉優美,28,福岡,49,A2,6.40,44.90,5.73,40.00,36.36,33.33,2021_3_23_24_12R,24,12R
71,6,3618,海野ゆか,47,広島,44,A1,6.38,42.74,6.86,54.76,33.14,32.02,2021_3_23_24_12R,24,12R
72,1,4136,江夏満,40,福岡,54,A1,6.60,48.70,6.43,44.64,27.03,0.00,2021_3_23_23_1R,23,1R
73,2,4994,山本梨菜,22,佐賀,49,B1,3.87,13.10,4.06,11.88,40.63,0.00,2021_3_23_23_1R,23,1R
74,3,5046,松山裕基,27,大阪,53,B1,3.16,11.11,0.00,0.00,34.67,0.00,2021_3_23_23_1R,23,1R
75,4,4487,三原司,34,福岡,52,B1,4.10,19.48,3.59,20.69,28.00,0.00,2021_3_23_23_1R,23,1R
76,5,4121,富永修一,39,福岡,52,B1,4.67,23.16,5.90,40.00,21.97,0.00,2021_3_23_23_1R,23,1R
77,6,4899,占部一真,29,福岡,52,B1,3.47,17.65,3.36,16.00,27.54,0.00,2021_3_23_23_1R,23,1R
78,1,4120,柘植政浩,39,滋賀,52,A2,5.56,36.00,5.53,26.32,32.67,0.00,2021_3_23_23_2R,23,2R
79,2,3876,中辻崇人,44,福岡,52,A1,6.42,52.10,7.32,60.92,28.17,0.00,2021_3_23_23_2R,23,2R
80,3,4196,田中太一,39,佐賀,53,B1,5.01,30.21,5.22,32.56,39.19,0.00,2021_3_23_23_2R,23,2R
81,4,4726,島田なぎ,33,埼玉,46,B1,5.45,35.00,5.08,32.43,24.29,0.00,2021_3_23_23_2R,23,2R
82,5,4458,抹香雄三,35,広島,54,B1,4.89,27.91,4.88,23.44,46.04,0.00,2021_3_23_23_2R,23,2R
83,6,4329,小松卓司,37,福岡,51,B1,5.17,32.69,5.15,26.47,37.01,0.00,2021_3_23_23_2R,23,2R
84,1,4324,海野康志,33,山口,61,A1,7.17,59.63,7.65,60.47,31.25,0.00,2021_3_23_23_3R,23,3R
85,2,4949,横田貴満,28,佐賀,53,B1,5.11,32.99,4.25,21.05,30.07,0.00,2021_3_23_23_3R,23,3R
86,3,4817,渡邉翼,29,山口,49,A2,5.16,31.34,6.47,57.89,34.51,0.00,2021_3_23_23_3R,23,3R
87,4,3708,岡部貴司,46,岡山,52,B1,5.36,36.36,5.13,29.63,46.38,0.00,2021_3_23_23_3R,23,3R
88,5,3680,森林太,47,長崎,55,B1,4.81,28.97,3.93,10.00,25.00,0.00,2021_3_23_23_3R,23,3R
89,6,3478,嶋田貴支,50,香川,52,B1,4.58,23.26,2.96,7.69,27.94,0.00,2021_3_23_23_3R,23,3R
90,1,4072,森永淳,40,佐賀,52,A1,6.29,49.19,6.87,55.68,21.43,0.00,2021_3_23_23_4R,23,4R
91,2,3357,福島陽子,52,岡山,48,B1,3.94,16.47,3.89,5.56,41.55,0.00,2021_3_23_23_4R,23,4R
92,3,4649,和田操拓,36,滋賀,52,A2,5.23,35.64,6.00,42.86,22.90,0.00,2021_3_23_23_4R,23,4R
93,4,3430,角浜修,52,広島,56,B1,5.01,33.05,4.67,33.33,20.00,0.00,2021_3_23_23_4R,23,4R
94,5,4145,小澤学,39,東京,55,B1,4.01,21.95,4.06,6.25,30.07,0.00,2021_3_23_23_4R,23,4R
95,6,4349,犬童千秋,35,福岡,48,A2,4.82,33.33,5.40,38.24,27.86,0.00,2021_3_23_23_4R,23,4R
96,1,4092,岡部大輔,40,佐賀,53,A2,5.86,36.56,5.38,35.29,39.71,0.00,2021_3_23_23_5R,23,5R
97,2,4495,森晋太郎,33,福岡,53,B1,4.83,32.50,5.88,37.50,32.06,0.00,2021_3_23_23_5R,23,5R
98,3,3788,一宮稔弘,49,徳島,53,A1,6.79,51.00,6.50,53.13,28.97,0.00,2021_3_23_23_5R,23,5R
99,4,5046,松山裕基,27,大阪,53,B1,3.16,11.11,0.00,0.00,34.67,0.00,2021_3_23_23_5R,23,5R
100,5,4045,佐々木裕,41,山口,46,A2,5.31,32.77,4.90,40.00,46.32,0.00,2021_3_23_23_5R,23,5R
101,6,4463,三苫晃幸,34,福岡,55,B1,5.34,30.38,4.90,30.00,43.15,0.00,2021_3_23_23_5R,23,5R
102,1,4607,鶴田勇雄,32,福岡,52,B1,4.88,27.68,5.55,32.50,27.70,0.00,2021_3_23_23_6R,23,6R
103,2,4259,真庭明志,37,長崎,52,A1,5.87,35.51,5.87,38.89,27.56,0.00,2021_3_23_23_6R,23,6R
104,3,4120,柘植政浩,39,滋賀,52,A2,5.56,36.00,5.53,26.32,32.67,0.00,2021_3_23_23_6R,23,6R
