,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3514,山一鉄也,24,12,6.74,1,0.09,21,1R,晴,南西,3,3,2021_4_19,2021_4_19_21_1R
1,2,2,4272,大場広孝,20,45,6.75,2,0.11,21,1R,晴,南西,3,3,2021_4_19,2021_4_19_21_1R
2,3,3,4664,東口晃,26,31,6.75,3,0.13,21,1R,晴,南西,3,3,2021_4_19,2021_4_19_21_1R
3,4,4,4674,池田剛規,22,20,6.87,5,0.16,21,1R,晴,南西,3,3,2021_4_19,2021_4_19_21_1R
4,5,5,3246,星野政彦,56,34,6.82,4,0.18,21,1R,晴,南西,3,3,2021_4_19,2021_4_19_21_1R
5,6,6,5119,真田翔磨,29,39,6.83,6,0.30,21,1R,晴,南西,3,3,2021_4_19,2021_4_19_21_1R
6,1,4,4101,三井所尊春,57,37,6.84,4,0.04,21,2R,晴,南西,3,3,2021_4_19,2021_4_19_21_2R
7,2,1,4151,下河誉史 ,7,18,6.85,1,0.05,21,2R,晴,南西,3,3,2021_4_19,2021_4_19_21_2R
8,3,5,5092,篠原晟弥,62,22,6.84,5,0.04,21,2R,晴,南西,3,3,2021_4_19,2021_4_19_21_2R
9,4,3,3742,宮地秀祈,44,26,6.88,3,0.09,21,2R,晴,南西,3,3,2021_4_19,2021_4_19_21_2R
10,5,6,3875,廣中良一,42,51,6.86,6,0.12,21,2R,晴,南西,3,3,2021_4_19,2021_4_19_21_2R
11,6,2,3564,桑原啓,30,44,6.81,2,0.15,21,2R,晴,南西,3,3,2021_4_19,2021_4_19_21_2R
12,1,1,4040,廣瀬将亨 ,1,16,6.84,1,0.14,21,3R,晴,西,3,3,2021_4_19,2021_4_19_21_3R
13,2,5,3935,岩津徹郎,48,14,6.90,2,0.14,21,3R,晴,西,3,3,2021_4_19,2021_4_19_21_3R
14,3,4,4633,森智也,58,27,6.88,5,0.21,21,3R,晴,西,3,3,2021_4_19,2021_4_19_21_3R
15,4,2,4661,中島昂章 ,2,23,6.86,4,0.28,21,3R,晴,西,3,3,2021_4_19,2021_4_19_21_3R
16,5,6,4711,前出達吉,21,36,6.89,6,0.21,21,3R,晴,西,3,3,2021_4_19,2021_4_19_21_3R
17,1,1,4055,吉田俊彦,59,40,6.88,1,0.14,21,4R,晴,西,3,3,2021_4_19,2021_4_19_21_4R
18,2,4,3915,繁野谷圭介,12,15,6.89,4,0.11,21,4R,晴,西,3,3,2021_4_19,2021_4_19_21_4R
19,3,5,3781,秋元誠 ,6,38,6.80,5,0.09,21,4R,晴,西,3,3,2021_4_19,2021_4_19_21_4R
20,4,2,4410,井上大輔,14,41,6.82,2,0.13,21,4R,晴,西,3,3,2021_4_19,2021_4_19_21_4R
21,5,6,4876,梅木敬太,53,53,6.85,6,0.15,21,4R,晴,西,3,3,2021_4_19,2021_4_19_21_4R
22,6,3,4462,夏山亮平,27,24,6.86,3,0.12,21,4R,晴,西,3,3,2021_4_19,2021_4_19_21_4R
23,1,3,4148,枝尾賢,10,21,6.90,3,0.06,21,5R,晴,西,3,3,2021_4_19,2021_4_19_21_5R
24,2,1,3522,長溝一生,52,29,6.85,1,0.09,21,5R,晴,西,3,3,2021_4_19,2021_4_19_21_5R
25,3,4,3434,松尾宣邦,36,43,6.99,4,0.07,21,5R,晴,西,3,3,2021_4_19,2021_4_19_21_5R
26,4,6,3643,米田隆弘,60,46,6.88,5,0.09,21,5R,晴,西,3,3,2021_4_19,2021_4_19_21_5R
27,5,2,4639,雑賀勇貴 ,5,48,6.81,2,0.09,21,5R,晴,西,3,3,2021_4_19,2021_4_19_21_5R
28,6,5,5119,真田翔磨,29,39,6.90,6,0.13,21,5R,晴,西,3,3,2021_4_19,2021_4_19_21_5R
29,1,1,4638,小林遼太,23,47,6.78,1,0.24,21,6R,晴,西,4,4,2021_4_19,2021_4_19_21_6R
30,2,5,4558,宮野仁,63,11,6.84,5,0.23,21,6R,晴,西,4,4,2021_4_19,2021_4_19_21_6R
31,3,3,4108,吉村正明,54,13,6.85,3,0.21,21,6R,晴,西,4,4,2021_4_19,2021_4_19_21_6R
32,4,6,5092,篠原晟弥,62,22,6.81,6,0.19,21,6R,晴,西,4,4,2021_4_19,2021_4_19_21_6R
33,5,4,4664,東口晃,26,31,6.84,4,0.14,21,6R,晴,西,4,4,2021_4_19,2021_4_19_21_6R
34,1,1,3742,宮地秀祈,44,26,6.83,1,0.12,21,7R,晴,北西,3,3,2021_4_19,2021_4_19_21_7R
35,2,4,4614,石倉洋行,43,25,6.76,4,0.13,21,7R,晴,北西,3,3,2021_4_19,2021_4_19_21_7R
36,3,2,4711,前出達吉,21,36,6.81,2,0.09,21,7R,晴,北西,3,3,2021_4_19,2021_4_19_21_7R
37,4,5,4674,池田剛規,22,20,6.88,5,0.12,21,7R,晴,北西,3,3,2021_4_19,2021_4_19_21_7R
38,5,3,4449,中嶋達也,15,52,6.80,3,0.13,21,7R,晴,北西,3,3,2021_4_19,2021_4_19_21_7R
39,6,6,5158,宮脇遼太,39,17,6.84,6,0.08,21,7R,晴,北西,3,3,2021_4_19,2021_4_19_21_7R
40,1,1,4734,安河内将,65,28,6.86,1,0.11,21,8R,晴,北西,3,3,2021_4_19,2021_4_19_21_8R
41,2,3,5012,加倉侑征,64,35,6.87,3,0.12,21,8R,晴,北西,3,3,2021_4_19,2021_4_19_21_8R
42,3,6,5131,江藤敦宏 ,9,50,6.82,6,0.21,21,8R,晴,北西,3,3,2021_4_19,2021_4_19_21_8R
43,4,4,4462,夏山亮平,27,24,6.89,4,0.15,21,8R,晴,北西,3,3,2021_4_19,2021_4_19_21_8R
44,5,2,3246,星野政彦,56,34,6.88,2,0.12,21,8R,晴,北西,3,3,2021_4_19,2021_4_19_21_8R
45,6,5,3627,井上恵一,41,42,6.86,5,0.15,21,8R,晴,北西,3,3,2021_4_19,2021_4_19_21_8R
46,1,2,4148,枝尾賢,10,21,6.87,2,0.09,21,9R,晴,北西,4,4,2021_4_19,2021_4_19_21_9R
47,2,1,3781,秋元誠 ,6,38,6.84,1,0.12,21,9R,晴,北西,4,4,2021_4_19,2021_4_19_21_9R
48,3,3,4661,中島昂章 ,2,23,6.88,3,0.14,21,9R,晴,北西,4,4,2021_4_19,2021_4_19_21_9R
49,4,4,4272,大場広孝,20,45,6.86,4,0.11,21,9R,晴,北西,4,4,2021_4_19,2021_4_19_21_9R
50,5,6,4822,百武翔 ,8,33,7.01,6,0.15,21,9R,晴,北西,4,4,2021_4_19,2021_4_19_21_9R
51,6,5,3564,桑原啓,30,44,6.80,5,0.12,21,9R,晴,北西,4,4,2021_4_19,2021_4_19_21_9R
52,1,1,3915,繁野谷圭介,12,15,6.88,1,0.14,21,10R,晴,北西,3,3,2021_4_19,2021_4_19_21_10R
53,2,5,4638,小林遼太,23,47,6.84,5,0.16,21,10R,晴,北西,3,3,2021_4_19,2021_4_19_21_10R
54,3,2,4449,中嶋達也,15,52,6.84,2,0.19,21,10R,晴,北西,3,3,2021_4_19,2021_4_19_21_10R
55,4,3,4040,廣瀬将亨 ,1,16,6.85,3,0.12,21,10R,晴,北西,3,3,2021_4_19,2021_4_19_21_10R
56,5,4,4151,下河誉史 ,7,18,6.85,4,0.15,21,10R,晴,北西,3,3,2021_4_19,2021_4_19_21_10R
57,6,6,4639,雑賀勇貴 ,5,48,6.78,6,0.17,21,10R,晴,北西,3,3,2021_4_19,2021_4_19_21_10R
58,1,1,3919,村上純,37,30,6.77,1,0.00,21,11R,晴,西,3,3,2021_4_19,2021_4_19_21_11R
