,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1R,晴,南西,1,1,大村,2022_2_28,2-1-6,8490,,2100,2-1,1210,1-2,230,,,,,,,,,,
1,1R,晴,南西,1,1,大村,2022_2_28,2-1-6,8490,,2100,2-1,1210,1-2,230,,,,,,,,,,
2,1R,晴,南西,1,1,大村,2022_2_28,2-1-6,8490,,2100,2-1,1210,1-2,230,,,,,,,,,,
3,1R,晴,南西,1,1,大村,2022_2_28,2-1-6,8490,,2100,2-1,1210,1-2,230,,,,,,,,,,
4,1R,晴,南西,1,1,大村,2022_2_28,2-1-6,8490,,2100,2-1,1210,1-2,230,,,,,,,,,,
5,1R,晴,南西,1,1,大村,2022_2_28,2-1-6,8490,,2100,2-1,1210,1-2,230,,,,,,,,,,
6,2R,晴,西,1,1,大村,2022_2_28,4-2-6,3170,,1400,4-2,1150,2-4,610,,,,,,,,,,
7,2R,晴,西,1,1,大村,2022_2_28,4-2-6,3170,,1400,4-2,1150,2-4,610,,,,,,,,,,
8,2R,晴,西,1,1,大村,2022_2_28,4-2-6,3170,,1400,4-2,1150,2-4,610,,,,,,,,,,
9,2R,晴,西,1,1,大村,2022_2_28,4-2-6,3170,,1400,4-2,1150,2-4,610,,,,,,,,,,
10,2R,晴,西,1,1,大村,2022_2_28,4-2-6,3170,,1400,4-2,1150,2-4,610,,,,,,,,,,
11,2R,晴,西,1,1,大村,2022_2_28,4-2-6,3170,,1400,4-2,1150,2-4,610,,,,,,,,,,
12,3R,晴,南西,1,1,大村,2022_2_28,4-6-5,1840,,870,4-6,520,4-6,350,,,,,,,,,,
13,3R,晴,南西,1,1,大村,2022_2_28,4-6-5,1840,,870,4-6,520,4-6,350,,,,,,,,,,
14,3R,晴,南西,1,1,大村,2022_2_28,4-6-5,1840,,870,4-6,520,4-6,350,,,,,,,,,,
15,3R,晴,南西,1,1,大村,2022_2_28,4-6-5,1840,,870,4-6,520,4-6,350,,,,,,,,,,
16,3R,晴,南西,1,1,大村,2022_2_28,4-6-5,1840,,870,4-6,520,4-6,350,,,,,,,,,,
17,3R,晴,南西,1,1,大村,2022_2_28,4-6-5,1840,,870,4-6,520,4-6,350,,,,,,,,,,
18,4R,晴,南西,1,1,大村,2022_2_28,1-2-3,770,,280,1-2,300,1-2,190,,,,,,,,,,
19,4R,晴,南西,1,1,大村,2022_2_28,1-2-3,770,,280,1-2,300,1-2,190,,,,,,,,,,
20,4R,晴,南西,1,1,大村,2022_2_28,1-2-3,770,,280,1-2,300,1-2,190,,,,,,,,,,
21,4R,晴,南西,1,1,大村,2022_2_28,1-2-3,770,,280,1-2,300,1-2,190,,,,,,,,,,
22,4R,晴,南西,1,1,大村,2022_2_28,1-2-3,770,,280,1-2,300,1-2,190,,,,,,,,,,
23,4R,晴,南西,1,1,大村,2022_2_28,1-2-3,770,,280,1-2,300,1-2,190,,,,,,,,,,
24,5R,晴,北東,1,1,大村,2022_2_28,3-1-6,3580,,450,3-1,1610,1-3,410,,,,,,,,,,
25,5R,晴,北東,1,1,大村,2022_2_28,3-1-6,3580,,450,3-1,1610,1-3,410,,,,,,,,,,
26,5R,晴,北東,1,1,大村,2022_2_28,3-1-6,3580,,450,3-1,1610,1-3,410,,,,,,,,,,
27,5R,晴,北東,1,1,大村,2022_2_28,3-1-6,3580,,450,3-1,1610,1-3,410,,,,,,,,,,
28,5R,晴,北東,1,1,大村,2022_2_28,3-1-6,3580,,450,3-1,1610,1-3,410,,,,,,,,,,
29,5R,晴,北東,1,1,大村,2022_2_28,3-1-6,3580,,450,3-1,1610,1-3,410,,,,,,,,,,
30,6R,晴,北,1,1,大村,2022_2_28,5-1-2,2140,,220,5-1,820,1-5,210,,,,,,,,,,
31,6R,晴,北,1,1,大村,2022_2_28,5-1-2,2140,,220,5-1,820,1-5,210,,,,,,,,,,
