,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4016,西川新太郎,65,53,6.83,1,0.06,23,1R,晴,西,1,1,2019_9_8,1-3-2,1600,1-2-3,200,1-3,280,1-3,210,2019_9_8_23_1R
1,2,3,4552,杉山勝匡,50,72,6.74,3,0.13,23,1R,晴,西,1,1,2019_9_8,1-3-2,1600,1-2-3,200,1-3,280,1-3,210,2019_9_8_23_1R
2,3,2,4859,染川直哉,21,51,6.80,2,0.06,23,1R,晴,西,1,1,2019_9_8,1-3-2,1600,1-2-3,200,1-3,280,1-3,210,2019_9_8_23_1R
3,4,5,4416,三宅健太,48,55,6.88,4,0.10,23,1R,晴,西,1,1,2019_9_8,1-3-2,1600,1-2-3,200,1-3,280,1-3,210,2019_9_8_23_1R
4,5,6,4837,酒井陽祐,58,80,6.84,5,0.22,23,1R,晴,西,1,1,2019_9_8,1-3-2,1600,1-2-3,200,1-3,280,1-3,210,2019_9_8_23_1R
5,6,4,3571,寺本武司,15,58,6.84,6,0.23,23,1R,晴,西,1,1,2019_9_8,1-3-2,1600,1-2-3,200,1-3,280,1-3,210,2019_9_8_23_1R
6,1,2,4099,吉永則雄,12,76,6.77,2,0.17,23,2R,晴,無風,0,0,2019_9_8,2-1-4,1160,1-2-4,430,2-1,320,1-2,150,2019_9_8_23_2R
7,2,1,3771,折下寛法,69,33,6.76,1,0.26,23,2R,晴,無風,0,0,2019_9_8,2-1-4,1160,1-2-4,430,2-1,320,1-2,150,2019_9_8_23_2R
8,3,4,4389,伊藤喜智,45,52,6.84,4,0.20,23,2R,晴,無風,0,0,2019_9_8,2-1-4,1160,1-2-4,430,2-1,320,1-2,150,2019_9_8_23_2R
9,4,6,3885,久田武,43,64,6.88,6,0.17,23,2R,晴,無風,0,0,2019_9_8,2-1-4,1160,1-2-4,430,2-1,320,1-2,150,2019_9_8_23_2R
10,5,3,4054,福嶋智之,42,42,6.78,3,0.27,23,2R,晴,無風,0,0,2019_9_8,2-1-4,1160,1-2-4,430,2-1,320,1-2,150,2019_9_8_23_2R
11,6,5,3553,平池仁志,53,34,6.83,5,0.16,23,2R,晴,無風,0,0,2019_9_8,2-1-4,1160,1-2-4,430,2-1,320,1-2,150,2019_9_8_23_2R
12,1,1,4254,川島圭司,20,68,6.74,1,0.19,23,3R,晴,南,2,2,2019_9_8,1-3-4,540,1-3-4,380,1-3,210,1-3,140,2019_9_8_23_3R
13,2,3,4448,青木玄太,11,54,6.86,3,0.27,23,3R,晴,南,2,2,2019_9_8,1-3-4,540,1-3-4,380,1-3,210,1-3,140,2019_9_8_23_3R
14,3,4,4723,寺島吉彦,59,87,6.78,4,0.27,23,3R,晴,南,2,2,2019_9_8,1-3-4,540,1-3-4,380,1-3,210,1-3,140,2019_9_8_23_3R
15,4,5,4942,柴田朋哉,52,38,6.80,5,0.25,23,3R,晴,南,2,2,2019_9_8,1-3-4,540,1-3-4,380,1-3,210,1-3,140,2019_9_8_23_3R
16,5,2,3652,森下勇,19,47,6.85,2,0.24,23,3R,晴,南,2,2,2019_9_8,1-3-4,540,1-3-4,380,1-3,210,1-3,140,2019_9_8_23_3R
17,6,6,3680,森林太,47,56,6.84,6,0.40,23,3R,晴,南,2,2,2019_9_8,1-3-4,540,1-3-4,380,1-3,210,1-3,140,2019_9_8_23_3R
18,1,1,3414,加瀬智宏,23,46,6.76,1,0.07,23,4R,晴,南,3,3,2019_9_8,1-4-3,2270,1-3-4,920,1-4,1050,1-4,870,2019_9_8_23_4R
19,2,4,3412,鈴木博,55,48,6.75,5,0.17,23,4R,晴,南,3,3,2019_9_8,1-4-3,2270,1-3-4,920,1-4,1050,1-4,870,2019_9_8_23_4R
20,3,3,3944,山口裕二,18,45,6.73,4,0.17,23,4R,晴,南,3,3,2019_9_8,1-4-3,2270,1-3-4,920,1-4,1050,1-4,870,2019_9_8_23_4R
21,4,6,3153,前川竜次,14,88,6.72,2,0.21,23,4R,晴,南,3,3,2019_9_8,1-4-3,2270,1-3-4,920,1-4,1050,1-4,870,2019_9_8_23_4R
22,5,5,4384,鶴本崇文,63,61,6.72,6,0.20,23,4R,晴,南,3,3,2019_9_8,1-4-3,2270,1-3-4,920,1-4,1050,1-4,870,2019_9_8_23_4R
23,6,2,4562,阪本勇介,60,84,6.76,3,0.20,23,4R,晴,南,3,3,2019_9_8,1-4-3,2270,1-3-4,920,1-4,1050,1-4,870,2019_9_8_23_4R
24,1,4,4409,坂元浩仁,70,78,6.85,4,0.21,23,5R,曇り,南,3,3,2019_9_8,4-1-6,10160,1-4-6,2460,4-1,2680,1-4,710,2019_9_8_23_5R
25,2,1,4416,三宅健太,48,55,6.78,1,0.14,23,5R,曇り,南,3,3,2019_9_8,4-1-6,10160,1-4-6,2460,4-1,2680,1-4,710,2019_9_8_23_5R
26,3,6,3439,大平誉史明,17,57,6.79,6,0.21,23,5R,曇り,南,3,3,2019_9_8,4-1-6,10160,1-4-6,2460,4-1,2680,1-4,710,2019_9_8_23_5R
27,4,5,3584,佐々木英樹,16,44,6.79,5,0.23,23,5R,曇り,南,3,3,2019_9_8,4-1-6,10160,1-4-6,2460,4-1,2680,1-4,710,2019_9_8_23_5R
28,5,2,4092,岡部大輔,57,50,6.79,2,0.13,23,5R,曇り,南,3,3,2019_9_8,4-1-6,10160,1-4-6,2460,4-1,2680,1-4,710,2019_9_8_23_5R
29,6,3,4346,前田健太郎,62,81,6.71,3,0.09,23,5R,曇り,南,3,3,2019_9_8,4-1-6,10160,1-4-6,2460,4-1,2680,1-4,710,2019_9_8_23_5R
30,1,3,3070,山室展弘,22,66,6.74,3,0.24,23,6R,晴,南,3,3,2019_9_8,3-6-2,4240,2-3-6,1310,3-6,890,3-6,560,2019_9_8_23_6R
31,2,6,3848,川上聡介,13,39,6.72,6,0.16,23,6R,晴,南,3,3,2019_9_8,3-6-2,4240,2-3-6,1310,3-6,890,3-6,560,2019_9_8_23_6R
32,3,2,4389,伊藤喜智,45,52,6.76,2,0.32,23,6R,晴,南,3,3,2019_9_8,3-6-2,4240,2-3-6,1310,3-6,890,3-6,560,2019_9_8_23_6R
33,4,4,3339,泉具巳,44,70,6.75,4,0.27,23,6R,晴,南,3,3,2019_9_8,3-6-2,4240,2-3-6,1310,3-6,890,3-6,560,2019_9_8_23_6R
34,5,5,4016,西川新太郎,65,53,6.87,5,0.25,23,6R,晴,南,3,3,2019_9_8,3-6-2,4240,2-3-6,1310,3-6,890,3-6,560,2019_9_8_23_6R
35,6,1,4054,福嶋智之,42,42,6.76,1,0.38,23,6R,晴,南,3,3,2019_9_8,3-6-2,4240,2-3-6,1310,3-6,890,3-6,560,2019_9_8_23_6R
36,1,4,3771,折下寛法,69,33,6.82,4,0.11,23,7R,晴,南,3,3,2019_9_8,4-5-6,2570,4-5-6,610,4-5,1680,4-5,860,2019_9_8_23_7R
37,2,5,3726,桂林寛,49,79,6.78,5,0.11,23,7R,晴,南,3,3,2019_9_8,4-5-6,2570,4-5-6,610,4-5,1680,4-5,860,2019_9_8_23_7R
38,3,6,4236,松村敏,46,77,6.80,6,0.09,23,7R,晴,南,3,3,2019_9_8,4-5-6,2570,4-5-6,610,4-5,1680,4-5,860,2019_9_8_23_7R
39,4,2,3885,久田武,43,64,6.78,2,0.30,23,7R,晴,南,3,3,2019_9_8,4-5-6,2570,4-5-6,610,4-5,1680,4-5,860,2019_9_8_23_7R
40,5,3,3680,森林太,47,56,6.83,3,0.28,23,7R,晴,南,3,3,2019_9_8,4-5-6,2570,4-5-6,610,4-5,1680,4-5,860,2019_9_8_23_7R
41,6,1,4942,柴田朋哉,52,38,6.76,1,0.29,23,7R,晴,南,3,3,2019_9_8,4-5-6,2570,4-5-6,610,4-5,1680,4-5,860,2019_9_8_23_7R
42,1,1,4552,杉山勝匡,50,72,6.73,1,0.27,23,8R,晴,南,3,3,2019_9_8,1-2-6,2570,1-2-6,1550,1-2,260,1-2,170,2019_9_8_23_8R
43,2,2,3153,前川竜次,14,88,6.72,2,0.26,23,8R,晴,南,3,3,2019_9_8,1-2-6,2570,1-2-6,1550,1-2,260,1-2,170,2019_9_8_23_8R
44,3,6,4265,村上祐次,64,35,6.88,6,0.20,23,8R,晴,南,3,3,2019_9_8,1-2-6,2570,1-2-6,1550,1-2,260,1-2,170,2019_9_8_23_8R
45,4,4,3174,古賀勝則,56,75,6.77,4,0.24,23,8R,晴,南,3,3,2019_9_8,1-2-6,2570,1-2-6,1550,1-2,260,1-2,170,2019_9_8_23_8R
46,5,3,4226,村田浩司,68,69,6.83,3,0.28,23,8R,晴,南,3,3,2019_9_8,1-2-6,2570,1-2-6,1550,1-2,260,1-2,170,2019_9_8_23_8R
47,1,2,4409,坂元浩仁,70,78,6.77,1,0.16,23,9R,晴,南,3,3,2019_9_8,2-4-5,6050,2-4-5,950,2-4,3250,2-4,1460,2019_9_8_23_9R
48,2,4,3414,加瀬智宏,23,46,6.75,4,0.09,23,9R,晴,南,3,3,2019_9_8,2-4-5,6050,2-4-5,950,2-4,3250,2-4,1460,2019_9_8_23_9R
49,3,5,3412,鈴木博,55,48,6.72,5,0.11,23,9R,晴,南,3,3,2019_9_8,2-4-5,6050,2-4-5,950,2-4,3250,2-4,1460,2019_9_8_23_9R
50,4,1,3584,佐々木英樹,16,44,6.74,2,0.21,23,9R,晴,南,3,3,2019_9_8,2-4-5,6050,2-4-5,950,2-4,3250,2-4,1460,2019_9_8_23_9R
51,5,6,3652,森下勇,19,47,6.73,6,0.13,23,9R,晴,南,3,3,2019_9_8,2-4-5,6050,2-4-5,950,2-4,3250,2-4,1460,2019_9_8_23_9R
52,6,3,4837,酒井陽祐,58,80,6.78,3,0.07,23,9R,晴,南,3,3,2019_9_8,2-4-5,6050,2-4-5,950,2-4,3250,2-4,1460,2019_9_8_23_9R
53,1,4,4099,吉永則雄,12,76,6.75,4,0.21,23,10R,晴,南,3,3,2019_9_8,4-1-2,3310,1-2-4,300,4-1,1200,1-4,380,2019_9_8_23_10R
54,2,1,4448,青木玄太,11,54,6.77,1,0.20,23,10R,晴,南,3,3,2019_9_8,4-1-2,3310,1-2-4,300,4-1,1200,1-4,380,2019_9_8_23_10R
55,3,2,3944,山口裕二,18,45,6.71,2,0.21,23,10R,晴,南,3,3,2019_9_8,4-1-2,3310,1-2-4,300,4-1,1200,1-4,380,2019_9_8_23_10R
56,4,3,4723,寺島吉彦,59,87,6.74,3,0.25,23,10R,晴,南,3,3,2019_9_8,4-1-2,3310,1-2-4,300,4-1,1200,1-4,380,2019_9_8_23_10R
57,5,6,4092,岡部大輔,57,50,6.81,6,0.27,23,10R,晴,南,3,3,2019_9_8,4-1-2,3310,1-2-4,300,4-1,1200,1-4,380,2019_9_8_23_10R
58,6,5,3439,大平誉史明,17,57,6.82,5,0.26,23,10R,晴,南,3,3,2019_9_8,4-1-2,3310,1-2-4,300,4-1,1200,1-4,380,2019_9_8_23_10R
