,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4315,山崎昂介,34,長崎,53,B1,4.21,21.11,4.85,25.00,35.45,37.17,2019_1_11_24_1R,24,1R
1,2,4406,幸野史明,33,福岡,51,B1,4.09,17.02,4.63,28.95,50.00,29.36,2019_1_11_24_1R,24,1R
2,3,3187,篠原俊夫,57,香川,52,B1,3.98,16.67,5.29,40.00,37.23,30.00,2019_1_11_24_1R,24,1R
3,4,4839,四宮与寛,28,徳島,52,A2,5.53,34.65,4.10,15.00,33.73,35.45,2019_1_11_24_1R,24,1R
4,5,4375,照屋厚仁,34,兵庫,51,B1,6.16,42.86,6.18,43.18,29.71,36.84,2019_1_11_24_1R,24,1R
5,6,5026,安河内健,23,佐賀,54,B2,1.80,1.96,0.67,0.00,23.97,29.29,2019_1_11_24_1R,24,1R
6,1,4447,深川麻奈,31,福岡,49,A2,5.71,37.89,4.92,25.00,30.46,38.26,2019_1_11_24_2R,24,2R
7,2,4045,佐々木裕,39,山口,46,A2,5.33,37.04,5.25,41.18,31.82,34.51,2019_1_11_24_2R,24,2R
8,3,4011,堀之内紀,39,岡山,46,A2,6.20,43.81,5.28,27.78,36.16,28.44,2019_1_11_24_2R,24,2R
9,4,4170,西坂香松,36,香川,50,B1,3.55,10.39,4.12,17.65,41.44,37.96,2019_1_11_24_2R,24,2R
10,5,4088,野田祥子,38,長崎,46,B1,4.03,21.31,4.93,27.63,43.09,47.22,2019_1_11_24_2R,24,2R
11,6,3943,三松直美,40,岡山,59,B1,4.39,28.95,0.00,0.00,37.10,26.53,2019_1_11_24_2R,24,2R
12,1,4596,葛原大陽,35,徳島,48,A2,5.75,39.64,5.61,39.13,30.29,33.91,2019_1_11_24_3R,24,3R
13,2,4143,浦田晃嗣,37,佐賀,58,B1,5.01,25.00,4.52,19.05,40.68,31.19,2019_1_11_24_3R,24,3R
14,3,4725,佐竹太一,32,兵庫,52,B1,4.14,22.08,3.87,20.00,42.02,37.93,2019_1_11_24_3R,24,3R
15,4,4802,中田達也,25,福岡,53,A2,5.79,42.06,5.79,42.11,42.56,33.04,2019_1_11_24_3R,24,3R
16,5,4969,町田洸希,27,長崎,53,B2,2.00,1.59,1.62,0.00,32.22,27.18,2019_1_11_24_3R,24,3R
17,6,4790,柳内敬太,29,兵庫,53,B1,4.97,28.32,4.91,26.47,43.01,34.55,2019_1_11_24_3R,24,3R
18,1,4765,野田部宏,28,福岡,51,B1,4.02,26.42,4.00,33.33,35.23,39.29,2019_1_11_24_4R,24,4R
19,2,4450,平高奈菜,31,香川,46,B2,5.63,33.33,6.98,50.00,35.26,35.09,2019_1_11_24_4R,24,4R
20,3,4536,喜井つか,28,岡山,47,B2,6.25,53.57,5.16,28.13,34.95,17.53,2019_1_11_24_4R,24,4R
21,4,4590,渡邉優美,26,福岡,51,A2,5.92,42.15,4.96,32.14,43.24,32.71,2019_1_11_24_4R,24,4R
22,5,4770,小野真歩,26,福岡,55,B2,3.11,5.56,1.89,0.00,36.87,30.48,2019_1_11_24_4R,24,4R
23,6,3254,柳澤千春,51,香川,46,B1,3.93,13.79,3.13,12.50,44.00,28.32,2019_1_11_24_4R,24,4R
24,1,3349,吉田一郎,50,長崎,52,A1,6.43,48.51,7.05,56.36,29.55,35.09,2019_1_11_24_5R,24,5R
25,2,3910,松下知幸,45,香川,50,B1,4.37,23.08,5.16,31.58,31.82,41.07,2019_1_11_24_5R,24,5R
