,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4052,興津藍,39,徳島,51,A1,7.91,61.54,6.24,42.86,37.14,37.40,2020_11_8_21_1R,21,1R
1,2,4423,坂口貴彦,31,岡山,54,B1,4.61,32.00,5.18,33.33,36.73,36.29,2020_11_8_21_1R,21,1R
2,3,2903,山崎毅,61,福岡,49,B1,4.86,25.88,4.68,18.68,31.31,36.80,2020_11_8_21_1R,21,1R
3,4,3081,岡本慎治,57,山口,52,B1,5.36,31.25,5.98,43.48,23.68,38.60,2020_11_8_21_1R,21,1R
4,5,4004,山本浩輔,42,長崎,52,B1,4.58,24.10,5.09,34.78,31.37,33.33,2020_11_8_21_1R,21,1R
5,6,5117,冨名腰桃,20,福岡,44,B2,1.59,0.00,1.56,0.00,29.67,30.16,2020_11_8_21_1R,21,1R
6,1,3485,竹村祥司,49,大阪,51,A2,4.69,35.06,5.71,42.86,37.38,38.71,2020_11_8_21_2R,21,2R
7,2,3211,北川敏弘,58,佐賀,55,B1,4.44,21.51,3.35,17.65,28.26,32.23,2020_11_8_21_2R,21,2R
8,3,4100,松田隆司,41,福岡,53,B1,5.05,36.99,4.36,20.00,40.26,27.43,2020_11_8_21_2R,21,2R
9,4,3737,上平真二,46,広島,53,A1,7.22,55.12,7.25,63.46,24.24,35.48,2020_11_8_21_2R,21,2R
10,5,4511,中岡健人,31,香川,57,B1,3.73,12.24,4.67,27.78,31.91,22.61,2020_11_8_21_2R,21,2R
11,6,4224,大橋栄里,38,福岡,48,B1,4.60,25.56,4.84,30.23,32.29,36.89,2020_11_8_21_2R,21,2R
12,1,3484,芝田浩治,49,兵庫,54,A1,6.40,47.06,6.20,46.67,23.47,40.83,2020_11_8_21_3R,21,3R
13,2,4842,山下昂大,28,岡山,54,B1,5.01,27.27,5.00,31.43,17.53,45.60,2020_11_8_21_3R,21,3R
14,3,4826,井上一輝,26,大阪,50,A2,5.90,38.64,5.47,36.84,30.00,36.29,2020_11_8_21_3R,21,3R
15,4,3282,池本輝明,53,広島,51,B1,5.28,32.81,4.37,13.95,20.27,40.48,2020_11_8_21_3R,21,3R
16,5,3711,江本真治,46,山口,52,A2,6.06,39.31,4.93,28.57,44.33,46.61,2020_11_8_21_3R,21,3R
17,6,5162,松尾怜実,21,福岡,47,B2,0.00,0.00,0.00,0.00,49.49,40.98,2020_11_8_21_3R,21,3R
18,1,3685,荒井輝年,46,岡山,56,A1,6.42,44.60,6.51,48.84,34.02,30.36,2020_11_8_21_4R,21,4R
19,2,3616,中村真,47,福岡,53,A2,6.02,42.28,6.22,46.67,39.56,41.18,2020_11_8_21_4R,21,4R
20,3,3998,冨成謙児,41,佐賀,53,B1,4.90,24.04,4.64,23.21,41.18,24.58,2020_11_8_21_4R,21,4R
21,4,4214,林祐介,36,岡山,56,A2,5.80,36.75,5.89,42.86,33.67,38.21,2020_11_8_21_4R,21,4R
22,5,5003,来田衣織,24,兵庫,49,B1,4.20,25.47,0.00,0.00,36.46,31.40,2020_11_8_21_4R,21,4R
23,6,5048,眞鳥康太,26,長崎,55,B1,3.44,13.19,2.29,0.00,31.00,18.49,2020_11_8_21_4R,21,4R
24,1,4452,松尾祭,32,香川,52,A2,5.40,33.93,5.50,44.44,43.88,31.58,2020_11_8_21_5R,21,5R
25,2,4172,森定晃史,38,岡山,50,A1,6.25,45.05,6.41,45.10,37.11,27.42,2020_11_8_21_5R,21,5R
26,3,4060,島田一生,41,福岡,54,A2,5.58,38.14,5.00,33.93,30.00,35.38,2020_11_8_21_5R,21,5R
27,4,4654,篠田優也,34,兵庫,53,B1,4.69,22.09,5.26,35.48,26.32,20.00,2020_11_8_21_5R,21,5R
28,5,4325,新出浩司,37,大阪,53,A2,5.42,36.94,4.70,27.03,36.36,30.25,2020_11_8_21_5R,21,5R
29,6,5164,森田梨湖,20,福岡,46,B2,0.00,0.00,0.00,0.00,37.89,29.90,2020_11_8_21_5R,21,5R
30,1,4004,山本浩輔,42,長崎,52,B1,4.58,24.10,5.09,34.78,31.37,33.33,2020_11_8_21_6R,21,6R
31,2,4961,西橋奈未,24,福井,47,A2,5.93,39.29,4.54,25.71,40.40,28.81,2020_11_8_21_6R,21,6R
32,3,4537,渡邉和将,30,岡山,50,A1,6.58,49.47,6.58,46.15,32.63,33.33,2020_11_8_21_6R,21,6R
33,4,4726,島田なぎ,33,埼玉,46,B1,4.84,32.84,2.77,7.69,33.33,26.79,2020_11_8_21_6R,21,6R
34,5,3070,山室展弘,59,岡山,51,A2,5.56,44.44,6.31,49.09,32.29,23.33,2020_11_8_21_6R,21,6R
35,6,4100,松田隆司,41,福岡,53,B1,5.05,36.99,4.36,20.00,40.26,27.43,2020_11_8_21_6R,21,6R
36,1,2903,山崎毅,61,福岡,49,B1,4.86,25.88,4.68,18.68,31.31,36.80,2020_11_8_21_7R,21,7R
37,2,3282,池本輝明,53,広島,51,B1,5.28,32.81,4.37,13.95,20.27,40.48,2020_11_8_21_7R,21,7R
38,3,4588,田中京介,29,福岡,57,B1,5.24,37.72,4.47,24.14,27.45,38.46,2020_11_8_21_7R,21,7R
39,4,4511,中岡健人,31,香川,57,B1,3.73,12.24,4.67,27.78,31.91,22.61,2020_11_8_21_7R,21,7R
40,5,4600,井内将太,35,広島,52,B1,4.82,24.00,5.41,37.04,32.29,41.53,2020_11_8_21_7R,21,7R
41,6,4981,牧山敦也,24,佐賀,52,B1,3.99,15.73,3.80,13.33,33.33,36.43,2020_11_8_21_7R,21,7R
42,1,4272,大場広孝,38,福岡,58,A2,5.05,32.77,4.92,27.27,39.18,33.33,2020_11_8_21_8R,21,8R
43,2,3711,江本真治,46,山口,52,A2,6.06,39.31,4.93,28.57,44.33,46.61,2020_11_8_21_8R,21,8R
44,3,5003,来田衣織,24,兵庫,49,B1,4.20,25.47,0.00,0.00,36.46,31.40,2020_11_8_21_8R,21,8R
45,4,4596,葛原大陽,37,徳島,49,A2,5.39,33.03,5.18,22.73,33.33,40.00,2020_11_8_21_8R,21,8R
46,5,4661,中島昂章,28,佐賀,51,B1,4.55,21.92,4.49,22.86,20.93,41.94,2020_11_8_21_8R,21,8R
47,6,3211,北川敏弘,58,佐賀,55,B1,4.44,21.51,3.35,17.65,28.26,32.23,2020_11_8_21_8R,21,8R
48,1,3081,岡本慎治,57,山口,52,B1,5.36,31.25,5.98,43.48,23.68,38.60,2020_11_8_21_9R,21,9R
49,2,4325,新出浩司,37,大阪,53,A2,5.42,36.94,4.70,27.03,36.36,30.25,2020_11_8_21_9R,21,9R
50,3,4224,大橋栄里,38,福岡,48,B1,4.60,25.56,4.84,30.23,32.29,36.89,2020_11_8_21_9R,21,9R
51,4,3703,鳥飼眞,47,福岡,51,A1,0.00,0.00,7.48,63.93,28.87,19.49,2020_11_8_21_9R,21,9R
52,5,4842,山下昂大,28,岡山,54,B1,5.01,27.27,5.00,31.43,17.53,45.60,2020_11_8_21_9R,21,9R
53,6,4214,林祐介,36,岡山,56,A2,5.80,36.75,5.89,42.86,33.67,38.21,2020_11_8_21_9R,21,9R
54,1,4523,中村辰也,32,長崎,52,A2,6.23,46.23,5.67,36.67,31.31,32.23,2020_11_8_21_10R,21,10R
55,2,4060,島田一生,41,福岡,54,A2,5.58,38.14,5.00,33.93,30.00,35.38,2020_11_8_21_10R,21,10R
56,3,4738,清埜翔子,29,埼玉,51,B1,3.70,17.14,5.65,35.29,30.59,29.27,2020_11_8_21_10R,21,10R
57,4,3485,竹村祥司,49,大阪,51,A2,4.69,35.06,5.71,42.86,37.38,38.71,2020_11_8_21_10R,21,10R
58,5,4423,坂口貴彦,31,岡山,54,B1,4.61,32.00,5.18,33.33,36.73,36.29,2020_11_8_21_10R,21,10R
59,6,4692,酒井俊弘,36,福井,53,A2,5.44,35.80,3.89,15.79,17.33,32.52,2020_11_8_21_10R,21,10R
60,1,3070,山室展弘,59,岡山,51,A2,5.56,44.44,6.31,49.09,32.29,23.33,2020_11_8_21_11R,21,11R
61,2,3998,冨成謙児,41,佐賀,53,B1,4.90,24.04,4.64,23.21,41.18,24.58,2020_11_8_21_11R,21,11R
62,3,4272,大場広孝,38,福岡,58,A2,5.05,32.77,4.92,27.27,39.18,33.33,2020_11_8_21_11R,21,11R
63,4,4452,松尾祭,32,香川,52,A2,5.40,33.93,5.50,44.44,43.88,31.58,2020_11_8_21_11R,21,11R
64,5,4981,牧山敦也,24,佐賀,52,B1,3.99,15.73,3.80,13.33,33.33,36.43,2020_11_8_21_11R,21,11R
65,6,4826,井上一輝,26,大阪,50,A2,5.90,38.64,5.47,36.84,30.00,36.29,2020_11_8_21_11R,21,11R
66,1,3737,上平真二,46,広島,53,A1,7.22,55.12,7.25,63.46,24.24,35.48,2020_11_8_21_12R,21,12R
67,2,3685,荒井輝年,46,岡山,56,A1,6.42,44.60,6.51,48.84,34.02,30.36,2020_11_8_21_12R,21,12R
68,3,3484,芝田浩治,49,兵庫,54,A1,6.40,47.06,6.20,46.67,23.47,40.83,2020_11_8_21_12R,21,12R
69,4,4172,森定晃史,38,岡山,50,A1,6.25,45.05,6.41,45.10,37.11,27.42,2020_11_8_21_12R,21,12R
70,5,4052,興津藍,39,徳島,51,A1,7.91,61.54,6.24,42.86,37.14,37.40,2020_11_8_21_12R,21,12R
71,6,4537,渡邉和将,30,岡山,50,A1,6.58,49.47,6.58,46.15,32.63,33.33,2020_11_8_21_12R,21,12R
72,1,3036,吉本正昭,62,山口,56,B1,4.20,18.84,4.63,23.26,16.67,30.43,2020_11_8_20_1R,20,1R
73,2,3283,窪田好弘,53,福井,54,B1,4.22,18.82,4.00,23.81,0.00,35.00,2020_11_8_20_1R,20,1R
74,3,4567,上村慎太,32,山口,51,B1,4.14,20.00,4.00,20.00,0.00,31.65,2020_11_8_20_1R,20,1R
75,4,5028,原田才一,24,福岡,53,B1,5.19,34.15,4.05,21.70,0.00,46.67,2020_11_8_20_1R,20,1R
76,5,4555,富永大一,31,福岡,53,B1,3.37,14.29,4.08,22.00,0.00,44.16,2020_11_8_20_1R,20,1R
77,6,5104,山田丈,22,福岡,51,B2,2.39,1.35,0.00,0.00,0.00,33.33,2020_11_8_20_1R,20,1R
78,1,3631,田添康介,51,長崎,57,B1,4.88,29.41,4.75,22.22,42.86,20.00,2020_11_8_20_2R,20,2R
79,2,4126,吉本玲緒,41,広島,57,B1,4.21,24.75,4.17,33.33,0.00,27.94,2020_11_8_20_2R,20,2R
80,3,4549,小林文彦,32,福岡,53,A2,2.26,3.70,6.05,39.47,0.00,28.57,2020_11_8_20_2R,20,2R
81,4,4672,守屋大地,34,岡山,49,B2,4.26,20.29,4.00,17.78,28.57,40.79,2020_11_8_20_2R,20,2R
82,5,4425,大井清貴,35,山口,53,B1,4.59,25.51,4.25,22.92,0.00,33.33,2020_11_8_20_2R,20,2R
83,6,3234,金森史吉,53,香川,55,B1,3.69,16.67,3.96,20.00,0.00,25.68,2020_11_8_20_2R,20,2R
84,1,3539,金子順一,52,山口,52,B1,4.92,26.53,4.00,23.08,16.67,20.00,2020_11_8_20_3R,20,3R
85,2,4034,西原明生,42,香川,55,B1,4.19,23.81,4.15,15.38,0.00,32.05,2020_11_8_20_3R,20,3R
86,3,3725,向達哉,49,大阪,53,B1,4.32,22.06,5.04,25.00,0.00,34.15,2020_11_8_20_3R,20,3R
87,4,4237,大峯豊,37,山口,52,A1,6.75,52.59,5.27,36.36,28.57,31.25,2020_11_8_20_3R,20,3R
88,5,4051,清水敦揮,39,岡山,54,B1,6.18,45.59,6.90,60.00,16.67,27.71,2020_11_8_20_3R,20,3R
89,6,3273,石田豪,54,広島,52,B1,5.24,34.86,5.42,33.33,0.00,29.33,2020_11_8_20_3R,20,3R
90,1,3663,木山和幸,50,広島,51,B1,5.50,33.67,4.74,25.93,28.57,25.97,2020_11_8_20_4R,20,4R
91,2,4003,表憲一,42,福井,54,B1,5.39,29.00,6.12,32.00,0.00,35.44,2020_11_8_20_4R,20,4R
92,3,4076,杉田篤光,42,静岡,52,A1,5.88,40.57,5.62,37.93,0.00,37.31,2020_11_8_20_4R,20,4R
93,4,5086,本村大,21,長崎,55,B2,2.26,3.77,1.67,0.00,0.00,36.90,2020_11_8_20_4R,20,4R
94,5,4365,盛本真輔,35,兵庫,50,B1,5.59,33.90,4.67,33.33,42.86,41.98,2020_11_8_20_4R,20,4R
95,6,3723,白井弘文,50,山口,52,B1,3.66,11.32,4.56,23.53,16.67,32.00,2020_11_8_20_4R,20,4R
96,1,4330,奈須啓太,37,福岡,51,A1,6.53,46.23,6.69,50.75,0.00,50.00,2020_11_8_20_5R,20,5R
97,2,4543,重木輝彦,32,兵庫,49,A2,5.80,31.31,4.55,25.00,0.00,29.87,2020_11_8_20_5R,20,5R
