,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,3775,泉啓文,13,90,6.69,4,0.15,23,1R,雨,北,1,1,2022_1_23,2022_1_23_23_1R
1,2,2,3964,宮地博士,75,81,6.74,2,0.15,23,1R,雨,北,1,1,2022_1_23,2022_1_23_23_1R
2,3,3,3993,永井聖美,14,71,6.71,3,0.09,23,1R,雨,北,1,1,2022_1_23,2022_1_23_23_1R
3,4,1,4292,麻生慎介,57,69,6.73,1,0.14,23,1R,雨,北,1,1,2022_1_23,2022_1_23_23_1R
4,5,5,4557,松尾光広,24,42,6.71,5,0.28,23,1R,雨,北,1,1,2022_1_23,2022_1_23_23_1R
5,6,6,5227,川原愛未,58,49,6.68,6,0.23,23,1R,雨,北,1,1,2022_1_23,2022_1_23_23_1R
6,1,1,3435,寺田千恵,39,55,6.67,1,0.14,23,2R,雨,無風,0,0,2022_1_23,2022_1_23_23_2R
7,2,4,4062,後藤陽介,38,51,6.74,4,0.13,23,2R,雨,無風,0,0,2022_1_23,2022_1_23_23_2R
8,3,3,3858,織田猛,21,84,6.77,3,0.11,23,2R,雨,無風,0,0,2022_1_23,2022_1_23_23_2R
9,4,2,4230,濱崎直矢,12,65,6.68,2,0.12,23,2R,雨,無風,0,0,2022_1_23,2022_1_23_23_2R
10,5,5,4695,尾崎雄二,63,89,6.76,6,0.11,23,2R,雨,無風,0,0,2022_1_23,2022_1_23_23_2R
11,6,6,3809,吉田光,62,78,6.81,5,0.11,23,2R,雨,無風,0,0,2022_1_23,2022_1_23_23_2R
12,1,4,3784,中島友和,70,74,6.71,4,0.09,23,3R,雨,北,3,3,2022_1_23,2022_1_23_23_3R
13,2,2,3741,松尾基成,61,56,6.74,2,0.17,23,3R,雨,北,3,3,2022_1_23,2022_1_23_23_3R
14,3,1,3915,繁野谷圭介,55,75,6.64,1,0.15,23,3R,雨,北,3,3,2022_1_23,2022_1_23_23_3R
15,4,5,5148,松本怜,71,86,6.68,5,0.27,23,3R,雨,北,3,3,2022_1_23,2022_1_23_23_3R
16,5,6,5193,米丸乃絵,72,88,6.70,6,0.29,23,3R,雨,北,3,3,2022_1_23,2022_1_23_23_3R
17,6,3,4065,金田幸子,64,50,6.74,3,0.18,23,3R,雨,北,3,3,2022_1_23,2022_1_23_23_3R
18,1,1,4051,清水敦揮,53,79,6.67,1,0.09,23,4R,雨,北,3,3,2022_1_23,2022_1_23_23_4R
19,2,2,3070,山室展弘,66,53,6.71,2,0.14,23,4R,雨,北,3,3,2022_1_23,2022_1_23_23_4R
20,3,6,3352,小川晃司,25,67,6.80,6,0.15,23,4R,雨,北,3,3,2022_1_23,2022_1_23_23_4R
21,4,3,3175,渡辺千草,51,44,6.73,3,0.17,23,4R,雨,北,3,3,2022_1_23,2022_1_23_23_4R
22,5,4,4650,中山雄太,30,68,6.73,4,0.16,23,4R,雨,北,3,3,2022_1_23,2022_1_23_23_4R
23,6,5,3439,大平誉史明,40,62,6.79,5,0.17,23,4R,雨,北,3,3,2022_1_23,2022_1_23_23_4R
24,1,2,4276,鈴木勝博,29,63,6.70,2,0.11,23,5R,雨,北,2,2,2022_1_23,2022_1_23_23_5R
25,2,6,4090,中村尊,43,83,6.80,6,0.15,23,5R,雨,北,2,2,2022_1_23,2022_1_23_23_5R
26,3,5,4640,山ノ内雅人,69,59,6.79,5,0.14,23,5R,雨,北,2,2,2022_1_23,2022_1_23_23_5R
27,4,3,4557,松尾光広,24,42,6.79,3,0.11,23,5R,雨,北,2,2,2022_1_23,2022_1_23_23_5R
28,5,4,3662,大庭元明,45,58,6.80,4,0.17,23,5R,雨,北,2,2,2022_1_23,2022_1_23_23_5R
29,6,1,5102,原田雄次,68,47,6.70,1,0.17,23,5R,雨,北,2,2,2022_1_23,2022_1_23_23_5R
30,1,4,4506,稗田聖也,22,33,6.72,3,0.14,23,6R,雨,北,2,2,2022_1_23,2022_1_23_23_6R
31,2,1,3858,織田猛,21,84,6.78,1,0.14,23,6R,雨,北,2,2,2022_1_23,2022_1_23_23_6R
32,3,6,3443,森秋光,42,60,6.72,5,0.29,23,6R,雨,北,2,2,2022_1_23,2022_1_23_23_6R
33,4,5,3478,嶋田貴支,52,32,6.78,4,0.24,23,6R,雨,北,2,2,2022_1_23,2022_1_23_23_6R
34,5,2,4695,尾崎雄二,63,89,6.76,2,0.19,23,6R,雨,北,2,2,2022_1_23,2022_1_23_23_6R
35,6,3,4410,井上大輔,18,82,6.73,6,0.24,23,6R,雨,北,2,2,2022_1_23,2022_1_23_23_6R
36,1,3,4230,濱崎直矢,12,65,6.74,3,0.09,23,7R,雨,北,1,1,2022_1_23,2022_1_23_23_7R
37,2,1,4874,池田奈津美,44,41,6.73,1,0.13,23,7R,雨,北,1,1,2022_1_23,2022_1_23_23_7R
38,3,4,5148,松本怜,71,86,6.71,4,0.15,23,7R,雨,北,1,1,2022_1_23,2022_1_23_23_7R
39,4,6,4065,金田幸子,64,50,6.85,5,0.19,23,7R,雨,北,1,1,2022_1_23,2022_1_23_23_7R
40,5,2,3773,津留浩一郎,65,64,6.69,2,0.17,23,7R,雨,北,1,1,2022_1_23,2022_1_23_23_7R
41,6,5,5227,川原愛未,58,49,6.71,6,0.16,23,7R,雨,北,1,1,2022_1_23,2022_1_23_23_7R
42,1,4,3573,前本泰和,11,48,6.69,1,0.25,23,8R,雨,北,1,1,2022_1_23,2022_1_23_23_8R
43,2,5,5193,米丸乃絵,72,88,6.78,6,0.18,23,8R,雨,北,1,1,2022_1_23,2022_1_23_23_8R
44,3,3,3741,松尾基成,61,56,6.76,2,0.36,23,8R,雨,北,1,1,2022_1_23,2022_1_23_23_8R
45,4,2,3775,泉啓文,13,90,6.70,5,0.18,23,8R,雨,北,1,1,2022_1_23,2022_1_23_23_8R
46,4,6,4734,安河内将,16,45,6.71,3,0.37,23,8R,雨,北,1,1,2022_1_23,2022_1_23_23_8R
47,6,1,3964,宮地博士,75,81,6.74,4,0.39,23,8R,雨,北,1,1,2022_1_23,2022_1_23_23_8R
48,1,1,3784,中島友和,70,74,6.71,1,0.15,23,9R,雨,北,1,1,2022_1_23,2022_1_23_23_9R
49,2,2,3439,大平誉史明,40,62,6.80,2,0.15,23,9R,雨,北,1,1,2022_1_23,2022_1_23_23_9R
50,3,3,3892,草場康幸,54,77,6.71,3,0.11,23,9R,雨,北,1,1,2022_1_23,2022_1_23_23_9R
51,4,4,4640,山ノ内雅人,69,59,6.75,4,0.10,23,9R,雨,北,1,1,2022_1_23,2022_1_23_23_9R
52,5,6,4842,山下昂大,37,35,6.79,5,0.09,23,9R,雨,北,1,1,2022_1_23,2022_1_23_23_9R
53,6,5,4143,浦田晃嗣,74,52,6.72,6,0.12,23,9R,雨,北,1,1,2022_1_23,2022_1_23_23_9R
54,1,1,4506,稗田聖也,22,33,6.69,1,0.14,23,10R,雨,北,1,1,2022_1_23,2022_1_23_23_10R
55,2,2,3915,繁野谷圭介,55,75,6.72,2,0.21,23,10R,雨,北,1,1,2022_1_23,2022_1_23_23_10R
56,3,4,3435,寺田千恵,39,55,6.73,5,0.23,23,10R,雨,北,1,1,2022_1_23,2022_1_23_23_10R
57,4,3,4292,麻生慎介,57,69,6.77,4,0.33,23,10R,雨,北,1,1,2022_1_23,2022_1_23_23_10R
58,5,6,4652,酒見峻介,19,31,6.68,6,0.75,23,10R,雨,北,1,1,2022_1_23,2022_1_23_23_10R
59,6,5,3070,山室展弘,66,53,6.78,3,0.23,23,10R,雨,北,1,1,2022_1_23,2022_1_23_23_10R
60,1,2,3478,嶋田貴支,52,32,6.74,2,0.07,23,11R,雨,北,2,2,2022_1_23,2022_1_23_23_11R
61,2,1,4650,中山雄太,30,68,6.72,1,0.03,23,11R,雨,北,2,2,2022_1_23,2022_1_23_23_11R
62,3,4,3568,木村光宏,23,34,6.66,4,0.13,23,11R,雨,北,2,2,2022_1_23,2022_1_23_23_11R
63,4,3,3662,大庭元明,45,58,6.72,3,0.13,23,11R,雨,北,2,2,2022_1_23,2022_1_23_23_11R
64,5,6,4004,山本浩輔,48,76,6.75,6,0.11,23,11R,雨,北,2,2,2022_1_23,2022_1_23_23_11R
