,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4285,伴将典,76,17,6.91,1,0.11,24,1R,曇り,南,1,1,2019_3_2,1-5-3,1720,1-3-5,610,1-5,500,1-5,380,2019_3_2_24_1R
1,2,5,4352,下條雄太郎,16,24,6.87,5,0.19,24,1R,曇り,南,1,1,2019_3_2,1-5-3,1720,1-3-5,610,1-5,500,1-5,380,2019_3_2_24_1R
2,3,3,4663,籾山佳岳,34,75,6.91,3,0.13,24,1R,曇り,南,1,1,2019_3_2,1-5-3,1720,1-3-5,610,1-5,500,1-5,380,2019_3_2_24_1R
3,4,2,4274,長畑友輔,72,65,7.00,2,0.12,24,1R,曇り,南,1,1,2019_3_2,1-5-3,1720,1-3-5,610,1-5,500,1-5,380,2019_3_2_24_1R
4,5,6,3734,宮田政勝,58,14,6.92,6,0.20,24,1R,曇り,南,1,1,2019_3_2,1-5-3,1720,1-3-5,610,1-5,500,1-5,380,2019_3_2_24_1R
5,6,4,4273,佐藤旭,60,44,6.98,4,0.23,24,1R,曇り,南,1,1,2019_3_2,1-5-3,1720,1-3-5,610,1-5,500,1-5,380,2019_3_2_24_1R
6,1,1,4463,三苫晃幸,28,66,6.86,1,0.14,24,2R,雨,無風,0,0,2019_3_2,1-2-4,940,1-2-4,430,1-2,320,1-2,210,2019_3_2_24_2R
7,2,2,3744,徳増秀樹,59,23,6.83,2,0.11,24,2R,雨,無風,0,0,2019_3_2,1-2-4,940,1-2-4,430,1-2,320,1-2,210,2019_3_2_24_2R
8,3,4,4154,森安弘雅,66,16,6.87,4,0.13,24,2R,雨,無風,0,0,2019_3_2,1-2-4,940,1-2-4,430,1-2,320,1-2,210,2019_3_2_24_2R
9,4,5,4715,村上遼,64,63,6.86,5,0.17,24,2R,雨,無風,0,0,2019_3_2,1-2-4,940,1-2-4,430,1-2,320,1-2,210,2019_3_2_24_2R
10,5,3,3501,川上昇平,73,54,6.90,3,0.13,24,2R,雨,無風,0,0,2019_3_2,1-2-4,940,1-2-4,430,1-2,320,1-2,210,2019_3_2_24_2R
