,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3975,小野寺智洋,15,56,6.81,1,0.13,23,1R,曇り,北,3,3,2022_9_9,1-2-6,1470,1-2-6,930,1-2,360,1-2,340,2022_9_9_23_1R
1,2,2,3432,宮迫暢彦,65,40,6.86,2,0.14,23,1R,曇り,北,3,3,2022_9_9,1-2-6,1470,1-2-6,930,1-2,360,1-2,340,2022_9_9_23_1R
2,3,6,3566,川添英正,35,87,6.84,5,0.17,23,1R,曇り,北,3,3,2022_9_9,1-2-6,1470,1-2-6,930,1-2,360,1-2,340,2022_9_9_23_1R
3,4,4,4314,青木幸太郎,21,48,6.88,4,0.13,23,1R,曇り,北,3,3,2022_9_9,1-2-6,1470,1-2-6,930,1-2,360,1-2,340,2022_9_9_23_1R
4,5,3,3295,濱村芳宏,57,91,6.93,3,0.13,23,1R,曇り,北,3,3,2022_9_9,1-2-6,1470,1-2-6,930,1-2,360,1-2,340,2022_9_9_23_1R
5,6,5,5187,小坂風太,64,31,6.86,6,0.17,23,1R,曇り,北,3,3,2022_9_9,1-2-6,1470,1-2-6,930,1-2,360,1-2,340,2022_9_9_23_1R
6,1,2,4661,中島昂章,12,57,6.85,2,0.24,23,2R,晴,北,4,4,2022_9_9,2-1-6,1660,1-2-6,630,2-1,380,1-2,150,2022_9_9_23_2R
7,2,1,3430,角浜修,22,90,6.81,1,0.18,23,2R,晴,北,4,4,2022_9_9,2-1-6,1660,1-2-6,630,2-1,380,1-2,150,2022_9_9_23_2R
8,3,6,4167,片岡秀樹,41,67,6.87,6,0.16,23,2R,晴,北,4,4,2022_9_9,2-1-6,1660,1-2-6,630,2-1,380,1-2,150,2022_9_9_23_2R
9,4,3,3614,谷勝幸,30,60,6.85,3,0.22,23,2R,晴,北,4,4,2022_9_9,2-1-6,1660,1-2-6,630,2-1,380,1-2,150,2022_9_9_23_2R
10,5,4,3714,梶原正,59,73,6.91,4,0.28,23,2R,晴,北,4,4,2022_9_9,2-1-6,1660,1-2-6,630,2-1,380,1-2,150,2022_9_9_23_2R
11,6,5,3434,松尾宣邦,67,45,6.99,5,0.27,23,2R,晴,北,4,4,2022_9_9,2-1-6,1660,1-2-6,630,2-1,380,1-2,150,2022_9_9_23_2R
12,1,3,4287,今井貴士,24,46,6.92,3,0.15,23,3R,晴,北,3,3,2022_9_9,3-1-4,4030,1-3-4,980,3-1,380,1-3,150,2022_9_9_23_3R
13,2,1,4817,渡邉翼,32,55,6.91,1,0.10,23,3R,晴,北,3,3,2022_9_9,3-1-4,4030,1-3-4,980,3-1,380,1-3,150,2022_9_9_23_3R
14,3,4,4088,野田祥子,34,51,6.88,4,0.17,23,3R,晴,北,3,3,2022_9_9,3-1-4,4030,1-3-4,980,3-1,380,1-3,150,2022_9_9_23_3R
15,4,6,3508,久富政弘,29,62,6.95,6,0.24,23,3R,晴,北,3,3,2022_9_9,3-1-4,4030,1-3-4,980,3-1,380,1-3,150,2022_9_9_23_3R
16,5,2,4272,大場広孝,27,37,6.80,2,0.16,23,3R,晴,北,3,3,2022_9_9,3-1-4,4030,1-3-4,980,3-1,380,1-3,150,2022_9_9_23_3R
17,6,5,3501,川上昇平,62,75,6.93,5,0.13,23,3R,晴,北,3,3,2022_9_9,3-1-4,4030,1-3-4,980,3-1,380,1-3,150,2022_9_9_23_3R
18,1,1,4513,河野真也,18,74,6.87,1,0.21,23,4R,晴,北東,4,4,2022_9_9,1-5-2,2620,1-2-5,600,1-5,940,1-5,690,2022_9_9_23_4R
19,2,5,3986,沖島広和,68,95,6.91,5,0.12,23,4R,晴,北東,4,4,2022_9_9,1-5-2,2620,1-2-5,600,1-5,940,1-5,690,2022_9_9_23_4R
20,3,2,4938,小芦るり華,42,70,6.86,2,0.17,23,4R,晴,北東,4,4,2022_9_9,1-5-2,2620,1-2-5,600,1-5,940,1-5,690,2022_9_9_23_4R
21,4,4,4220,深川和仁,25,84,6.94,4,0.08,23,4R,晴,北東,4,4,2022_9_9,1-5-2,2620,1-2-5,600,1-5,940,1-5,690,2022_9_9_23_4R
22,5,3,3953,志道吉和,26,88,6.86,3,0.13,23,4R,晴,北東,4,4,2022_9_9,1-5-2,2620,1-2-5,600,1-5,940,1-5,690,2022_9_9_23_4R
23,6,6,5156,坂野さくら,19,72,6.79,6,0.26,23,4R,晴,北東,4,4,2022_9_9,1-5-2,2620,1-2-5,600,1-5,940,1-5,690,2022_9_9_23_4R
24,1,1,4879,山崎鉄平,60,50,7.05,1,0.16,23,5R,晴,北,3,3,2022_9_9,1-2-3,910,1-2-3,210,1-2,490,1-2,230,2022_9_9_23_5R
25,2,2,4351,里岡右貴,16,93,6.89,2,0.19,23,5R,晴,北,3,3,2022_9_9,1-2-3,910,1-2-3,210,1-2,490,1-2,230,2022_9_9_23_5R
26,3,3,3872,岡田憲行,69,36,7.03,3,0.18,23,5R,晴,北,3,3,2022_9_9,1-2-3,910,1-2-3,210,1-2,490,1-2,230,2022_9_9_23_5R
27,4,4,3432,宮迫暢彦,65,40,6.89,4,0.19,23,5R,晴,北,3,3,2022_9_9,1-2-3,910,1-2-3,210,1-2,490,1-2,230,2022_9_9_23_5R
28,5,5,3471,赤峰和也,23,77,7.01,6,0.17,23,5R,晴,北,3,3,2022_9_9,1-2-3,910,1-2-3,210,1-2,490,1-2,230,2022_9_9_23_5R
29,6,6,4443,津田裕絵,11,94,6.92,5,0.11,23,5R,晴,北,3,3,2022_9_9,1-2-3,910,1-2-3,210,1-2,490,1-2,230,2022_9_9_23_5R
30,1,4,4811,向井田佑紀,39,64,6.89,4,0.11,23,6R,晴,北,3,3,2022_9_9,4-2-5,8580,2-4-5,570,4-2,5290,2-4,2180,2022_9_9_23_6R
31,2,2,4348,宮崎奨,20,61,6.90,2,0.12,23,6R,晴,北,3,3,2022_9_9,4-2-5,8580,2-4-5,570,4-2,5290,2-4,2180,2022_9_9_23_6R
32,3,5,3941,池田浩二,31,42,6.94,5,0.12,23,6R,晴,北,3,3,2022_9_9,4-2-5,8580,2-4-5,570,4-2,5290,2-4,2180,2022_9_9_23_6R
33,4,3,3566,川添英正,35,87,6.86,3,0.15,23,6R,晴,北,3,3,2022_9_9,4-2-5,8580,2-4-5,570,4-2,5290,2-4,2180,2022_9_9_23_6R
34,5,6,3295,濱村芳宏,57,91,6.97,6,0.15,23,6R,晴,北,3,3,2022_9_9,4-2-5,8580,2-4-5,570,4-2,5290,2-4,2180,2022_9_9_23_6R
35,6,1,3434,松尾宣邦,67,45,6.99,1,0.13,23,6R,晴,北,3,3,2022_9_9,4-2-5,8580,2-4-5,570,4-2,5290,2-4,2180,2022_9_9_23_6R
36,1,1,4259,真庭明志,38,41,6.87,1,0.11,23,7R,晴,北東,3,3,2022_9_9,1-3-2,1070,1-2-3,440,1-3,320,1-3,370,2022_9_9_23_7R
37,2,3,4179,広次修,33,81,6.82,3,0.12,23,7R,晴,北東,3,3,2022_9_9,1-3-2,1070,1-2-3,440,1-3,320,1-3,370,2022_9_9_23_7R
38,3,2,3804,中渡修作,40,65,6.91,2,0.08,23,7R,晴,北東,3,3,2022_9_9,1-3-2,1070,1-2-3,440,1-3,320,1-3,370,2022_9_9_23_7R
39,4,6,4661,中島昂章,12,57,6.85,4,0.17,23,7R,晴,北東,3,3,2022_9_9,1-3-2,1070,1-2-3,440,1-3,320,1-3,370,2022_9_9_23_7R
40,5,4,3907,村越篤,63,44,6.85,5,0.21,23,7R,晴,北東,3,3,2022_9_9,1-3-2,1070,1-2-3,440,1-3,320,1-3,370,2022_9_9_23_7R
41,6,5,4088,野田祥子,34,51,6.80,6,0.29,23,7R,晴,北東,3,3,2022_9_9,1-3-2,1070,1-2-3,440,1-3,320,1-3,370,2022_9_9_23_7R
42,1,1,4272,大場広孝,27,37,6.90,1,0.10,23,8R,晴,北,4,4,2022_9_9,1-2-3,720,1-2-3,240,1-2,450,1-2,190,2022_9_9_23_8R
43,2,2,4483,北野輝季,58,34,6.90,2,0.07,23,8R,晴,北,4,4,2022_9_9,1-2-3,720,1-2-3,240,1-2,450,1-2,190,2022_9_9_23_8R
44,3,3,3975,小野寺智洋,15,56,6.95,3,0.11,23,8R,晴,北,4,4,2022_9_9,1-2-3,720,1-2-3,240,1-2,450,1-2,190,2022_9_9_23_8R
45,4,4,4938,小芦るり華,42,70,6.88,4,0.08,23,8R,晴,北,4,4,2022_9_9,1-2-3,720,1-2-3,240,1-2,450,1-2,190,2022_9_9_23_8R
46,5,6,3614,谷勝幸,30,60,6.90,6,0.14,23,8R,晴,北,4,4,2022_9_9,1-2-3,720,1-2-3,240,1-2,450,1-2,190,2022_9_9_23_8R
47,6,5,5188,武井莉里佳,61,76,6.87,5,0.05,23,8R,晴,北,4,4,2022_9_9,1-2-3,720,1-2-3,240,1-2,450,1-2,190,2022_9_9_23_8R
48,1,1,3501,川上昇平,62,75,6.93,1,0.12,23,9R,晴,北東,4,4,2022_9_9,1-2-4,590,1-2-4,250,1-2,210,1-2,170,2022_9_9_23_9R
49,2,2,4523,中村辰也,14,52,6.92,2,0.12,23,9R,晴,北東,4,4,2022_9_9,1-2-4,590,1-2-4,250,1-2,210,1-2,170,2022_9_9_23_9R
50,3,4,4879,山崎鉄平,60,50,6.97,4,0.07,23,9R,晴,北東,4,4,2022_9_9,1-2-4,590,1-2-4,250,1-2,210,1-2,170,2022_9_9_23_9R
