,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,5148,松本怜,21,14,6.99,4,0.11,24,1R,晴,南西,2,1,2022_8_28,2022_8_28_24_1R
1,2,2,4720,西澤日花里,19,71,6.95,2,0.07,24,1R,晴,南西,2,1,2022_8_28,2022_8_28_24_1R
2,3,3,3334,角ひとみ,50,55,6.84,3,0.11,24,1R,晴,南西,2,1,2022_8_28,2022_8_28_24_1R
3,4,1,3509,道上千夏,29,67,6.88,1,0.04,24,1R,晴,南西,2,1,2022_8_28,2022_8_28_24_1R
4,5,6,4282,黄金井裕子,52,81,6.99,6,0.13,24,1R,晴,南西,2,1,2022_8_28,2022_8_28_24_1R
5,6,5,5052,赤井星璃菜,58,13,6.95,5,0.19,24,1R,晴,南西,2,1,2022_8_28,2022_8_28_24_1R
6,1,1,4680,後藤美翼,18,49,6.92,1,0.26,24,2R,晴,南西,1,1,2022_8_28,2022_8_28_24_2R
7,2,2,4045,佐々木裕美,36,64,6.93,2,0.24,24,2R,晴,南西,1,1,2022_8_28,2022_8_28_24_2R
8,3,4,4909,薮内瑞希,57,51,6.93,4,0.21,24,2R,晴,南西,1,1,2022_8_28,2022_8_28_24_2R
9,4,3,4742,横田悠衣,63,31,6.95,3,0.26,24,2R,晴,南西,1,1,2022_8_28,2022_8_28_24_2R
10,5,6,5200,筒井美琴,33,39,6.98,5,0.22,24,2R,晴,南西,1,1,2022_8_28,2022_8_28_24_2R
11,6,5,5250,嶋田有里,60,63,6.97,6,0.19,24,2R,晴,南西,1,1,2022_8_28,2022_8_28_24_2R
12,1,5,4627,藤原菜希,38,19,6.92,5,0.14,24,3R,晴,南西,1,1,2022_8_28,2022_8_28_24_3R
13,2,1,3845,中谷朋子,17,47,6.90,1,0.18,24,3R,晴,南西,1,1,2022_8_28,2022_8_28_24_3R
14,3,2,5094,生田波美音,73,84,6.99,2,0.18,24,3R,晴,南西,1,1,2022_8_28,2022_8_28_24_3R
15,4,3,4456,鎌倉涼,74,48,6.95,3,0.18,24,3R,晴,南西,1,1,2022_8_28,2022_8_28_24_3R
16,5,6,5251,沼田七華,34,70,6.98,6,0.22,24,3R,晴,南西,1,1,2022_8_28,2022_8_28_24_3R
17,6,4,5156,坂野さくら,51,16,6.94,4,0.12,24,3R,晴,南西,1,1,2022_8_28,2022_8_28_24_3R
18,1,1,4123,細川裕子,72,28,7.00,1,0.26,24,4R,晴,南西,1,1,2022_8_28,2022_8_28_24_4R
19,2,2,4924,中北涼,11,24,7.00,2,0.26,24,4R,晴,南西,1,1,2022_8_28,2022_8_28_24_4R
20,3,5,4482,守屋美穂,49,29,6.94,5,0.36,24,4R,晴,南西,1,1,2022_8_28,2022_8_28_24_4R
21,4,4,3355,橋谷田佳織,46,35,6.91,4,0.41,24,4R,晴,南西,1,1,2022_8_28,2022_8_28_24_4R
22,5,3,4569,中澤宏奈,24,86,6.95,3,0.28,24,4R,晴,南西,1,1,2022_8_28,2022_8_28_24_4R
23,6,6,5233,村田佳奈子,12,74,6.91,6,0.41,24,4R,晴,南西,1,1,2022_8_28,2022_8_28_24_4R
24,1,1,4901,出口舞有子,39,85,6.92,1,0.17,24,5R,晴,北東,2,1,2022_8_28,2022_8_28_24_5R
25,2,5,4190,長嶋万記,76,46,6.89,5,0.12,24,5R,晴,北東,2,1,2022_8_28,2022_8_28_24_5R
26,3,3,4408,仁科さやか,35,57,6.91,3,0.13,24,5R,晴,北東,2,1,2022_8_28,2022_8_28_24_5R
27,4,4,4289,落合直子,15,53,6.93,4,0.14,24,5R,晴,北東,2,1,2022_8_28,2022_8_28_24_5R
28,5,2,4781,西舘果里,65,18,7.02,2,0.13,24,5R,晴,北東,2,1,2022_8_28,2022_8_28_24_5R
29,6,6,5195,北村寧々,16,36,6.94,6,0.17,24,5R,晴,北東,2,1,2022_8_28,2022_8_28_24_5R
30,1,3,4843,深尾巴恵,48,68,6.84,3,0.18,24,6R,晴,北東,4,3,2022_8_28,2022_8_28_24_6R
31,2,6,3871,池田紫乃,43,21,6.88,6,0.28,24,6R,晴,北東,4,3,2022_8_28,2022_8_28_24_6R
32,3,1,4286,平田さやか,64,17,6.88,1,0.20,24,6R,晴,北東,4,3,2022_8_28,2022_8_28_24_6R
33,4,5,4387,平山智加,31,66,6.85,5,0.18,24,6R,晴,北東,4,3,2022_8_28,2022_8_28_24_6R
