,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4624,高田明,59,80,6.61,1,0.14,23,1R,晴,北東,3,3,2021_6_30,2021_6_30_23_1R
1,2,2,4122,安東幸治,48,32,6.68,2,0.11,23,1R,晴,北東,3,3,2021_6_30,2021_6_30_23_1R
2,3,3,4691,水原慎,65,48,6.64,3,0.07,23,1R,晴,北東,3,3,2021_6_30,2021_6_30_23_1R
3,4,6,5142,常住蓮,66,77,6.68,5,0.13,23,1R,晴,北東,3,3,2021_6_30,2021_6_30_23_1R
4,5,4,4697,國弘翔平,47,63,6.74,4,0.17,23,1R,晴,北東,3,3,2021_6_30,2021_6_30_23_1R
5,6,5,5158,宮脇遼太,36,59,6.61,6,0.16,23,1R,晴,北東,3,3,2021_6_30,2021_6_30_23_1R
6,1,1,4471,新田泰章,20,86,6.66,1,0.06,23,2R,晴,北,2,2,2021_6_30,2021_6_30_23_2R
7,2,3,4257,古川健,37,41,6.71,3,0.09,23,2R,晴,北,2,2,2021_6_30,2021_6_30_23_2R
8,3,4,4143,浦田晃嗣,21,34,6.72,4,0.15,23,2R,晴,北,2,2,2021_6_30,2021_6_30_23_2R
9,4,6,4747,山戸信二,30,79,6.75,6,0.17,23,2R,晴,北,2,2,2021_6_30,2021_6_30_23_2R
10,5,2,4106,坂井康嗣,62,44,6.74,2,0.14,23,2R,晴,北,2,2,2021_6_30,2021_6_30_23_2R
11,6,5,4636,赤池修平,28,68,6.68,5,0.11,23,2R,晴,北,2,2,2021_6_30,2021_6_30_23_2R
12,1,1,3841,佐々木和伸,53,37,6.65,1,0.07,23,3R,晴,北,3,3,2021_6_30,2021_6_30_23_3R
13,2,3,4137,君島秀三,35,72,6.70,3,0.15,23,3R,晴,北,3,3,2021_6_30,2021_6_30_23_3R
14,3,5,5111,三村岳人,12,82,6.66,4,0.14,23,3R,晴,北,3,3,2021_6_30,2021_6_30_23_3R
15,4,4,3989,熊本英一,26,57,6.73,5,0.17,23,3R,晴,北,3,3,2021_6_30,2021_6_30_23_3R
16,5,2,4495,森晋太郎,14,90,6.66,2,0.07,23,3R,晴,北,3,3,2021_6_30,2021_6_30_23_3R
17,6,6,5177,松井貫太,15,61,6.68,6,0.12,23,3R,晴,北,3,3,2021_6_30,2021_6_30_23_3R
18,1,1,3158,島川光男,54,43,6.68,1,0.06,23,4R,晴,北東,4,4,2021_6_30,2021_6_30_23_4R
19,2,4,4821,妻鳥晋也,51,40,6.73,4,0.12,23,4R,晴,北東,4,4,2021_6_30,2021_6_30_23_4R
20,3,6,3304,烏野賢太,58,70,6.77,6,0.21,23,4R,晴,北東,4,4,2021_6_30,2021_6_30_23_4R
21,4,3,3458,東健介,50,87,6.70,3,0.07,23,4R,晴,北東,4,4,2021_6_30,2021_6_30_23_4R
22,5,2,4253,西川真人,18,84,6.75,2,0.08,23,4R,晴,北東,4,4,2021_6_30,2021_6_30_23_4R
23,6,5,4705,吉川勇作,32,60,6.79,5,0.08,23,4R,晴,北東,4,4,2021_6_30,2021_6_30_23_4R
24,1,2,4260,中越博紀,40,54,6.77,2,0.09,23,5R,晴,北東,4,4,2021_6_30,2021_6_30_23_5R
25,2,5,4596,葛原大陽,22,78,6.73,5,0.15,23,5R,晴,北東,4,4,2021_6_30,2021_6_30_23_5R
26,3,3,4816,村松修二,49,49,6.70,3,0.11,23,5R,晴,北東,4,4,2021_6_30,2021_6_30_23_5R
27,4,4,5121,定松勇樹,17,66,6.76,4,0.07,23,5R,晴,北東,4,4,2021_6_30,2021_6_30_23_5R
28,5,6,4256,渡辺浩司,61,33,6.73,6,0.11,23,5R,晴,北東,4,4,2021_6_30,2021_6_30_23_5R
29,6,1,4204,柴田大輔,33,88,6.65,1,0.09,23,5R,晴,北東,4,4,2021_6_30,2021_6_30_23_5R
30,1,1,3955,眞田英二,63,65,6.74,1,0.15,23,6R,晴,北東,4,4,2021_6_30,2021_6_30_23_6R
31,2,4,4257,古川健,37,41,6.78,4,0.12,23,6R,晴,北東,4,4,2021_6_30,2021_6_30_23_6R
32,3,2,4027,松江秀徳,25,38,6.77,2,0.17,23,6R,晴,北東,4,4,2021_6_30,2021_6_30_23_6R
33,4,5,4798,浜先真範,68,56,6.64,5,0.22,23,6R,晴,北東,4,4,2021_6_30,2021_6_30_23_6R
34,5,3,4271,川崎公靖,52,81,6.82,3,0.12,23,6R,晴,北東,4,4,2021_6_30,2021_6_30_23_6R
35,6,6,4448,青木玄太,46,42,6.75,6,0.27,23,6R,晴,北東,4,4,2021_6_30,2021_6_30_23_6R
36,1,1,4564,山本景士郎,43,67,6.72,1,0.14,23,7R,晴,北東,3,3,2021_6_30,2021_6_30_23_7R
37,2,3,4685,島村隆幸,23,31,6.66,3,0.11,23,7R,晴,北東,3,3,2021_6_30,2021_6_30_23_7R
38,3,6,4155,長野壮志郎,38,45,6.75,6,0.15,23,7R,晴,北東,3,3,2021_6_30,2021_6_30_23_7R
39,4,5,4855,江頭賢太,24,74,6.80,5,0.11,23,7R,晴,北東,3,3,2021_6_30,2021_6_30_23_7R
40,5,2,4697,國弘翔平,47,63,6.73,2,0.13,23,7R,晴,北東,3,3,2021_6_30,2021_6_30_23_7R
41,6,4,4106,坂井康嗣,62,44,6.75,4,0.19,23,7R,晴,北東,3,3,2021_6_30,2021_6_30_23_7R
42,1,3,4143,浦田晃嗣,21,34,6.76,3,0.19,23,8R,晴,北,3,3,2021_6_30,2021_6_30_23_8R
43,2,5,4996,中尾智博,42,69,6.73,5,0.17,23,8R,晴,北,3,3,2021_6_30,2021_6_30_23_8R
44,3,2,4691,水原慎,65,48,6.69,2,0.19,23,8R,晴,北,3,3,2021_6_30,2021_6_30_23_8R
45,4,6,5111,三村岳人,12,82,6.69,6,0.17,23,8R,晴,北,3,3,2021_6_30,2021_6_30_23_8R
46,5,1,3851,森田昭彦,45,35,6.74,1,0.21,23,8R,晴,北,3,3,2021_6_30,2021_6_30_23_8R
47,6,4,3458,東健介,50,87,6.75,4,0.19,23,8R,晴,北,3,3,2021_6_30,2021_6_30_23_8R
48,1,2,3304,烏野賢太,58,70,6.69,2,0.13,23,9R,晴,北,3,3,2021_6_30,2021_6_30_23_9R
49,2,1,5121,定松勇樹,17,66,6.74,1,0.15,23,9R,晴,北,3,3,2021_6_30,2021_6_30_23_9R
50,3,5,3841,佐々木和伸,53,37,6.69,5,0.16,23,9R,晴,北,3,3,2021_6_30,2021_6_30_23_9R
51,4,4,3025,山口哲治,70,46,6.75,4,0.19,23,9R,晴,北,3,3,2021_6_30,2021_6_30_23_9R
52,5,3,4919,吉田翔悟,31,75,6.70,3,0.16,23,9R,晴,北,3,3,2021_6_30,2021_6_30_23_9R
53,6,6,5158,宮脇遼太,36,59,6.71,6,0.11,23,9R,晴,北,3,3,2021_6_30,2021_6_30_23_9R
54,1,1,4137,君島秀三,35,72,6.73,1,0.14,23,10R,晴,北,3,3,2021_6_30,2021_6_30_23_10R
55,2,6,3955,眞田英二,63,65,6.73,5,0.14,23,10R,晴,北,3,3,2021_6_30,2021_6_30_23_10R
56,3,2,4821,妻鳥晋也,51,40,6.75,2,0.14,23,10R,晴,北,3,3,2021_6_30,2021_6_30_23_10R
57,4,4,4027,松江秀徳,25,38,6.73,4,0.12,23,10R,晴,北,3,3,2021_6_30,2021_6_30_23_10R
58,5,3,4256,渡辺浩司,61,33,6.73,3,0.11,23,10R,晴,北,3,3,2021_6_30,2021_6_30_23_10R
59,6,5,4495,森晋太郎,14,90,6.67,6,0.09,23,10R,晴,北,3,3,2021_6_30,2021_6_30_23_10R
60,1,1,4685,島村隆幸,23,31,6.70,1,0.09,23,11R,晴,北,4,4,2021_6_30,2021_6_30_23_11R
61,2,2,4471,新田泰章,20,86,6.70,2,0.12,23,11R,晴,北,4,4,2021_6_30,2021_6_30_23_11R
62,3,3,4448,青木玄太,46,42,6.73,3,0.11,23,11R,晴,北,4,4,2021_6_30,2021_6_30_23_11R
63,4,4,4798,浜先真範,68,56,6.61,6,0.12,23,11R,晴,北,4,4,2021_6_30,2021_6_30_23_11R
64,5,5,4260,中越博紀,40,54,6.76,4,0.14,23,11R,晴,北,4,4,2021_6_30,2021_6_30_23_11R
65,6,6,4122,安東幸治,48,32,6.73,5,0.23,23,11R,晴,北,4,4,2021_6_30,2021_6_30_23_11R
66,1,3,4624,高田明,59,80,6.66,3,0.13,23,12R,晴,北東,4,4,2021_6_30,2021_6_30_23_12R
67,2,1,4816,村松修二,49,49,6.68,1,0.09,23,12R,晴,北東,4,4,2021_6_30,2021_6_30_23_12R
68,3,6,4564,山本景士郎,43,67,6.66,6,0.13,23,12R,晴,北東,4,4,2021_6_30,2021_6_30_23_12R
69,4,4,4596,葛原大陽,22,78,6.70,4,0.09,23,12R,晴,北東,4,4,2021_6_30,2021_6_30_23_12R
70,5,5,4155,長野壮志郎,38,45,6.65,5,0.11,23,12R,晴,北東,4,4,2021_6_30,2021_6_30_23_12R
71,6,2,3158,島川光男,54,43,6.71,2,0.13,23,12R,晴,北東,4,4,2021_6_30,2021_6_30_23_12R
72,1,1,4730,土屋実沙希,10,65,6.80,1,0.14,21,1R,晴,無風,0,1,2021_6_30,2021_6_30_21_1R
