,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3956,横澤剛治,41,静岡,57,A1,6.50,48.51,7.00,55.56,42.13,35.56,2019_6_5_23_1R,23,1R
1,2,3804,中渡修作,45,福岡,54,B1,5.48,31.68,5.26,28.57,35.59,20.00,2019_6_5_23_1R,23,1R
2,3,3537,田山和広,51,福岡,57,B1,4.10,15.71,4.75,25.00,31.28,27.66,2019_6_5_23_1R,23,1R
3,4,4700,金子和之,32,埼玉,51,B1,4.94,27.71,5.80,33.33,41.24,26.09,2019_6_5_23_1R,23,1R
4,5,4963,實森美祐,22,広島,49,B1,3.03,7.69,0.00,0.00,42.54,20.00,2019_6_5_23_1R,23,1R
5,6,4834,浜本裕己,31,大阪,52,B1,3.83,13.79,3.24,12.00,34.16,53.19,2019_6_5_23_1R,23,1R
6,1,4314,青木幸太,35,福岡,51,A2,5.57,36.57,6.55,48.48,25.00,36.36,2019_6_5_23_2R,23,2R
7,2,4063,市橋卓士,39,徳島,52,A1,6.98,52.71,7.50,63.33,25.52,40.00,2019_6_5_23_2R,23,2R
8,3,4380,鈴木峻佑,34,静岡,52,B1,4.89,30.00,4.66,27.59,27.12,34.88,2019_6_5_23_2R,23,2R
9,4,3974,深山祐二,42,佐賀,52,B1,4.36,20.20,4.59,23.62,31.72,43.48,2019_6_5_23_2R,23,2R
10,5,3273,石田豪,53,広島,51,B1,4.95,29.47,5.78,43.75,28.25,56.82,2019_6_5_23_2R,23,2R
11,6,5072,吉田杏美,24,埼玉,51,B2,1.17,0.00,0.00,0.00,34.57,45.00,2019_6_5_23_2R,23,2R
12,1,3696,白井友晴,47,埼玉,52,A2,5.69,36.17,5.59,34.48,38.25,19.57,2019_6_5_23_3R,23,3R
13,2,3710,吉永泰弘,44,香川,56,B1,4.88,30.00,4.10,10.34,41.14,28.89,2019_6_5_23_3R,23,3R
14,3,4737,竹井貴史,27,福岡,51,A1,6.41,47.46,6.28,46.15,27.91,29.55,2019_6_5_23_3R,23,3R
15,4,3926,大古場貴,43,佐賀,49,B1,3.51,11.84,4.34,23.16,31.25,33.33,2019_6_5_23_3R,23,3R
16,5,4946,船越健吾,27,香川,51,B1,3.22,13.33,2.78,11.11,41.95,37.78,2019_6_5_23_3R,23,3R
17,6,3884,豊田聡,45,徳島,51,B1,4.42,19.39,3.43,4.76,33.68,43.48,2019_6_5_23_3R,23,3R
18,1,4331,三好勇人,35,香川,54,A2,5.75,39.17,5.63,36.96,33.16,30.43,2019_6_5_23_4R,23,4R
19,2,4200,早川尚人,36,大阪,53,B1,4.37,22.62,3.55,10.00,37.31,34.00,2019_6_5_23_4R,23,4R
20,3,3722,西村秀樹,48,福岡,51,B1,4.21,13.89,4.43,7.14,37.88,27.27,2019_6_5_23_4R,23,4R
21,4,3334,角ひとみ,50,広島,45,A2,5.41,35.64,5.23,33.33,29.19,33.33,2019_6_5_23_4R,23,4R
22,5,3491,富永茂,51,福岡,51,B1,4.02,18.75,3.42,17.78,47.46,20.45,2019_6_5_23_4R,23,4R
23,6,3347,矢後剛,52,東京,55,A2,6.73,50.00,4.85,23.08,41.38,39.13,2019_6_5_23_4R,23,4R
24,1,4695,尾崎雄二,33,長崎,55,B1,3.64,16.09,3.53,10.00,28.02,40.43,2019_6_5_23_5R,23,5R
25,2,3537,田山和広,51,福岡,57,B1,4.10,15.71,4.75,25.00,31.28,27.66,2019_6_5_23_5R,23,5R
26,3,4726,島田なぎ,32,埼玉,45,A2,5.12,32.10,5.95,36.84,34.04,34.15,2019_6_5_23_5R,23,5R
27,4,4072,森永淳,38,佐賀,51,A1,6.47,50.00,7.28,60.45,44.51,26.83,2019_6_5_23_5R,23,5R
28,5,3761,山本光雄,47,滋賀,53,A2,5.91,43.41,6.62,47.62,39.11,35.90,2019_6_5_23_5R,23,5R
29,6,3658,阪本聖秀,45,大阪,52,B1,3.90,21.30,4.67,27.78,30.39,27.27,2019_6_5_23_5R,23,5R
30,1,4564,山本景士,31,広島,53,B1,5.22,28.85,4.92,29.73,41.11,62.22,2019_6_5_23_6R,23,6R
31,2,3627,井上恵一,49,福岡,54,A2,4.91,32.79,6.27,43.33,29.08,32.61,2019_6_5_23_6R,23,6R
32,3,3436,柏野幸二,50,岡山,50,A1,6.09,38.89,5.71,28.57,38.02,29.55,2019_6_5_23_6R,23,6R
33,4,3998,冨成謙児,39,佐賀,51,B1,4.98,31.96,4.27,20.27,37.43,37.21,2019_6_5_23_6R,23,6R
34,5,3355,橋谷田佳,50,東京,43,B1,3.79,7.69,4.17,20.69,30.93,34.78,2019_6_5_23_6R,23,6R
35,6,3273,石田豪,53,広島,51,B1,4.95,29.47,5.78,43.75,28.25,56.82,2019_6_5_23_6R,23,6R
36,1,3974,深山祐二,42,佐賀,52,B1,4.36,20.20,4.59,23.62,31.72,43.48,2019_6_5_23_7R,23,7R
37,2,4590,渡邉優美,26,福岡,51,A2,5.70,40.37,6.20,54.00,38.92,41.30,2019_6_5_23_7R,23,7R
38,3,4946,船越健吾,27,香川,51,B1,3.22,13.33,2.78,11.11,41.95,37.78,2019_6_5_23_7R,23,7R
39,4,4297,山田哲也,36,東京,51,A1,6.89,52.17,0.00,0.00,33.16,26.67,2019_6_5_23_7R,23,7R
40,5,3804,中渡修作,45,福岡,54,B1,5.48,31.68,5.26,28.57,35.59,20.00,2019_6_5_23_7R,23,7R
41,6,4715,村上遼,27,長崎,52,A2,6.30,43.80,5.81,40.74,37.71,25.00,2019_6_5_23_7R,23,7R
42,1,3926,大古場貴,43,佐賀,49,B1,3.51,11.84,4.34,23.16,31.25,33.33,2019_6_5_23_8R,23,8R
43,2,4380,鈴木峻佑,34,静岡,52,B1,4.89,30.00,4.66,27.59,27.12,34.88,2019_6_5_23_8R,23,8R
44,3,3853,岩崎正哉,46,福岡,57,A1,6.12,46.56,7.27,63.64,30.32,44.19,2019_6_5_23_8R,23,8R
45,4,4963,實森美祐,22,広島,49,B1,3.03,7.69,0.00,0.00,42.54,20.00,2019_6_5_23_8R,23,8R
46,5,4182,吉田和仁,35,滋賀,54,B1,5.00,23.96,3.84,10.53,35.42,37.21,2019_6_5_23_8R,23,8R
47,6,3491,富永茂,51,福岡,51,B1,4.02,18.75,3.42,17.78,47.46,20.45,2019_6_5_23_8R,23,8R
48,1,4700,金子和之,32,埼玉,51,B1,4.94,27.71,5.80,33.33,41.24,26.09,2019_6_5_23_9R,23,9R
49,2,4822,百武翔,26,佐賀,51,A2,5.27,28.69,5.00,28.44,38.97,19.44,2019_6_5_23_9R,23,9R
50,3,4331,三好勇人,35,香川,54,A2,5.75,39.17,5.63,36.96,33.16,30.43,2019_6_5_23_9R,23,9R
51,4,3658,阪本聖秀,45,大阪,52,B1,3.90,21.30,4.67,27.78,30.39,27.27,2019_6_5_23_9R,23,9R
52,5,3834,細川明人,44,岡山,55,A2,4.73,29.67,4.96,32.14,30.00,23.53,2019_6_5_23_9R,23,9R
53,6,3710,吉永泰弘,44,香川,56,B1,4.88,30.00,4.10,10.34,41.14,28.89,2019_6_5_23_9R,23,9R
54,1,3761,山本光雄,47,滋賀,53,A2,5.91,43.41,6.62,47.62,39.11,35.90,2019_6_5_23_10R,23,10R
55,2,3436,柏野幸二,50,岡山,50,A1,6.09,38.89,5.71,28.57,38.02,25.00,2019_6_5_23_10R,23,10R
56,3,4314,青木幸太,35,福岡,51,A2,5.57,36.57,6.55,48.48,25.00,36.36,2019_6_5_23_10R,23,10R
57,4,3884,豊田聡,45,徳島,51,B1,4.42,19.39,3.43,4.76,33.68,43.48,2019_6_5_23_10R,23,10R
58,5,4095,福来剛,37,東京,52,A1,6.48,51.40,5.25,12.50,42.29,18.18,2019_6_5_23_10R,23,10R
59,6,4200,早川尚人,36,大阪,53,B1,4.37,22.62,3.55,10.00,37.31,34.00,2019_6_5_23_10R,23,10R
60,1,3188,日高逸子,57,福岡,47,A1,6.33,44.36,6.67,45.45,43.10,15.91,2019_6_5_23_11R,23,11R
