,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,2,5042,畑田汰一,45,40,6.86,2,0.11,24,1R,曇り,南東,3,2,2022_5_20,2022_5_20_24_1R
1,2,1,4817,渡邉翼,56,58,6.85,1,0.09,24,1R,曇り,南東,3,2,2022_5_20,2022_5_20_24_1R
2,3,3,4584,村岡賢人,68,25,6.87,3,0.16,24,1R,曇り,南東,3,2,2022_5_20,2022_5_20_24_1R
3,4,6,4415,下出卓矢,40,26,6.80,6,0.16,24,1R,曇り,南東,3,2,2022_5_20,2022_5_20_24_1R
4,5,5,4903,吉田凌太朗,57,49,6.84,5,0.23,24,1R,曇り,南東,3,2,2022_5_20,2022_5_20_24_1R
5,6,4,3422,服部幸男,38,32,6.95,4,0.14,24,1R,曇り,南東,3,2,2022_5_20,2022_5_20_24_1R
6,1,1,4520,高倉孝太,63,57,6.82,1,0.08,24,2R,曇り,南東,4,3,2022_5_20,2022_5_20_24_2R
7,2,4,4980,佐々木完太,39,50,6.84,4,0.04,24,2R,曇り,南東,4,3,2022_5_20,2022_5_20_24_2R
8,3,6,4497,桑原悠,71,16,6.87,6,0.13,24,2R,曇り,南東,4,3,2022_5_20,2022_5_20_24_2R
9,4,5,4848,仲谷颯仁,65,30,6.88,5,0.12,24,2R,曇り,南東,4,3,2022_5_20,2022_5_20_24_2R
10,5,2,5084,末永和也,36,71,6.91,2,0.08,24,2R,曇り,南東,4,3,2022_5_20,2022_5_20_24_2R
11,6,3,4259,真庭明志,23,27,6.87,3,0.06,24,2R,曇り,南東,4,3,2022_5_20,2022_5_20_24_2R
12,1,2,4370,山口達也,70,55,6.97,2,0.13,24,3R,曇り,南,3,2,2022_5_20,2022_5_20_24_3R
13,2,1,3475,橋本久和,11,11,6.86,1,0.12,24,3R,曇り,南,3,2,2022_5_20,2022_5_20_24_3R
14,3,6,3572,安田政彦,53,53,6.89,6,0.23,24,3R,曇り,南,3,2,2022_5_20,2022_5_20_24_3R
15,4,5,4044,湯川浩司,35,48,6.84,5,0.22,24,3R,曇り,南,3,2,2022_5_20,2022_5_20_24_3R
16,5,3,4498,宮本夏樹,66,38,6.85,3,0.16,24,3R,曇り,南,3,2,2022_5_20,2022_5_20_24_3R
17,6,4,4949,横田貴満,48,63,6.95,4,0.18,24,3R,曇り,南,3,2,2022_5_20,2022_5_20_24_3R
18,1,2,4024,井口佳典,64,74,6.86,2,0.07,24,4R,曇り,南,3,2,2022_5_20,2022_5_20_24_4R
19,2,1,4214,林祐介,24,12,6.86,1,0.04,24,4R,曇り,南,3,2,2022_5_20,2022_5_20_24_4R
20,3,3,4494,河合佑樹,44,64,6.88,3,0.07,24,4R,曇り,南,3,2,2022_5_20,2022_5_20_24_4R
21,4,4,3716,石渡鉄兵,33,13,6.88,4,0.09,24,4R,曇り,南,3,2,2022_5_20,2022_5_20_24_4R
22,5,5,3777,樋口亮,16,36,6.87,5,0.22,24,4R,曇り,南,3,2,2022_5_20,2022_5_20_24_4R
23,6,6,5087,佐藤航,49,19,6.89,6,0.23,24,4R,曇り,南,3,2,2022_5_20,2022_5_20_24_4R
24,1,1,4928,栗城匠,76,17,6.90,1,0.09,24,5R,曇り,南東,3,2,2022_5_20,2022_5_20_24_5R
25,2,2,4191,赤羽克也,28,24,6.84,2,0.08,24,5R,曇り,南東,3,2,2022_5_20,2022_5_20_24_5R
26,3,4,4042,丸岡正典,74,43,6.86,4,0.15,24,5R,曇り,南東,3,2,2022_5_20,2022_5_20_24_5R
27,4,5,4391,松田祐季,59,68,6.90,5,0.11,24,5R,曇り,南東,3,2,2022_5_20,2022_5_20_24_5R
28,5,3,4352,下條雄太郎,73,54,6.89,3,0.06,24,5R,曇り,南東,3,2,2022_5_20,2022_5_20_24_5R
29,6,6,5042,畑田汰一,45,40,6.86,6,0.13,24,5R,曇り,南東,3,2,2022_5_20,2022_5_20_24_5R
30,1,1,3422,服部幸男,38,32,6.92,1,0.14,24,6R,曇り,南東,3,2,2022_5_20,2022_5_20_24_6R
31,2,2,4933,板橋侑我,72,21,6.84,2,0.17,24,6R,曇り,南東,3,2,2022_5_20,2022_5_20_24_6R
32,3,3,5084,末永和也,36,71,6.93,3,0.13,24,6R,曇り,南東,3,2,2022_5_20,2022_5_20_24_6R
33,4,4,4604,岩瀬裕亮,51,69,6.83,4,0.13,24,6R,曇り,南東,3,2,2022_5_20,2022_5_20_24_6R
34,5,6,4977,馬野耀,26,59,6.84,6,0.23,24,6R,曇り,南東,3,2,2022_5_20,2022_5_20_24_6R
35,6,5,4504,前田将太,22,75,6.86,5,0.13,24,6R,曇り,南東,3,2,2022_5_20,2022_5_20_24_6R
36,1,3,4848,仲谷颯仁,65,30,6.91,4,0.09,24,7R,曇り,南,3,2,2022_5_20,2022_5_20_24_7R
37,2,4,3854,吉川元浩,41,37,6.77,5,0.11,24,7R,曇り,南,3,2,2022_5_20,2022_5_20_24_7R
38,3,6,4370,山口達也,70,55,6.95,6,0.14,24,7R,曇り,南,3,2,2022_5_20,2022_5_20_24_7R
