,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3906,飯山晃三,70,33,6.87,1,0.12,24,1R,晴,南,1,1,2020_11_14,2020_11_14_24_1R
1,2,2,5022,伊藤尚汰,32,19,6.89,2,0.14,24,1R,晴,南,1,1,2020_11_14,2020_11_14_24_1R
2,3,6,4603,谷川将太,48,73,6.93,6,0.16,24,1R,晴,南,1,1,2020_11_14,2020_11_14_24_1R
3,4,3,3424,松浦努,63,56,6.95,3,0.15,24,1R,晴,南,1,1,2020_11_14,2020_11_14_24_1R
4,5,5,4605,森世里,65,63,6.96,5,0.16,24,1R,晴,南,1,1,2020_11_14,2020_11_14_24_1R
5,6,4,5086,本村大,26,44,6.90,4,0.16,24,1R,晴,南,1,1,2020_11_14,2020_11_14_24_1R
6,1,2,4753,森照夫,74,16,6.91,2,0.24,24,2R,晴,南,1,1,2020_11_14,2020_11_14_24_2R
7,2,1,3052,原田正己,50,29,6.90,1,0.16,24,2R,晴,南,1,1,2020_11_14,2020_11_14_24_2R
8,3,6,3527,中嶋誠一郎,71,74,6.91,5,0.22,24,2R,晴,南,1,1,2020_11_14,2020_11_14_24_2R
9,4,3,4213,重富伸也,15,69,6.97,3,0.24,24,2R,晴,南,1,1,2020_11_14,2020_11_14_24_2R
10,5,4,4635,峰重力也,21,49,6.96,4,0.24,24,2R,晴,南,1,1,2020_11_14,2020_11_14_24_2R
11,6,5,5117,冨名腰桃奈,34,41,6.90,6,0.22,24,2R,晴,南,1,1,2020_11_14,2020_11_14_24_2R
12,1,1,3523,寳田亮治,24,17,6.93,1,0.19,24,3R,晴,南,1,1,2020_11_14,2020_11_14_24_3R
13,2,3,4553,坪口竜也,62,52,6.88,3,0.21,24,3R,晴,南,1,1,2020_11_14,2020_11_14_24_3R
14,3,2,4994,山本梨菜,25,54,6.91,2,0.25,24,3R,晴,南,1,1,2020_11_14,2020_11_14_24_3R
15,4,5,4580,長谷川雅和,46,30,6.96,5,0.17,24,3R,晴,南,1,1,2020_11_14,2020_11_14_24_3R
16,5,6,3614,谷勝幸,27,68,6.90,6,0.23,24,3R,晴,南,1,1,2020_11_14,2020_11_14_24_3R
17,6,4,5032,谷口知優,28,60,6.92,4,0.15,24,3R,晴,南,1,1,2020_11_14,2020_11_14_24_3R
18,1,4,3933,山地正樹,49,50,6.84,4,0.08,24,4R,晴,南,1,1,2020_11_14,2020_11_14_24_4R
19,2,1,3427,大賀広幸,17,46,6.91,1,0.14,24,4R,晴,南,1,1,2020_11_14,2020_11_14_24_4R
20,3,2,3855,大熊辰弥,29,36,6.87,2,0.18,24,4R,晴,南,1,1,2020_11_14,2020_11_14_24_4R
21,4,5,4955,福田慶尚,43,21,6.87,6,0.02,24,4R,晴,南,1,1,2020_11_14,2020_11_14_24_4R
22,5,6,3574,大神康司,72,55,6.97,5,0.09,24,4R,晴,南,1,1,2020_11_14,2020_11_14_24_4R
23,6,3,3802,森岡真希,73,62,6.96,3,0.18,24,4R,晴,南,1,1,2020_11_14,2020_11_14_24_4R
24,1,2,4301,関裕也,67,25,6.90,2,0.16,24,5R,晴,南,1,1,2020_11_14,2020_11_14_24_5R
25,2,6,3944,山口裕二,23,67,6.93,4,0.19,24,5R,晴,南,1,1,2020_11_14,2020_11_14_24_5R
26,3,4,4443,津田裕絵,52,51,6.96,5,0.24,24,5R,晴,南,1,1,2020_11_14,2020_11_14_24_5R
27,4,1,3558,山本浩次,35,34,6.86,1,0.13,24,5R,晴,南,1,1,2020_11_14,2020_11_14_24_5R
28,5,5,5022,伊藤尚汰,32,19,6.86,6,0.21,24,5R,晴,南,1,1,2020_11_14,2020_11_14_24_5R
29,6,3,3516,吉原聖人,11,37,6.83,3,0.17,24,5R,晴,南,1,1,2020_11_14,2020_11_14_24_5R
30,1,3,4656,大崎翔,61,20,6.95,3,0.09,24,6R,晴,南,1,1,2020_11_14,2020_11_14_24_6R
31,2,1,3424,松浦努,63,56,6.95,1,0.14,24,6R,晴,南,1,1,2020_11_14,2020_11_14_24_6R
32,3,4,3752,宇土泰就,66,40,6.92,4,0.13,24,6R,晴,南,1,1,2020_11_14,2020_11_14_24_6R
33,4,6,4213,重富伸也,15,69,6.96,6,0.16,24,6R,晴,南,1,1,2020_11_14,2020_11_14_24_6R
34,5,2,4028,田村隆信,47,27,6.89,2,0.09,24,6R,晴,南,1,1,2020_11_14,2020_11_14_24_6R
35,6,5,4292,麻生慎介,31,66,6.95,5,0.11,24,6R,晴,南,1,1,2020_11_14,2020_11_14_24_6R
36,1,2,3643,米田隆弘,76,26,6.88,2,0.19,24,7R,晴,南,1,1,2020_11_14,2020_11_14_24_7R
37,2,1,3349,吉田一郎,53,39,6.91,1,0.20,24,7R,晴,南,1,1,2020_11_14,2020_11_14_24_7R
38,3,3,3614,谷勝幸,27,68,6.87,3,0.16,24,7R,晴,南,1,1,2020_11_14,2020_11_14_24_7R
39,4,5,3925,大田誠,44,65,6.88,5,0.26,24,7R,晴,南,1,1,2020_11_14,2020_11_14_24_7R
40,5,6,5117,冨名腰桃奈,34,41,6.90,6,0.33,24,7R,晴,南,1,1,2020_11_14,2020_11_14_24_7R
41,1,6,4556,竹井奈美,75,53,6.84,6,0.12,24,8R,晴,南東,1,1,2020_11_14,2020_11_14_24_8R
42,2,1,4050,田口節子,16,14,6.85,1,0.15,24,8R,晴,南東,1,1,2020_11_14,2020_11_14_24_8R
43,3,2,3802,森岡真希,73,62,6.88,2,0.22,24,8R,晴,南東,1,1,2020_11_14,2020_11_14_24_8R
44,4,5,4443,津田裕絵,52,51,6.93,5,0.18,24,8R,晴,南東,1,1,2020_11_14,2020_11_14_24_8R
45,5,3,4994,山本梨菜,25,54,6.89,3,0.25,24,8R,晴,南東,1,1,2020_11_14,2020_11_14_24_8R
46,6,4,4605,森世里,65,24,6.93,4,0.16,24,8R,晴,南東,1,1,2020_11_14,2020_11_14_24_8R
47,1,1,4055,吉田俊彦,20,47,6.92,1,0.13,24,9R,晴,南,1,1,2020_11_14,2020_11_14_24_9R
48,2,3,3906,飯山晃三,70,33,6.81,3,0.11,24,9R,晴,南,1,1,2020_11_14,2020_11_14_24_9R
49,3,4,3558,山本浩次,35,34,6.89,4,0.08,24,9R,晴,南,1,1,2020_11_14,2020_11_14_24_9R
50,4,6,4553,坪口竜也,62,52,6.84,6,0.14,24,9R,晴,南,1,1,2020_11_14,2020_11_14_24_9R
51,5,2,3574,大神康司,72,55,6.93,2,0.11,24,9R,晴,南,1,1,2020_11_14,2020_11_14_24_9R
52,6,5,4635,峰重力也,21,49,6.87,5,0.11,24,9R,晴,南,1,1,2020_11_14,2020_11_14_24_9R
53,1,1,3933,山地正樹,49,50,6.81,1,0.08,24,10R,晴,南東,1,1,2020_11_14,2020_11_14_24_10R
54,2,2,3901,松田憲幸,18,58,6.86,2,0.14,24,10R,晴,南東,1,1,2020_11_14,2020_11_14_24_10R
55,3,5,3516,吉原聖人,11,37,6.81,5,0.05,24,10R,晴,南東,1,1,2020_11_14,2020_11_14_24_10R
