,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,2,4936,戸敷晃美,56,46,6.77,2,0.16,24,1R,晴,西,1,1,2019_3_15,2-1-4,4240,1-2-4,590,2-1,1500,1-2,480,2019_3_15_24_1R
1,2,1,4720,西澤日花里,22,62,6.77,1,0.23,24,1R,晴,西,1,1,2019_3_15,2-1-4,4240,1-2-4,590,2-1,1500,1-2,480,2019_3_15_24_1R
2,3,4,3280,垣内清美,65,14,6.65,4,0.26,24,1R,晴,西,1,1,2019_3_15,2-1-4,4240,1-2-4,590,2-1,1500,1-2,480,2019_3_15_24_1R
3,4,5,3604,武藤綾子,20,13,6.81,5,0.26,24,1R,晴,西,1,1,2019_3_15,2-1-4,4240,1-2-4,590,2-1,1500,1-2,480,2019_3_15_24_1R
4,5,3,3177,宮本紀美,19,38,6.72,3,0.24,24,1R,晴,西,1,1,2019_3_15,2-1-4,4240,1-2-4,590,2-1,1500,1-2,480,2019_3_15_24_1R
5,6,6,5052,赤井星璃菜,25,48,6.75,6,0.27,24,1R,晴,西,1,1,2019_3_15,2-1-4,4240,1-2-4,590,2-1,1500,1-2,480,2019_3_15_24_1R
6,1,3,4938,小芦るり華,50,72,6.79,3,0.11,24,2R,晴,南西,2,1,2019_3_15,3-6-2,19080,2-3-6,3520,3-6,3650,3-6,1500,2019_3_15_24_2R
7,2,6,4240,今井裕梨,30,20,6.81,6,0.21,24,2R,晴,南西,2,1,2019_3_15,3-6-2,19080,2-3-6,3520,3-6,3650,3-6,1500,2019_3_15_24_2R
8,3,2,4670,芦村幸香,54,39,6.74,2,0.18,24,2R,晴,南西,2,1,2019_3_15,3-6-2,19080,2-3-6,3520,3-6,3650,3-6,1500,2019_3_15_24_2R
9,4,4,4984,森下愛梨,57,58,6.81,4,0.18,24,2R,晴,南西,2,1,2019_3_15,3-6-2,19080,2-3-6,3520,3-6,3650,3-6,1500,2019_3_15_24_2R
