,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4857,加藤翔馬,55,157,6.95,1,0.16,23,1R,曇り,南,5,5,2021_2_1,1-5-3,650,1-3-5,190,1-5,300,1-5,190,2021_2_1_23_1R
1,2,5,4736,高倉和士,24,163,6.91,5,0.14,23,1R,曇り,南,5,5,2021_2_1,1-5-3,650,1-3-5,190,1-5,300,1-5,190,2021_2_1_23_1R
2,3,3,3964,宮地博士,64,114,6.93,3,0.12,23,1R,曇り,南,5,5,2021_2_1,1-5-3,650,1-3-5,190,1-5,300,1-5,190,2021_2_1_23_1R
3,4,4,5093,浦野海,71,107,6.89,4,0.09,23,1R,曇り,南,5,5,2021_2_1,1-5-3,650,1-3-5,190,1-5,300,1-5,190,2021_2_1_23_1R
4,5,2,4909,薮内瑞希,40,156,6.89,2,0.14,23,1R,曇り,南,5,5,2021_2_1,1-5-3,650,1-3-5,190,1-5,300,1-5,190,2021_2_1_23_1R
5,6,6,5165,小林愛実,25,112,6.97,6,0.16,23,1R,曇り,南,5,5,2021_2_1,1-5-3,650,1-3-5,190,1-5,300,1-5,190,2021_2_1_23_1R
6,1,1,4592,小林孝弘,29,102,6.95,1,0.07,23,2R,曇り,南,5,5,2021_2_1,1-2-4,830,1-2-4,190,1-2,560,1-2,290,2021_2_1_23_2R
7,2,2,4184,渡邊雄一郎,63,103,6.87,2,0.07,23,2R,曇り,南,5,5,2021_2_1,1-2-4,830,1-2-4,190,1-2,560,1-2,290,2021_2_1_23_2R
8,3,4,3944,山口裕二,66,146,6.94,4,0.27,23,2R,曇り,南,5,5,2021_2_1,1-2-4,830,1-2-4,190,1-2,560,1-2,290,2021_2_1_23_2R
9,4,3,3551,藤田美代,50,141,6.90,3,0.11,23,2R,曇り,南,5,5,2021_2_1,1-2-4,830,1-2-4,190,1-2,560,1-2,290,2021_2_1_23_2R
10,5,6,4853,前原哉,68,134,6.94,6,0.33,23,2R,曇り,南,5,5,2021_2_1,1-2-4,830,1-2-4,190,1-2,560,1-2,290,2021_2_1_23_2R
11,6,5,3753,河上哲也,33,128,7.04,5,0.31,23,2R,曇り,南,5,5,2021_2_1,1-2-4,830,1-2-4,190,1-2,560,1-2,290,2021_2_1_23_2R
12,1,3,3593,横井光弘,36,135,7.02,3,0.15,23,3R,曇り,南,5,5,2021_2_1,3-2-5,37390,2-3-5,4230,3-2,7940,2-3,2170,2021_2_1_23_3R
13,2,2,4441,末永由楽,41,161,6.92,2,0.14,23,3R,曇り,南,5,5,2021_2_1,3-2-5,37390,2-3-5,4230,3-2,7940,2-3,2170,2021_2_1_23_3R
14,3,5,4711,前出達吉,75,136,6.97,5,0.14,23,3R,曇り,南,5,5,2021_2_1,3-2-5,37390,2-3-5,4230,3-2,7940,2-3,2170,2021_2_1_23_3R
15,4,4,4330,奈須啓太,54,133,6.93,4,0.14,23,3R,曇り,南,5,5,2021_2_1,3-2-5,37390,2-3-5,4230,3-2,7940,2-3,2170,2021_2_1_23_3R
16,5,1,4925,森悠稀,73,165,6.90,1,0.15,23,3R,曇り,南,5,5,2021_2_1,3-2-5,37390,2-3-5,4230,3-2,7940,2-3,2170,2021_2_1_23_3R
17,6,6,4890,石川諒,20,121,6.97,6,0.17,23,3R,曇り,南,5,5,2021_2_1,3-2-5,37390,2-3-5,4230,3-2,7940,2-3,2170,2021_2_1_23_3R
18,1,3,5081,篠原飛翔,34,162,6.95,3,0.20,23,4R,曇り,南,5,5,2021_2_1,3-2-1,29810,1-2-3,1880,3-2,6660,2-3,2790,2021_2_1_23_4R
