,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,3,3295,濱村芳宏,27,68,6.85,3,0.17,21,1R,晴,東,2,2,2021_8_5,3-1-2,9060,1-2-3,260,3-1,2320,1-3,220,2021_8_5_21_1R
1,2,1,4137,君島秀三,26,17,6.84,1,0.19,21,1R,晴,東,2,2,2021_8_5,3-1-2,9060,1-2-3,260,3-1,2320,1-3,220,2021_8_5_21_1R
2,3,2,3539,金子順一,64,74,6.89,2,0.22,21,1R,晴,東,2,2,2021_8_5,3-1-2,9060,1-2-3,260,3-1,2320,1-3,220,2021_8_5_21_1R
3,4,5,3458,東健介,34,54,6.83,4,0.13,21,1R,晴,東,2,2,2021_8_5,3-1-2,9060,1-2-3,260,3-1,2320,1-3,220,2021_8_5_21_1R
4,5,6,5091,為本智也 ,3,19,6.84,5,0.07,21,1R,晴,東,2,2,2021_8_5,3-1-2,9060,1-2-3,260,3-1,2320,1-3,220,2021_8_5_21_1R
5,6,4,5158,宮脇遼太,37,50,6.80,6,0.18,21,1R,晴,東,2,2,2021_8_5,3-1-2,9060,1-2-3,260,3-1,2320,1-3,220,2021_8_5_21_1R
6,1,4,3833,中辻博訓,40,11,6.80,4,0.09,21,2R,晴,東,2,2,2021_8_5,4-1-2,1340,1-2-4,280,4-1,390,1-4,130,2021_8_5_21_2R
7,2,1,4912,中山将太,20,40,6.82,1,0.16,21,2R,晴,東,2,2,2021_8_5,4-1-2,1340,1-2-4,280,4-1,390,1-4,130,2021_8_5_21_2R
8,3,2,3827,今泉徹,11,63,6.85,2,0.18,21,2R,晴,東,2,2,2021_8_5,4-1-2,1340,1-2-4,280,4-1,390,1-4,130,2021_8_5_21_2R
9,4,5,4121,富永修一,48,30,6.84,5,0.15,21,2R,晴,東,2,2,2021_8_5,4-1-2,1340,1-2-4,280,4-1,390,1-4,130,2021_8_5_21_2R
