,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4720,西澤日花里,24,15,7.02,1,0.13,24,1R,晴,北西,1,1,2020_8_19,1-5-4,7970,1-4-5,1630,1-5,1800,1-5,990,2020_8_19_24_1R
1,2,5,5088,高憧四季,75,28,6.97,5,0.15,24,1R,晴,北西,1,1,2020_8_19,1-5-4,7970,1-4-5,1630,1-5,1800,1-5,990,2020_8_19_24_1R
2,3,4,5069,山崎小葉音,58,66,6.95,4,0.14,24,1R,晴,北西,1,1,2020_8_19,1-5-4,7970,1-4-5,1630,1-5,1800,1-5,990,2020_8_19_24_1R
3,4,3,4088,野田祥子,57,45,6.96,3,0.18,24,1R,晴,北西,1,1,2020_8_19,1-5-4,7970,1-4-5,1630,1-5,1800,1-5,990,2020_8_19_24_1R
4,5,2,4947,間庭菜摘,46,11,6.98,2,0.15,24,1R,晴,北西,1,1,2020_8_19,1-5-4,7970,1-4-5,1630,1-5,1800,1-5,990,2020_8_19_24_1R
5,6,6,5013,山下夏鈴,69,18,6.96,6,0.33,24,1R,晴,北西,1,1,2020_8_19,1-5-4,7970,1-4-5,1630,1-5,1800,1-5,990,2020_8_19_24_1R
6,1,1,4844,村上奈穂,71,73,7.01,1,0.13,24,2R,晴,北西,1,1,2020_8_19,1-6-2,910,1-2-6,310,1-6,410,1-6,280,2020_8_19_24_2R
7,2,6,4963,實森美祐,48,32,6.99,4,0.13,24,2R,晴,北西,1,1,2020_8_19,1-6-2,910,1-2-6,310,1-6,410,1-6,280,2020_8_19_24_2R
8,3,2,3182,久保田美紀,56,47,6.98,2,0.15,24,2R,晴,北西,1,1,2020_8_19,1-6-2,910,1-2-6,310,1-6,410,1-6,280,2020_8_19_24_2R
9,4,4,5129,山口真喜子,54,76,6.99,5,0.28,24,2R,晴,北西,1,1,2020_8_19,1-6-2,910,1-2-6,310,1-6,410,1-6,280,2020_8_19_24_2R
