,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,2,4942,柴田朋哉,38,13,6.78,2,0.17,21,1R,曇り,南東,1,1,2020_6_1,2-1-5,14720,1-2-5,1240,2-1,1670,1-2,270,2020_6_1_21_1R
1,2,1,4136,江夏満,33,21,6.90,1,0.15,21,1R,曇り,南東,1,1,2020_6_1,2-1-5,14720,1-2-5,1240,2-1,1670,1-2,270,2020_6_1_21_1R
2,3,5,3869,井芹大志,23,42,6.87,5,0.17,21,1R,曇り,南東,1,1,2020_6_1,2-1-5,14720,1-2-5,1240,2-1,1670,1-2,270,2020_6_1_21_1R
3,4,4,3714,梶原正,20,19,6.87,4,0.09,21,1R,曇り,南東,1,1,2020_6_1,2-1-5,14720,1-2-5,1240,2-1,1670,1-2,270,2020_6_1_21_1R
4,5,6,3151,落合敬一 ,5,59,6.85,6,0.24,21,1R,曇り,南東,1,1,2020_6_1,2-1-5,14720,1-2-5,1240,2-1,1670,1-2,270,2020_6_1_21_1R
5,6,3,3925,大田誠,10,49,6.87,3,0.12,21,1R,曇り,南東,1,1,2020_6_1,2-1-5,14720,1-2-5,1240,2-1,1670,1-2,270,2020_6_1_21_1R
6,1,1,3282,池本輝明,30,25,6.86,1,0.17,21,2R,曇り,無風,0,1,2020_6_1,1-5-6,18480,1-5-6,7420,1-5,4190,1-5,3140,2020_6_1_21_2R
7,2,5,5028,原田才一郎 ,1,18,6.87,5,0.17,21,2R,曇り,無風,0,1,2020_6_1,1-5-6,18480,1-5-6,7420,1-5,4190,1-5,3140,2020_6_1_21_2R
8,3,6,4789,古賀智之,18,34,6.82,6,0.11,21,2R,曇り,無風,0,1,2020_6_1,1-5-6,18480,1-5-6,7420,1-5,4190,1-5,3140,2020_6_1_21_2R
9,4,4,3499,市川哲也,29,75,6.88,4,0.09,21,2R,曇り,無風,0,1,2020_6_1,1-5-6,18480,1-5-6,7420,1-5,4190,1-5,3140,2020_6_1_21_2R
10,5,2,4346,前田健太郎,16,68,6.87,2,0.16,21,2R,曇り,無風,0,1,2020_6_1,1-5-6,18480,1-5-6,7420,1-5,4190,1-5,3140,2020_6_1_21_2R
11,6,3,3234,金森史吉,25,16,6.85,3,0.11,21,2R,曇り,無風,0,1,2020_6_1,1-5-6,18480,1-5-6,7420,1-5,4190,1-5,3140,2020_6_1_21_2R
12,1,1,4762,藤原啓史朗,12,46,6.84,1,0.08,21,3R,雨,南,1,1,2020_6_1,1-3-2,690,1-2-3,360,1-3,230,1-3,150,2020_6_1_21_3R
13,2,3,3568,木村光宏,27,61,6.79,3,0.15,21,3R,雨,南,1,1,2020_6_1,1-3-2,690,1-2-3,360,1-3,230,1-3,150,2020_6_1_21_3R
14,3,2,3710,吉永泰弘 ,3,24,6.83,2,0.04,21,3R,雨,南,1,1,2020_6_1,1-3-2,690,1-2-3,360,1-3,230,1-3,150,2020_6_1_21_3R
15,4,5,4441,末永由楽,34,74,6.86,5,0.14,21,3R,雨,南,1,1,2020_6_1,1-3-2,690,1-2-3,360,1-3,230,1-3,150,2020_6_1_21_3R
16,5,4,3585,井川真人,32,67,6.89,4,0.18,21,3R,雨,南,1,1,2020_6_1,1-3-2,690,1-2-3,360,1-3,230,1-3,150,2020_6_1_21_3R
17,6,6,5142,常住蓮,37,48,6.92,6,0.14,21,3R,雨,南,1,1,2020_6_1,1-3-2,690,1-2-3,360,1-3,230,1-3,150,2020_6_1_21_3R
18,1,1,4064,原田篤志 ,4,38,6.86,1,0.10,21,4R,雨,北西,3,3,2020_6_1,1-5-6,8110,1-5-6,4860,1-5,1450,1-5,970,2020_6_1_21_4R
19,2,5,3858,織田猛 ,9,15,6.91,5,0.11,21,4R,雨,北西,3,3,2020_6_1,1-5-6,8110,1-5-6,4860,1-5,1450,1-5,970,2020_6_1_21_4R
20,3,6,4331,三好勇人,26,58,6.95,6,0.21,21,4R,雨,北西,3,3,2020_6_1,1-5-6,8110,1-5-6,4860,1-5,1450,1-5,970,2020_6_1_21_4R
21,4,2,3346,宮本裕之,41,37,6.97,2,0.17,21,4R,雨,北西,3,3,2020_6_1,1-5-6,8110,1-5-6,4860,1-5,1450,1-5,970,2020_6_1_21_4R
22,5,4,4817,渡邉翼,13,22,6.90,4,0.21,21,4R,雨,北西,3,3,2020_6_1,1-5-6,8110,1-5-6,4860,1-5,1450,1-5,970,2020_6_1_21_4R
23,6,3,4487,三原司,39,28,6.87,3,0.21,21,4R,雨,北西,3,3,2020_6_1,1-5-6,8110,1-5-6,4860,1-5,1450,1-5,970,2020_6_1_21_4R
24,1,1,4040,廣瀬将亨,24,23,6.81,1,0.16,21,5R,雨,北西,2,2,2020_6_1,1-2-6,460,1-2-6,240,1-2,160,1-2,160,2020_6_1_21_5R
25,2,2,4148,枝尾賢,22,30,6.93,2,0.11,21,5R,雨,北西,2,2,2020_6_1,1-2-6,460,1-2-6,240,1-2,160,1-2,160,2020_6_1_21_5R
26,3,6,4236,松村敏,21,45,6.87,6,0.04,21,5R,雨,北西,2,2,2020_6_1,1-2-6,460,1-2-6,240,1-2,160,1-2,160,2020_6_1_21_5R
27,4,3,3714,梶原正,20,19,6.92,3,0.08,21,5R,雨,北西,2,2,2020_6_1,1-2-6,460,1-2-6,240,1-2,160,1-2,160,2020_6_1_21_5R
28,5,5,4100,松田隆司 ,7,60,6.93,5,0.07,21,5R,雨,北西,2,2,2020_6_1,1-2-6,460,1-2-6,240,1-2,160,1-2,160,2020_6_1_21_5R
29,6,4,4855,江頭賢太,43,32,6.87,4,0.11,21,5R,雨,北西,2,2,2020_6_1,1-2-6,460,1-2-6,240,1-2,160,1-2,160,2020_6_1_21_5R
30,1,3,3737,上平真二,11,43,6.80,3,0.07,21,6R,雨,北西,1,1,2020_6_1,3-4-2,4590,2-3-4,1280,3-4,1350,3-4,1550,2020_6_1_21_6R
31,2,4,3925,大田誠,10,49,6.87,4,0.09,21,6R,雨,北西,1,1,2020_6_1,3-4-2,4590,2-3-4,1280,3-4,1350,3-4,1550,2020_6_1_21_6R
32,3,2,3777,樋口亮,40,73,6.88,2,0.19,21,6R,雨,北西,1,1,2020_6_1,3-4-2,4590,2-3-4,1280,3-4,1350,3-4,1550,2020_6_1_21_6R
33,4,6,3711,江本真治 ,6,33,6.91,6,0.11,21,6R,雨,北西,1,1,2020_6_1,3-4-2,4590,2-3-4,1280,3-4,1350,3-4,1550,2020_6_1_21_6R
34,5,5,4346,前田健太郎,16,68,6.93,5,0.09,21,6R,雨,北西,1,1,2020_6_1,3-4-2,4590,2-3-4,1280,3-4,1350,3-4,1550,2020_6_1_21_6R
35,6,1,3866,木山誠一,15,52,6.97,1,0.17,21,6R,雨,北西,1,1,2020_6_1,3-4-2,4590,2-3-4,1280,3-4,1350,3-4,1550,2020_6_1_21_6R
36,1,1,3832,下田哲也,14,55,6.86,1,0.10,21,7R,曇り,無風,0,1,2020_6_1,1-2-3,1000,1-2-3,420,1-2,360,1-2,240,2020_6_1_21_7R
37,2,2,3585,井川真人,32,67,6.89,2,0.18,21,7R,曇り,無風,0,1,2020_6_1,1-2-3,1000,1-2-3,420,1-2,360,1-2,240,2020_6_1_21_7R
38,3,3,3151,落合敬一 ,5,59,6.90,3,0.11,21,7R,曇り,無風,0,1,2020_6_1,1-2-3,1000,1-2-3,420,1-2,360,1-2,240,2020_6_1_21_7R
39,4,6,4899,占部一真,44,47,6.87,6,0.03,21,7R,曇り,無風,0,1,2020_6_1,1-2-3,1000,1-2-3,420,1-2,360,1-2,240,2020_6_1_21_7R
40,5,5,4158,木場雄二郎,28,53,6.85,5,0.08,21,7R,曇り,無風,0,1,2020_6_1,1-2-3,1000,1-2-3,420,1-2,360,1-2,240,2020_6_1_21_7R
41,6,4,5012,加倉侑征,17,41,6.89,4,0.07,21,7R,曇り,無風,0,1,2020_6_1,1-2-3,1000,1-2-3,420,1-2,360,1-2,240,2020_6_1_21_7R
42,1,1,3930,岸本隆 ,2,66,6.82,1,0.23,21,8R,曇り,南東,2,2,2020_6_1,1-4-2,970,1-2-4,160,1-4,690,1-4,390,2020_6_1_21_8R
43,2,4,3876,中辻崇人,19,31,6.82,4,0.18,21,8R,曇り,南東,2,2,2020_6_1,1-4-2,970,1-2-4,160,1-4,690,1-4,390,2020_6_1_21_8R
44,3,2,4064,原田篤志 ,4,38,6.81,2,0.20,21,8R,曇り,南東,2,2,2020_6_1,1-4-2,970,1-2-4,160,1-4,690,1-4,390,2020_6_1_21_8R
45,4,3,4638,小林遼太,31,26,6.81,3,0.21,21,8R,曇り,南東,2,2,2020_6_1,1-4-2,970,1-2-4,160,1-4,690,1-4,390,2020_6_1_21_8R
46,5,5,3710,吉永泰弘 ,3,24,6.86,5,0.32,21,8R,曇り,南東,2,2,2020_6_1,1-4-2,970,1-2-4,160,1-4,690,1-4,390,2020_6_1_21_8R
47,6,6,5084,末永和也 ,8,44,6.91,6,0.36,21,8R,曇り,南東,2,2,2020_6_1,1-4-2,970,1-2-4,160,1-4,690,1-4,390,2020_6_1_21_8R
48,1,1,3858,織田猛 ,9,15,6.82,1,0.11,21,9R,雨,無風,0,1,2020_6_1,1-5-3,890,1-3-5,210,1-5,440,1-5,350,2020_6_1_21_9R
49,2,5,3737,上平真二,11,43,6.84,4,0.10,21,9R,雨,無風,0,1,2020_6_1,1-5-3,890,1-3-5,210,1-5,440,1-5,350,2020_6_1_21_9R
50,3,3,4040,廣瀬将亨,24,23,6.82,3,0.07,21,9R,雨,無風,0,1,2020_6_1,1-5-3,890,1-3-5,210,1-5,440,1-5,350,2020_6_1_21_9R
51,4,2,4348,宮崎奨,36,12,6.81,2,0.12,21,9R,雨,無風,0,1,2020_6_1,1-5-3,890,1-3-5,210,1-5,440,1-5,350,2020_6_1_21_9R
52,5,4,5018,竹下大樹,35,62,6.88,6,0.11,21,9R,雨,無風,0,1,2020_6_1,1-5-3,890,1-3-5,210,1-5,440,1-5,350,2020_6_1_21_9R
53,6,6,3234,金森史吉,25,16,6.87,5,0.16,21,9R,雨,無風,0,1,2020_6_1,1-5-3,890,1-3-5,210,1-5,440,1-5,350,2020_6_1_21_9R
54,1,1,4441,末永由楽,34,74,6.82,1,0.09,21,10R,曇り,北西,2,2,2020_6_1,1-5-4,2230,1-4-5,740,1-5,450,1-5,390,2020_6_1_21_10R
55,2,5,4148,枝尾賢,22,30,6.91,5,0.10,21,10R,曇り,北西,2,2,2020_6_1,1-5-4,2230,1-4-5,740,1-5,450,1-5,390,2020_6_1_21_10R
56,3,4,3832,下田哲也,14,55,6.85,4,0.11,21,10R,曇り,北西,2,2,2020_6_1,1-5-4,2230,1-4-5,740,1-5,450,1-5,390,2020_6_1_21_10R
57,4,3,3892,草場康幸,42,65,6.85,3,0.11,21,10R,曇り,北西,2,2,2020_6_1,1-5-4,2230,1-4-5,740,1-5,450,1-5,390,2020_6_1_21_10R
58,5,2,4331,三好勇人,26,58,6.88,2,0.11,21,10R,曇り,北西,2,2,2020_6_1,1-5-4,2230,1-4-5,740,1-5,450,1-5,390,2020_6_1_21_10R
59,6,6,4942,柴田朋哉,38,13,6.73,6,0.23,21,10R,曇り,北西,2,2,2020_6_1,1-5-4,2230,1-4-5,740,1-5,450,1-5,390,2020_6_1_21_10R
60,1,1,4817,渡邉翼,13,22,6.84,1,0.07,21,11R,曇り,北西,1,1,2020_6_1,1-2-3,950,1-2-3,580,1-2,240,1-2,200,2020_6_1_21_11R
61,2,2,4136,江夏満,33,21,6.98,2,0.07,21,11R,曇り,北西,1,1,2020_6_1,1-2-3,950,1-2-3,580,1-2,240,1-2,200,2020_6_1_21_11R
62,3,3,4899,占部一真,44,47,6.91,3,0.11,21,11R,曇り,北西,1,1,2020_6_1,1-2-3,950,1-2-3,580,1-2,240,1-2,200,2020_6_1_21_11R
63,4,4,3568,木村光宏,27,61,6.83,4,0.25,21,11R,曇り,北西,1,1,2020_6_1,1-2-3,950,1-2-3,580,1-2,240,1-2,200,2020_6_1_21_11R
64,5,5,3282,池本輝明,30,25,6.96,5,0.29,21,11R,曇り,北西,1,1,2020_6_1,1-2-3,950,1-2-3,580,1-2,240,1-2,200,2020_6_1_21_11R
65,6,6,3777,樋口亮,40,73,6.87,6,0.36,21,11R,曇り,北西,1,1,2020_6_1,1-2-3,950,1-2-3,580,1-2,240,1-2,200,2020_6_1_21_11R
66,1,5,3876,中辻崇人,19,31,6.86,5,0.14,21,12R,曇り,北西,2,2,2020_6_1,5-1-2,13450,1-2-5,710,5-1,2930,1-5,490,2020_6_1_21_12R
67,2,1,3499,市川哲也,29,75,6.92,1,0.27,21,12R,曇り,北西,2,2,2020_6_1,5-1-2,13450,1-2-5,710,5-1,2930,1-5,490,2020_6_1_21_12R
68,3,2,4100,松田隆司 ,7,60,6.89,2,0.23,21,12R,曇り,北西,2,2,2020_6_1,5-1-2,13450,1-2-5,710,5-1,2930,1-5,490,2020_6_1_21_12R
69,4,4,4762,藤原啓史朗,12,46,6.87,4,0.17,21,12R,曇り,北西,2,2,2020_6_1,5-1-2,13450,1-2-5,710,5-1,2930,1-5,490,2020_6_1_21_12R
70,5,3,3711,江本真治 ,6,33,6.88,3,0.24,21,12R,曇り,北西,2,2,2020_6_1,5-1-2,13450,1-2-5,710,5-1,2930,1-5,490,2020_6_1_21_12R
71,6,6,3346,宮本裕之,41,37,6.92,6,0.13,21,12R,曇り,北西,2,2,2020_6_1,5-1-2,13450,1-2-5,710,5-1,2930,1-5,490,2020_6_1_21_12R
72,1,3,3851,森田昭彦,21,62,6.95,3,0.25,20,1R,曇り,東,1,1,2020_6_1,3-5-1,16700,1-3-5,1530,3-5,7250,3-5,3650,2020_6_1_20_1R
73,2,5,4912,中山将太,12,40,6.98,5,0.23,20,1R,曇り,東,1,1,2020_6_1,3-5-1,16700,1-3-5,1530,3-5,7250,3-5,3650,2020_6_1_20_1R
74,3,1,2903,山崎毅,48,46,6.91,1,0.30,20,1R,曇り,東,1,1,2020_6_1,3-5-1,16700,1-3-5,1530,3-5,7250,3-5,3650,2020_6_1_20_1R
75,4,2,3305,小野信樹,28,31,6.97,2,0.26,20,1R,曇り,東,1,1,2020_6_1,3-5-1,16700,1-3-5,1530,3-5,7250,3-5,3650,2020_6_1_20_1R
76,5,6,5092,篠原晟弥,58,64,6.91,6,0.19,20,1R,曇り,東,1,1,2020_6_1,3-5-1,16700,1-3-5,1530,3-5,7250,3-5,3650,2020_6_1_20_1R
77,6,4,4474,渡辺崇 ,1,23,6.91,4,0.28,20,1R,曇り,東,1,1,2020_6_1,3-5-1,16700,1-3-5,1530,3-5,7250,3-5,3650,2020_6_1_20_1R
78,1,6,4325,新出浩司 ,7,12,6.90,5,0.05,20,2R,曇り,北,1,1,2020_6_1,6-3-5,17880,3-5-6,790,6-3,10480,3-6,1370,2020_6_1_20_2R
79,2,3,4802,中田達也 ,8,38,6.92,3,0.19,20,2R,曇り,北,1,1,2020_6_1,6-3-5,17880,3-5-6,790,6-3,10480,3-6,1370,2020_6_1_20_2R
80,3,5,4980,佐々木完太,15,50,6.92,6,0.07,20,2R,曇り,北,1,1,2020_6_1,6-3-5,17880,3-5-6,790,6-3,10480,3-6,1370,2020_6_1_20_2R
81,4,1,4355,小川広大,29,55,6.96,1,0.23,20,2R,曇り,北,1,1,2020_6_1,6-3-5,17880,3-5-6,790,6-3,10480,3-6,1370,2020_6_1_20_2R
82,5,4,4697,國弘翔平,34,26,6.94,4,0.12,20,2R,曇り,北,1,1,2020_6_1,6-3-5,17880,3-5-6,790,6-3,10480,3-6,1370,2020_6_1_20_2R
83,6,2,3701,大西隆洋,31,21,6.90,2,0.16,20,2R,曇り,北,1,1,2020_6_1,6-3-5,17880,3-5-6,790,6-3,10480,3-6,1370,2020_6_1_20_2R
84,1,2,3890,小宮淳史,51,63,6.88,2,0.14,20,3R,曇り,北,2,2,2020_6_1,2-4-1,3350,1-2-4,330,2-4,1370,2-4,520,2020_6_1_20_3R
85,2,4,4015,前野竜一 ,4,36,6.88,4,0.09,20,3R,曇り,北,2,2,2020_6_1,2-4-1,3350,1-2-4,330,2-4,1370,2-4,520,2020_6_1_20_3R
86,3,1,4219,本岡勝利,41,70,6.90,1,0.11,20,3R,曇り,北,2,2,2020_6_1,2-4-1,3350,1-2-4,330,2-4,1370,2-4,520,2020_6_1_20_3R
87,4,6,3506,宮西真昭,23,35,6.84,6,0.11,20,3R,曇り,北,2,2,2020_6_1,2-4-1,3350,1-2-4,330,2-4,1370,2-4,520,2020_6_1_20_3R
88,5,5,4195,前川守嗣,38,68,6.89,5,0.08,20,3R,曇り,北,2,2,2020_6_1,2-4-1,3350,1-2-4,330,2-4,1370,2-4,520,2020_6_1_20_3R
89,6,3,3775,泉啓文,22,48,6.92,3,0.19,20,3R,曇り,北,2,2,2020_6_1,2-4-1,3350,1-2-4,330,2-4,1370,2-4,520,2020_6_1_20_3R
90,1,3,4640,山ノ内雅人,47,72,6.88,3,0.07,20,4R,曇り,北,2,2,2020_6_1,3-2-1,5530,1-2-3,340,3-2,1730,2-3,560,2020_6_1_20_4R
91,2,2,4102,益田啓司,30,56,6.87,2,0.11,20,4R,曇り,北,2,2,2020_6_1,3-2-1,5530,1-2-3,340,3-2,1730,2-3,560,2020_6_1_20_4R
92,3,1,3878,胡本悟志,46,16,6.83,1,0.16,20,4R,曇り,北,2,2,2020_6_1,3-2-1,5530,1-2-3,340,3-2,1730,2-3,560,2020_6_1_20_4R
93,4,5,4384,鶴本崇文,49,29,6.86,5,0.19,20,4R,曇り,北,2,2,2020_6_1,3-2-1,5530,1-2-3,340,3-2,1730,2-3,560,2020_6_1_20_4R
94,5,4,4555,富永大一 ,5,47,6.89,4,0.19,20,4R,曇り,北,2,2,2020_6_1,3-2-1,5530,1-2-3,340,3-2,1730,2-3,560,2020_6_1_20_4R
95,6,6,4422,永井亮次,36,74,6.87,6,0.18,20,4R,曇り,北,2,2,2020_6_1,3-2-1,5530,1-2-3,340,3-2,1730,2-3,560,2020_6_1_20_4R
96,1,2,3784,中島友和 ,9,53,6.88,2,0.14,20,5R,曇り,北西,3,3,2020_6_1,2-4-3,18210,2-3-4,6000,2-4,4910,2-4,2140,2020_6_1_20_5R
97,2,4,4677,片橋幸貴,17,44,6.91,4,0.08,20,5R,曇り,北西,3,3,2020_6_1,2-4-3,18210,2-3-4,6000,2-4,4910,2-4,2140,2020_6_1_20_5R
98,3,3,3901,松田憲幸,59,25,6.85,3,0.16,20,5R,曇り,北西,3,3,2020_6_1,2-4-3,18210,2-3-4,6000,2-4,4910,2-4,2140,2020_6_1_20_5R
99,4,6,5043,中村日向,56,20,6.88,6,0.19,20,5R,曇り,北西,3,3,2020_6_1,2-4-3,18210,2-3-4,6000,2-4,4910,2-4,2140,2020_6_1_20_5R
100,5,1,3849,中岡正彦,11,15,6.90,1,0.22,20,5R,曇り,北西,3,3,2020_6_1,2-4-3,18210,2-3-4,6000,2-4,4910,2-4,2140,2020_6_1_20_5R
101,6,5,4892,柴田直哉,19,22,6.85,5,0.16,20,5R,曇り,北西,3,3,2020_6_1,2-4-3,18210,2-3-4,6000,2-4,4910,2-4,2140,2020_6_1_20_5R
102,1,4,3915,繁野谷圭介,44,54,6.93,4,0.15,20,6R,曇り,北西,4,4,2020_6_1,4-3-6,8160,3-4-6,1590,4-3,2510,3-4,840,2020_6_1_20_6R
103,2,3,4451,松崎祐太郎,24,33,6.84,3,0.25,20,6R,曇り,北西,4,4,2020_6_1,4-3-6,8160,3-4-6,1590,4-3,2510,3-4,840,2020_6_1_20_6R
104,3,6,4434,田中辰彦,53,69,6.93,6,0.26,20,6R,曇り,北西,4,4,2020_6_1,4-3-6,8160,3-4-6,1590,4-3,2510,3-4,840,2020_6_1_20_6R
105,4,1,3912,川原正明 ,2,27,6.84,1,0.27,20,6R,曇り,北西,4,4,2020_6_1,4-3-6,8160,3-4-6,1590,4-3,2510,3-4,840,2020_6_1_20_6R
106,5,2,4912,中山将太,12,40,6.89,2,0.26,20,6R,曇り,北西,4,4,2020_6_1,4-3-6,8160,3-4-6,1590,4-3,2510,3-4,840,2020_6_1_20_6R
107,6,5,3701,大西隆洋,31,21,6.90,5,0.19,20,6R,曇り,北西,4,4,2020_6_1,4-3-6,8160,3-4-6,1590,4-3,2510,3-4,840,2020_6_1_20_6R
