,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4171,榎幸司,28,40,6.82,1,0.11,24,1R,晴,北西,2,1,2019_12_8,1-3-2,1140,1-2-3,450,1-3,290,1-3,240,2019_12_8_24_1R
1,2,3,4025,山本隆幸,12,72,6.81,3,0.05,24,1R,晴,北西,2,1,2019_12_8,1-3-2,1140,1-2-3,450,1-3,290,1-3,240,2019_12_8_24_1R
2,3,2,3746,岡瀬正人,30,75,6.89,2,0.08,24,1R,晴,北西,2,1,2019_12_8,1-3-2,1140,1-2-3,450,1-3,290,1-3,240,2019_12_8_24_1R
3,4,4,4108,吉村正明,75,47,6.83,4,0.01,24,1R,晴,北西,2,1,2019_12_8,1-3-2,1140,1-2-3,450,1-3,290,1-3,240,2019_12_8_24_1R
4,5,6,4260,中越博紀,40,43,6.86,6,0.01,24,1R,晴,北西,2,1,2019_12_8,1-3-2,1140,1-2-3,450,1-3,290,1-3,240,2019_12_8_24_1R
5,6,5,4371,西山貴浩,25,63,6.87,5,0.03,24,1R,晴,北西,2,1,2019_12_8,1-3-2,1140,1-2-3,450,1-3,290,1-3,240,2019_12_8_24_1R
6,1,1,4096,石橋道友,73,51,6.83,1,0.18,24,2R,晴,北西,2,1,2019_12_8,1-3-2,1190,1-2-3,500,1-3,260,1-3,230,2019_12_8_24_2R
7,2,3,4685,島村隆幸,23,67,6.80,3,0.17,24,2R,晴,北西,2,1,2019_12_8,1-3-2,1190,1-2-3,500,1-3,260,1-3,230,2019_12_8_24_2R
8,3,2,4269,杉山裕也,17,50,6.82,2,0.18,24,2R,晴,北西,2,1,2019_12_8,1-3-2,1190,1-2-3,500,1-3,260,1-3,230,2019_12_8_24_2R
9,4,6,4350,篠崎元志,26,18,6.86,6,0.19,24,2R,晴,北西,2,1,2019_12_8,1-3-2,1190,1-2-3,500,1-3,260,1-3,230,2019_12_8_24_2R
10,5,5,3909,佐々木康幸,33,57,6.85,5,0.24,24,2R,晴,北西,2,1,2019_12_8,1-3-2,1190,1-2-3,500,1-3,260,1-3,230,2019_12_8_24_2R
11,6,4,4109,谷津幸宏,20,27,6.82,4,0.22,24,2R,晴,北西,2,1,2019_12_8,1-3-2,1190,1-2-3,500,1-3,260,1-3,230,2019_12_8_24_2R
12,1,3,4522,古澤光紀,22,59,6.83,3,0.07,24,3R,晴,北西,2,1,2019_12_8,3-5-1,7550,1-3-5,580,3-5,3320,3-5,1660,2019_12_8_24_3R
13,2,5,3908,重成一人,58,37,6.82,5,0.09,24,3R,晴,北西,2,1,2019_12_8,3-5-1,7550,1-3-5,580,3-5,3320,3-5,1660,2019_12_8_24_3R
14,3,1,4366,前沢丈史,39,34,6.85,1,0.12,24,3R,晴,北西,2,1,2019_12_8,3-5-1,7550,1-3-5,580,3-5,3320,3-5,1660,2019_12_8_24_3R
15,4,6,4072,森永淳,31,13,6.82,6,0.10,24,3R,晴,北西,2,1,2019_12_8,3-5-1,7550,1-3-5,580,3-5,3320,3-5,1660,2019_12_8_24_3R
16,5,4,4237,大峯豊,21,12,6.88,4,0.08,24,3R,晴,北西,2,1,2019_12_8,3-5-1,7550,1-3-5,580,3-5,3320,3-5,1660,2019_12_8_24_3R
17,6,2,4352,下條雄太郎,66,73,6.90,2,0.14,24,3R,晴,北西,2,1,2019_12_8,3-5-1,7550,1-3-5,580,3-5,3320,3-5,1660,2019_12_8_24_3R
18,1,1,4361,柳生泰二,67,66,6.83,1,0.08,24,4R,晴,北西,2,1,2019_12_8,1-6-3,1420,1-3-6,550,1-6,470,1-6,390,2019_12_8_24_4R
19,2,6,3779,原田幸哉,61,32,6.81,3,0.13,24,4R,晴,北西,2,1,2019_12_8,1-6-3,1420,1-3-6,550,1-6,470,1-6,390,2019_12_8_24_4R
20,3,3,4101,三井所尊春,41,58,6.80,4,0.25,24,4R,晴,北西,2,1,2019_12_8,1-6-3,1420,1-3-6,550,1-6,470,1-6,390,2019_12_8_24_4R
21,4,5,4848,仲谷颯仁,45,20,6.92,6,0.31,24,4R,晴,北西,2,1,2019_12_8,1-6-3,1420,1-3-6,550,1-6,470,1-6,390,2019_12_8_24_4R
22,5,2,3613,角谷健吾,15,48,6.80,2,0.12,24,4R,晴,北西,2,1,2019_12_8,1-6-3,1420,1-3-6,550,1-6,470,1-6,390,2019_12_8_24_4R
23,6,4,4163,山崎裕司,50,69,6.86,5,0.27,24,4R,晴,北西,2,1,2019_12_8,1-6-3,1420,1-3-6,550,1-6,470,1-6,390,2019_12_8_24_4R
24,1,1,4261,岡祐臣,62,54,6.80,1,0.18,24,5R,晴,北,2,1,2019_12_8,1-2-3,930,1-2-3,330,1-2,340,1-2,280,2019_12_8_24_5R
25,2,2,3918,深井利寿,19,56,6.77,2,0.20,24,5R,晴,北,2,1,2019_12_8,1-2-3,930,1-2-3,330,1-2,340,1-2,280,2019_12_8_24_5R
26,3,3,3780,魚谷智之,70,36,6.77,3,0.18,24,5R,晴,北,2,1,2019_12_8,1-2-3,930,1-2-3,330,1-2,340,1-2,280,2019_12_8_24_5R
