,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4574,東潤樹,59,63,7.07,1,0.23,24,1R,晴,西,3,2,2022_7_10,2022_7_10_24_1R
1,2,2,3581,加木郁,24,71,7.06,2,0.15,24,1R,晴,西,3,2,2022_7_10,2022_7_10_24_1R
2,3,3,4562,阪本勇介,75,58,6.98,3,0.38,24,1R,晴,西,3,2,2022_7_10,2022_7_10_24_1R
3,4,5,3843,上之晃弘,72,57,7.09,5,0.20,24,1R,晴,西,3,2,2022_7_10,2022_7_10_24_1R
4,5,4,3734,宮田政勝,21,59,7.05,4,0.18,24,1R,晴,西,3,2,2022_7_10,2022_7_10_24_1R
5,6,6,4695,尾崎雄二,68,81,7.06,6,0.23,24,1R,晴,西,3,2,2022_7_10,2022_7_10_24_1R
6,1,1,4580,長谷川雅和,73,66,7.02,1,0.13,24,2R,晴,西,4,3,2022_7_10,2022_7_10_24_2R
7,2,3,4254,川島圭司,64,11,7.07,3,0.11,24,2R,晴,西,4,3,2022_7_10,2022_7_10_24_2R
8,3,5,3584,佐々木英樹,15,13,7.09,5,0.14,24,2R,晴,西,4,3,2022_7_10,2022_7_10_24_2R
9,4,2,3702,貞兼淳二,27,84,7.12,2,0.08,24,2R,晴,西,4,3,2022_7_10,2022_7_10_24_2R
10,5,4,4635,峰重力也,12,20,7.04,4,0.09,24,2R,晴,西,4,3,2022_7_10,2022_7_10_24_2R
11,6,6,5214,田中宏典,56,62,7.05,6,0.24,24,2R,晴,西,4,3,2022_7_10,2022_7_10_24_2R
12,1,2,2903,山崎毅,17,65,7.13,2,0.05,24,3R,晴,西,3,2,2022_7_10,2022_7_10_24_3R
13,2,4,4762,藤原啓史朗,63,85,7.04,4,0.10,24,3R,晴,西,3,2,2022_7_10,2022_7_10_24_3R
14,3,3,4257,古川健,70,77,7.13,3,0.04,24,3R,晴,西,3,2,2022_7_10,2022_7_10_24_3R
15,4,5,4448,青木玄太,74,69,7.10,5,0.14,24,3R,晴,西,3,2,2022_7_10,2022_7_10_24_3R
16,5,6,4879,山崎鉄平,61,21,7.06,6,0.15,24,3R,晴,西,3,2,2022_7_10,2022_7_10_24_3R
17,1,3,3684,清水攻二,22,64,6.99,3,0.12,24,4R,晴,西,2,1,2022_7_10,2022_7_10_24_4R
18,2,1,3879,中村格,76,14,7.06,1,0.13,24,4R,晴,西,2,1,2022_7_10,2022_7_10_24_4R
19,3,2,3349,吉田一郎,13,79,7.05,2,0.16,24,4R,晴,西,2,1,2022_7_10,2022_7_10_24_4R
20,4,5,4553,坪口竜也,58,15,6.99,5,0.15,24,4R,晴,西,2,1,2022_7_10,2022_7_10_24_4R
21,5,4,4761,山田晃大,57,72,7.07,4,0.08,24,4R,晴,西,2,1,2022_7_10,2022_7_10_24_4R
22,6,6,4410,井上大輔,60,86,7.03,6,0.13,24,4R,晴,西,2,1,2022_7_10,2022_7_10_24_4R
23,1,1,3974,深山祐二,79,83,7.03,1,0.11,24,5R,曇り,西,2,1,2022_7_10,2022_7_10_24_5R
24,2,4,3843,上之晃弘,72,57,7.05,4,0.18,24,5R,曇り,西,2,1,2022_7_10,2022_7_10_24_5R
25,3,3,4566,塩田北斗,81,56,7.01,3,0.14,24,5R,曇り,西,2,1,2022_7_10,2022_7_10_24_5R
26,4,2,3564,桑原啓,20,67,6.98,2,0.15,24,5R,曇り,西,2,1,2022_7_10,2022_7_10_24_5R
27,5,6,4055,吉田俊彦,23,60,7.10,6,0.16,24,5R,曇り,西,2,1,2022_7_10,2022_7_10_24_5R
28,6,5,4685,島村隆幸,65,12,7.08,5,0.11,24,5R,曇り,西,2,1,2022_7_10,2022_7_10_24_5R
29,1,1,4736,高倉和士,26,73,7.05,1,0.23,24,6R,晴,西,2,1,2022_7_10,2022_7_10_24_6R
30,2,6,4025,山本隆幸,18,61,7.03,6,0.21,24,6R,晴,西,2,1,2022_7_10,2022_7_10_24_6R
31,3,4,4710,福田宗平,69,70,7.07,4,0.27,24,6R,晴,西,2,1,2022_7_10,2022_7_10_24_6R
32,4,2,4164,岩永節也,78,82,7.09,2,0.27,24,6R,晴,西,2,1,2022_7_10,2022_7_10_24_6R
33,5,3,4567,上村慎太郎,67,22,7.06,3,0.25,24,6R,晴,西,2,1,2022_7_10,2022_7_10_24_6R
34,6,5,3477,近藤稔也,71,18,7.07,5,0.23,24,6R,晴,西,2,1,2022_7_10,2022_7_10_24_6R
35,1,1,4441,末永由楽,25,19,7.03,1,0.12,24,7R,晴,西,2,1,2022_7_10,2022_7_10_24_7R
36,2,3,3581,加木郁,24,71,7.08,3,0.18,24,7R,晴,西,2,1,2022_7_10,2022_7_10_24_7R
37,3,2,3304,烏野賢太,66,17,7.10,2,0.12,24,7R,晴,西,2,1,2022_7_10,2022_7_10_24_7R
38,4,5,3702,貞兼淳二,27,84,7.11,5,0.07,24,7R,晴,西,2,1,2022_7_10,2022_7_10_24_7R
39,5,4,4257,古川健,70,77,7.14,4,0.07,24,7R,晴,西,2,1,2022_7_10,2022_7_10_24_7R
40,6,6,5208,屋良龍紀,16,76,7.07,6,0.07,24,7R,晴,西,2,1,2022_7_10,2022_7_10_24_7R
41,1,1,4352,下條雄太郎,11,16,7.04,1,0.08,24,8R,晴,西,3,2,2022_7_10,2022_7_10_24_8R
42,2,4,2903,山崎毅,17,65,7.10,4,0.19,24,8R,晴,西,3,2,2022_7_10,2022_7_10_24_8R
43,3,5,4069,山本修一,80,68,7.11,5,0.21,24,8R,晴,西,3,2,2022_7_10,2022_7_10_24_8R
44,4,3,4333,村田友也,77,74,7.16,3,0.13,24,8R,晴,西,3,2,2022_7_10,2022_7_10_24_8R
45,5,2,3370,坪内実,14,80,7.07,2,0.17,24,8R,晴,西,3,2,2022_7_10,2022_7_10_24_8R
46,6,6,4873,蒲原健太,62,78,7.06,6,0.22,24,8R,晴,西,3,2,2022_7_10,2022_7_10_24_8R
47,1,1,4762,藤原啓史朗,63,85,7.01,1,0.12,24,9R,晴,西,3,2,2022_7_10,2022_7_10_24_9R
48,2,3,4553,坪口竜也,58,15,7.01,3,0.17,24,9R,晴,西,3,2,2022_7_10,2022_7_10_24_9R
49,3,4,3684,清水攻二,22,64,7.04,4,0.22,24,9R,晴,西,3,2,2022_7_10,2022_7_10_24_9R
50,4,6,4574,東潤樹,59,63,7.06,6,0.22,24,9R,晴,西,3,2,2022_7_10,2022_7_10_24_9R
51,5,5,4254,川島圭司,64,11,7.07,5,0.18,24,9R,晴,西,3,2,2022_7_10,2022_7_10_24_9R
52,1,1,4025,山本隆幸,18,61,6.96,1,0.18,24,10R,晴,西,2,1,2022_7_10,2022_7_10_24_10R
53,2,4,4685,島村隆幸,65,12,7.06,4,0.19,24,10R,晴,西,2,1,2022_7_10,2022_7_10_24_10R
54,3,2,4448,青木玄太,74,69,7.04,2,0.18,24,10R,晴,西,2,1,2022_7_10,2022_7_10_24_10R
55,4,5,3734,宮田政勝,21,59,7.00,5,0.16,24,10R,晴,西,2,1,2022_7_10,2022_7_10_24_10R
56,5,3,4441,末永由楽,25,19,7.02,3,0.13,24,10R,晴,西,2,1,2022_7_10,2022_7_10_24_10R
57,6,6,3349,吉田一郎,13,79,7.04,6,0.18,24,10R,晴,西,2,1,2022_7_10,2022_7_10_24_10R
58,1,1,4410,井上大輔,60,86,6.94,1,0.05,24,11R,晴,東,2,1,2022_7_10,2022_7_10_24_11R
59,2,2,4352,下條雄太郎,11,16,7.04,2,0.13,24,11R,晴,東,2,1,2022_7_10,2022_7_10_24_11R
60,3,3,4055,吉田俊彦,23,60,7.08,3,0.16,24,11R,晴,東,2,1,2022_7_10,2022_7_10_24_11R
61,4,4,4879,山崎鉄平,61,23,6.98,4,0.20,24,11R,晴,東,2,1,2022_7_10,2022_7_10_24_11R
62,5,6,4736,高倉和士,26,73,7.00,5,0.22,24,11R,晴,東,2,1,2022_7_10,2022_7_10_24_11R
63,6,5,4580,長谷川雅和,73,66,6.99,6,0.15,24,11R,晴,東,2,1,2022_7_10,2022_7_10_24_11R
64,1,1,4710,福田宗平,69,70,6.98,1,0.09,24,12R,晴,南東,2,1,2022_7_10,2022_7_10_24_12R
65,2,5,3304,烏野賢太,66,17,7.06,5,0.11,24,12R,晴,南東,2,1,2022_7_10,2022_7_10_24_12R
66,3,4,4695,尾崎雄二,68,81,7.03,4,0.11,24,12R,晴,南東,2,1,2022_7_10,2022_7_10_24_12R
67,4,3,3564,桑原啓,20,67,6.94,3,0.11,24,12R,晴,南東,2,1,2022_7_10,2022_7_10_24_12R
68,5,2,4069,山本修一,80,68,7.05,2,0.11,24,12R,晴,南東,2,1,2022_7_10,2022_7_10_24_12R
69,6,6,4761,山田晃大,57,72,7.04,6,0.08,24,12R,晴,南東,2,1,2022_7_10,2022_7_10_24_12R
70,1,1,4183,宇野弥生,27,44,6.84,1,0.08,23,1R,晴,北,3,3,2022_7_10,2022_7_10_23_1R
71,2,2,4966,田川大貴,31,92,6.87,2,0.10,23,1R,晴,北,3,3,2022_7_10,2022_7_10_23_1R
72,3,5,3867,松浦勝,21,60,6.84,5,0.10,23,1R,晴,北,3,3,2022_7_10,2022_7_10_23_1R
73,4,4,4285,伴将典,15,45,6.87,4,0.08,23,1R,晴,北,3,3,2022_7_10,2022_7_10_23_1R
74,5,3,5118,野田なづき,14,78,6.91,3,0.09,23,1R,晴,北,3,3,2022_7_10,2022_7_10_23_1R
75,6,6,5221,竹間隆晟,73,70,6.83,6,0.12,23,1R,晴,北,3,3,2022_7_10,2022_7_10_23_1R
76,1,1,4531,武富智亮,68,55,6.86,1,0.05,23,2R,晴,北,2,2,2022_7_10,2022_7_10_23_2R
77,2,4,5039,倉田茂将,75,83,6.96,4,0.03,23,2R,晴,北,2,2,2022_7_10,2022_7_10_23_2R
78,3,3,3775,泉啓文,49,68,6.87,3,0.04,23,2R,晴,北,2,2,2022_7_10,2022_7_10_23_2R
79,4,6,4167,片岡秀樹,20,35,6.96,6,0.02,23,2R,晴,北,2,2,2022_7_10,2022_7_10_23_2R
80,5,5,3617,竹田広樹,41,49,6.89,5,0.06,23,2R,晴,北,2,2,2022_7_10,2022_7_10_23_2R
81,1,1,3543,福田雅一,53,95,6.90,1,0.04,23,3R,晴,北,2,2,2022_7_10,2022_7_10_23_3R
82,2,2,3305,小野信樹,18,62,6.94,2,0.12,23,3R,晴,北,2,2,2022_7_10,2022_7_10_23_3R
83,3,6,5129,山口真喜子,63,52,6.85,6,0.04,23,3R,晴,北,2,2,2022_7_10,2022_7_10_23_3R
84,4,4,4994,山本梨菜,55,82,6.82,4,0.03,23,3R,晴,北,2,2,2022_7_10,2022_7_10_23_3R
85,5,5,4253,西川真人,16,69,6.86,5,0.05,23,3R,晴,北,2,2,2022_7_10,2022_7_10_23_3R
86,6,3,4236,松村敏,74,41,6.84,3,0.06,23,3R,晴,北,2,2,2022_7_10,2022_7_10_23_3R
87,1,1,4006,小野勇作,35,64,6.84,1,0.07,23,4R,晴,北,2,2,2022_7_10,2022_7_10_23_4R
88,2,3,3964,宮地博士,42,91,6.86,4,0.13,23,4R,晴,北,2,2,2022_7_10,2022_7_10_23_4R
89,3,2,4112,大久保信一郎,48,79,6.89,2,0.14,23,4R,晴,北,2,2,2022_7_10,2022_7_10_23_4R
90,4,4,3851,森田昭彦,44,74,6.91,5,0.08,23,4R,晴,北,2,2,2022_7_10,2022_7_10_23_4R
91,5,5,4839,四宮与寛,65,36,6.91,6,0.12,23,4R,晴,北,2,2,2022_7_10,2022_7_10_23_4R
92,6,6,4063,市橋卓士,23,43,6.91,3,0.11,23,4R,晴,北,2,2,2022_7_10,2022_7_10_23_4R
93,1,3,4715,村上遼,28,46,6.83,4,0.15,23,5R,晴,北,2,2,2022_7_10,2022_7_10_23_5R
94,2,5,3070,山室展弘,17,59,6.84,2,0.02,23,5R,晴,北,2,2,2022_7_10,2022_7_10_23_5R
95,3,6,4907,小池修平,58,58,6.80,6,0.17,23,5R,晴,北,2,2,2022_7_10,2022_7_10_23_5R
96,4,2,3867,松浦勝,21,60,6.85,3,0.04,23,5R,晴,北,2,2,2022_7_10,2022_7_10_23_5R
97,5,4,3769,佐竹恒彦,67,84,6.93,5,0.24,23,5R,晴,北,2,2,2022_7_10,2022_7_10_23_5R
98,6,1,4285,伴将典,15,45,6.90,1,0.08,23,5R,晴,北,2,2,2022_7_10,2022_7_10_23_5R
99,1,6,3257,田頭実,22,56,6.91,2,0.12,23,6R,晴,北東,4,4,2022_7_10,2022_7_10_23_6R
100,2,4,4017,向井美鈴,46,50,6.88,5,0.17,23,6R,晴,北東,4,4,2022_7_10,2022_7_10_23_6R
101,3,2,4904,松本一毅,50,54,6.89,3,0.15,23,6R,晴,北東,4,4,2022_7_10,2022_7_10_23_6R
102,4,5,3775,泉啓文,49,68,6.92,6,0.16,23,6R,晴,北東,4,4,2022_7_10,2022_7_10_23_6R
103,5,3,4067,永井源,30,73,6.82,4,0.18,23,6R,晴,北東,4,4,2022_7_10,2022_7_10_23_6R
104,6,1,4538,笠置博之,38,61,6.92,1,0.10,23,6R,晴,北東,4,4,2022_7_10,2022_7_10_23_6R
105,1,3,4760,山崎郡,70,75,6.96,3,0.13,23,7R,晴,北,4,4,2022_7_10,2022_7_10_23_7R
106,2,1,3617,竹田広樹,41,49,6.94,1,0.07,23,7R,晴,北,4,4,2022_7_10,2022_7_10_23_7R
107,3,6,4388,是澤孝宏,52,39,6.95,5,0.17,23,7R,晴,北,4,4,2022_7_10,2022_7_10_23_7R
108,4,4,3722,西村秀樹,47,37,6.88,4,0.14,23,7R,晴,北,4,4,2022_7_10,2022_7_10_23_7R
109,5,2,4088,野田祥子,11,53,6.85,2,0.14,23,7R,晴,北,4,4,2022_7_10,2022_7_10_23_7R
110,1,5,4259,真庭明志,56,72,7.00,4,0.30,23,8R,晴,北東,5,5,2022_7_10,2022_7_10_23_8R
111,2,4,4089,妹尾忠幸,34,51,7.00,1,0.32,23,8R,晴,北東,5,5,2022_7_10,2022_7_10_23_8R
112,3,1,5039,倉田茂将,75,83,7.02,2,0.25,23,8R,晴,北東,5,5,2022_7_10,2022_7_10_23_8R
113,4,2,4839,四宮与寛,65,36,6.91,6,0.09,23,8R,晴,北東,5,5,2022_7_10,2022_7_10_23_8R
114,5,3,4071,古賀千晶,36,63,6.93,3,0.26,23,8R,晴,北東,5,5,2022_7_10,2022_7_10_23_8R
115,6,6,3542,清水紀克,39,42,6.92,5,0.32,23,8R,晴,北東,5,5,2022_7_10,2022_7_10_23_8R
116,1,1,3851,森田昭彦,44,74,6.90,1,0.14,23,9R,晴,北東,5,5,2022_7_10,2022_7_10_23_9R
117,2,4,3964,宮地博士,42,91,6.96,4,0.13,23,9R,晴,北東,5,5,2022_7_10,2022_7_10_23_9R
118,3,6,5111,三村岳人,72,57,6.88,6,0.09,23,9R,晴,北東,5,5,2022_7_10,2022_7_10_23_9R
119,4,3,3508,久富政弘,32,94,6.95,3,0.16,23,9R,晴,北東,5,5,2022_7_10,2022_7_10_23_9R
120,5,2,4994,山本梨菜,55,82,6.87,2,0.12,23,9R,晴,北東,5,5,2022_7_10,2022_7_10_23_9R
121,6,5,3305,小野信樹,18,62,6.99,5,0.09,23,9R,晴,北東,5,5,2022_7_10,2022_7_10_23_9R
122,1,1,4715,村上遼,28,46,6.93,1,0.10,23,10R,晴,北,5,5,2022_7_10,2022_7_10_23_10R
123,2,4,4112,大久保信一郎,48,79,6.89,4,0.16,23,10R,晴,北,5,5,2022_7_10,2022_7_10_23_10R
124,3,2,4017,向井美鈴,46,50,6.90,2,0.14,23,10R,晴,北,5,5,2022_7_10,2022_7_10_23_10R
125,4,6,3543,福田雅一,53,95,6.98,6,0.25,23,10R,晴,北,5,5,2022_7_10,2022_7_10_23_10R
126,5,3,3769,佐竹恒彦,67,84,6.92,3,0.11,23,10R,晴,北,5,5,2022_7_10,2022_7_10_23_10R
127,6,5,4531,武富智亮,68,55,6.89,5,0.16,23,10R,晴,北,5,5,2022_7_10,2022_7_10_23_10R
128,1,2,4388,是澤孝宏,52,39,6.93,2,0.07,23,11R,晴,北東,6,6,2022_7_10,2022_7_10_23_11R
129,2,1,4236,松村敏,74,41,6.90,1,0.05,23,11R,晴,北東,6,6,2022_7_10,2022_7_10_23_11R
130,3,5,4966,田川大貴,31,92,6.97,5,0.15,23,11R,晴,北東,6,6,2022_7_10,2022_7_10_23_11R
131,4,4,4006,小野勇作,35,64,6.91,4,0.17,23,11R,晴,北東,6,6,2022_7_10,2022_7_10_23_11R
132,5,6,4183,宇野弥生,27,44,6.92,6,0.15,23,11R,晴,北東,6,6,2022_7_10,2022_7_10_23_11R
133,6,3,3070,山室展弘,17,59,6.95,3,0.17,23,11R,晴,北東,6,6,2022_7_10,2022_7_10_23_11R
134,1,1,4760,山崎郡,70,75,6.95,1,0.20,23,12R,晴,北東,6,6,2022_7_10,2022_7_10_23_12R
135,2,2,3257,田頭実,22,56,6.96,2,0.19,23,12R,晴,北東,6,6,2022_7_10,2022_7_10_23_12R
136,3,6,4067,永井源,30,73,6.97,5,0.27,23,12R,晴,北東,6,6,2022_7_10,2022_7_10_23_12R
137,4,5,4089,妹尾忠幸,34,51,7.07,6,0.23,23,12R,晴,北東,6,6,2022_7_10,2022_7_10_23_12R
138,5,3,4063,市橋卓士,23,43,7.02,3,0.22,23,12R,晴,北東,6,6,2022_7_10,2022_7_10_23_12R
139,6,4,4907,小池修平,58,58,6.90,4,0.29,23,12R,晴,北東,6,6,2022_7_10,2022_7_10_23_12R
140,1,1,4522,古澤光紀,16,103,6.89,1,0.29,22,1R,晴,北東,3,3,2022_7_10,2022_7_10_22_1R
141,2,3,4753,森照夫,56,151,6.93,3,0.24,22,1R,晴,北東,3,3,2022_7_10,2022_7_10_22_1R
142,3,6,4709,岡村将也,42,147,6.94,6,0.29,22,1R,晴,北東,3,3,2022_7_10,2022_7_10_22_1R
143,4,4,5071,野見山拓己,28,150,6.99,4,0.14,22,1R,晴,北東,3,3,2022_7_10,2022_7_10_22_1R
144,5,2,4638,小林遼太,48,110,6.89,2,0.31,22,1R,晴,北東,3,3,2022_7_10,2022_7_10_22_1R
145,6,5,5212,西川拓利,23,166,7.01,5,0.27,22,1R,晴,北東,3,3,2022_7_10,2022_7_10_22_1R
146,1,3,4521,小池公生,44,165,6.95,3,0.07,22,2R,晴,北東,3,3,2022_7_10,2022_7_10_22_2R
147,2,1,4958,溝口海義也,15,112,6.91,1,0.04,22,2R,晴,北東,3,3,2022_7_10,2022_7_10_22_2R
148,3,6,4674,池田剛規,62,162,6.94,4,0.08,22,2R,晴,北東,3,3,2022_7_10,2022_7_10_22_2R
149,4,2,4727,安部慎一,29,104,6.93,2,0.05,22,2R,晴,北東,3,3,2022_7_10,2022_7_10_22_2R
150,5,5,4180,上野秀和,46,148,6.97,5,0.14,22,2R,晴,北東,3,3,2022_7_10,2022_7_10_22_2R
151,6,4,5177,松井貫太,22,173,6.97,6,0.15,22,2R,晴,北東,3,3,2022_7_10,2022_7_10_22_2R
152,1,2,4424,松尾昂明,58,105,6.85,2,0.13,22,3R,晴,北,2,2,2022_7_10,2022_7_10_22_3R
153,2,1,4737,竹井貴史,74,102,6.86,1,0.16,22,3R,晴,北,2,2,2022_7_10,2022_7_10_22_3R
154,3,3,4204,柴田大輔,71,158,6.87,3,0.19,22,3R,晴,北,2,2,2022_7_10,2022_7_10_22_3R
