,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,5,4750,井上尚悟,29,41,6.83,5,0.19,24,1R,雨,西,1,1,2021_11_21,2021_11_21_24_1R
1,2,2,4038,田中健太郎,57,68,6.91,2,0.21,24,1R,雨,西,1,1,2021_11_21,2021_11_21_24_1R
2,3,3,3723,白井弘文,45,48,6.91,3,0.13,24,1R,雨,西,1,1,2021_11_21,2021_11_21_24_1R
3,4,6,3878,胡本悟志,69,33,6.94,6,0.19,24,1R,雨,西,1,1,2021_11_21,2021_11_21_24_1R
4,5,1,3755,吉村和也,65,14,6.89,1,0.29,24,1R,雨,西,1,1,2021_11_21,2021_11_21_24_1R
5,6,4,5119,真田翔磨,64,37,6.94,4,0.27,24,1R,雨,西,1,1,2021_11_21,2021_11_21_24_1R
6,1,1,3715,倉尾大介,67,45,6.88,1,0.06,24,2R,雨,北西,1,1,2021_11_21,2021_11_21_24_2R
7,2,3,3876,中辻崇人,60,40,6.89,3,0.12,24,2R,雨,北西,1,1,2021_11_21,2021_11_21_24_2R
8,3,2,3584,佐々木英樹,15,71,6.98,2,0.11,24,2R,雨,北西,1,1,2021_11_21,2021_11_21_24_2R
9,4,5,4896,花本剛,11,72,6.89,5,0.06,24,2R,雨,北西,1,1,2021_11_21,2021_11_21_24_2R
10,5,4,5083,柳瀬幹太,43,34,6.94,4,0.08,24,2R,雨,北西,1,1,2021_11_21,2021_11_21_24_2R
11,6,6,3352,小川晃司,35,70,6.93,6,0.16,24,2R,雨,北西,1,1,2021_11_21,2021_11_21_24_2R
12,1,1,3846,藤井理,49,31,6.88,1,0.25,24,3R,雨,北東,2,1,2021_11_21,2021_11_21_24_3R
13,2,2,3539,金子順一,51,46,6.89,2,0.18,24,3R,雨,北東,2,1,2021_11_21,2021_11_21_24_3R
14,3,3,4747,山戸信二,70,61,6.88,3,0.15,24,3R,雨,北東,2,1,2021_11_21,2021_11_21_24_3R
