,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3849,中岡正彦,37,30,6.80,1,0.09,21,1R,晴,南,1,1,2019_1_29,1-3-5,1090,1-3-5,690,1-3,290,1-3,320,2019_1_29_21_1R
1,2,3,4945,上村宏太,14,24,6.72,3,0.09,21,1R,晴,南,1,1,2019_1_29,1-3-5,1090,1-3-5,690,1-3,290,1-3,320,2019_1_29_21_1R
2,3,5,4475,末永祐輝,19,55,6.69,5,0.13,21,1R,晴,南,1,1,2019_1_29,1-3-5,1090,1-3-5,690,1-3,290,1-3,320,2019_1_29_21_1R
3,4,2,4346,前田健太郎,11,11,6.81,2,0.11,21,1R,晴,南,1,1,2019_1_29,1-3-5,1090,1-3-5,690,1-3,290,1-3,320,2019_1_29_21_1R
4,5,6,5014,梶山涼斗,55,35,6.73,6,0.13,21,1R,晴,南,1,1,2019_1_29,1-3-5,1090,1-3-5,690,1-3,290,1-3,320,2019_1_29_21_1R
5,6,4,4932,新開航,61,33,6.73,4,0.11,21,1R,晴,南,1,1,2019_1_29,1-3-5,1090,1-3-5,690,1-3,290,1-3,320,2019_1_29_21_1R
6,1,4,4654,篠田優也,20,54,6.72,5,0.24,21,2R,晴,南,2,2,2019_1_29,4-3-5,88130,3-4-5,18570,4-3,6980,3-4,5960,2019_1_29_21_2R
7,2,3,3974,深山祐二,40,65,6.71,3,0.27,21,2R,晴,南,2,2,2019_1_29,4-3-5,88130,3-4-5,18570,4-3,6980,3-4,5960,2019_1_29_21_2R
8,3,5,4955,福田慶尚,62,13,6.71,6,0.19,21,2R,晴,南,2,2,2019_1_29,4-3-5,88130,3-4-5,18570,4-3,6980,3-4,5960,2019_1_29_21_2R
9,4,1,4351,里岡右貴,52,64,6.73,1,0.30,21,2R,晴,南,2,2,2019_1_29,4-3-5,88130,3-4-5,18570,4-3,6980,3-4,5960,2019_1_29_21_2R
10,5,6,4350,篠崎元志,21,51,6.73,4,0.19,21,2R,晴,南,2,2,2019_1_29,4-3-5,88130,3-4-5,18570,4-3,6980,3-4,5960,2019_1_29_21_2R
11,6,2,4919,吉田翔悟,13,26,6.69,2,0.34,21,2R,晴,南,2,2,2019_1_29,4-3-5,88130,3-4-5,18570,4-3,6980,3-4,5960,2019_1_29_21_2R
12,1,1,4559,西川昌希,57,15,6.71,1,0.19,21,3R,晴,南,1,1,2019_1_29,1-2-3,1350,1-2-3,320,1-2,1010,1-2,400,2019_1_29_21_3R
13,2,2,4521,小池公生,35,38,6.77,2,0.19,21,3R,晴,南,1,1,2019_1_29,1-2-3,1350,1-2-3,320,1-2,1010,1-2,400,2019_1_29_21_3R
14,3,3,3606,川北浩貴 ,3,46,6.73,3,0.24,21,3R,晴,南,1,1,2019_1_29,1-2-3,1350,1-2-3,320,1-2,1010,1-2,400,2019_1_29_21_3R
15,4,5,4220,深川和仁,43,72,6.71,4,0.31,21,3R,晴,南,1,1,2019_1_29,1-2-3,1350,1-2-3,320,1-2,1010,1-2,400,2019_1_29_21_3R
16,5,6,3430,角浜修,36,29,6.76,5,0.31,21,3R,晴,南,1,1,2019_1_29,1-2-3,1350,1-2-3,320,1-2,1010,1-2,400,2019_1_29_21_3R
17,6,4,5029,中亮太,48,57,6.78,6,0.19,21,3R,晴,南,1,1,2019_1_29,1-2-3,1350,1-2-3,320,1-2,1010,1-2,400,2019_1_29_21_3R
18,1,1,3743,林美憲,65,37,6.75,1,0.19,21,4R,晴,東,4,4,2019_1_29,1-2-4,540,1-2-4,310,1-2,200,1-2,170,2019_1_29_21_4R
19,2,2,4043,桐本康臣,33,17,6.76,2,0.21,21,4R,晴,東,4,4,2019_1_29,1-2-4,540,1-2-4,310,1-2,200,1-2,170,2019_1_29_21_4R
20,3,4,4452,松尾祭,30,47,6.75,4,0.21,21,4R,晴,東,4,4,2019_1_29,1-2-4,540,1-2-4,310,1-2,200,1-2,170,2019_1_29_21_4R
21,4,5,3936,三瀬譲 ,4,16,6.73,5,0.21,21,4R,晴,東,4,4,2019_1_29,1-2-4,540,1-2-4,310,1-2,200,1-2,170,2019_1_29_21_4R
22,5,3,4495,森晋太郎,53,60,6.70,3,0.21,21,4R,晴,東,4,4,2019_1_29,1-2-4,540,1-2-4,310,1-2,200,1-2,170,2019_1_29_21_4R
23,6,6,4549,小林文彦,29,45,6.79,6,0.28,21,4R,晴,東,4,4,2019_1_29,1-2-4,540,1-2-4,310,1-2,200,1-2,170,2019_1_29_21_4R
24,1,5,3484,芝田浩治,63,14,6.68,4,0.08,21,5R,晴,東,4,4,2019_1_29,5-6-1,6030,1-5-6,450,5-6,2620,5-6,1610,2019_1_29_21_5R
