,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4901,出口舞有子,25,44,6.70,1,0.22,23,1R,晴,南西,2,2,2021_2_14,2021_2_14_23_1R
1,2,5,4473,藤堂里香,69,56,6.73,5,0.23,23,1R,晴,南西,2,2,2021_2_14,2021_2_14_23_1R
2,3,4,3357,福島陽子,42,50,6.68,4,0.23,23,1R,晴,南西,2,2,2021_2_14,2021_2_14_23_1R
3,4,2,4246,喜多那由夏,34,78,6.68,2,0.23,23,1R,晴,南西,2,2,2021_2_14,2021_2_14_23_1R
4,5,3,4400,加藤奈月,43,90,6.72,3,0.38,23,1R,晴,南西,2,2,2021_2_14,2021_2_14_23_1R
5,6,6,4987,島倉都,39,76,6.81,6,0.17,23,1R,晴,南西,2,2,2021_2_14,2021_2_14_23_1R
6,1,4,4730,土屋実沙希,36,60,6.61,4,0.15,23,2R,晴,南西,2,2,2021_2_14,2021_2_14_23_2R
7,2,1,4773,中川りな,62,68,6.64,1,0.20,23,2R,晴,南西,2,2,2021_2_14,2021_2_14_23_2R
8,3,5,4781,西舘果里,35,33,6.64,5,0.13,23,2R,晴,南西,2,2,2021_2_14,2021_2_14_23_2R
9,4,2,4909,薮内瑞希,29,53,6.65,2,0.29,23,2R,晴,南西,2,2,2021_2_14,2021_2_14_23_2R
10,5,3,5118,野田なづき,64,58,6.59,3,0.33,23,2R,晴,南西,2,2,2021_2_14,2021_2_14_23_2R
11,6,6,5069,山崎小葉音,17,67,6.66,6,0.18,23,2R,晴,南西,2,2,2021_2_14,2021_2_14_23_2R
12,1,1,3994,茶谷桜,44,51,6.68,1,0.18,23,3R,晴,南西,2,2,2021_2_14,2021_2_14_23_3R
13,2,3,4941,孫崎百世,68,69,6.70,3,0.19,23,3R,晴,南西,2,2,2021_2_14,2021_2_14_23_3R
14,3,6,5094,生田波美音,61,80,6.62,6,0.23,23,3R,晴,南西,2,2,2021_2_14,2021_2_14_23_3R
15,4,2,3355,橋谷田佳織,26,79,6.77,2,0.34,23,3R,晴,南西,2,2,2021_2_14,2021_2_14_23_3R
16,5,5,5072,吉田杏美,14,46,6.67,5,0.21,23,3R,晴,南西,2,2,2021_2_14,2021_2_14_23_3R
17,6,4,4997,濱崎寿里矢,24,82,6.74,4,0.17,23,3R,晴,南西,2,2,2021_2_14,2021_2_14_23_3R
18,1,1,5021,計盛光,31,57,6.69,1,0.07,23,4R,晴,西,1,1,2021_2_14,2021_2_14_23_4R
19,2,5,4726,島田なぎさ,18,77,6.71,5,0.09,23,4R,晴,西,1,1,2021_2_14,2021_2_14_23_4R
20,3,4,4825,倉持莉々,65,66,6.70,4,0.10,23,4R,晴,西,1,1,2021_2_14,2021_2_14_23_4R
21,4,6,4349,犬童千秋,27,84,6.68,6,0.06,23,4R,晴,西,1,1,2021_2_14,2021_2_14_23_4R
