,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1R,晴,南,1,2,福岡,2020_3_6,3-1-5,6490,,430,3-1,1750,1-3,220,,,,,,,,,,
1,1R,晴,南,1,2,福岡,2020_3_6,3-1-5,6490,,430,3-1,1750,1-3,220,,,,,,,,,,
2,1R,晴,南,1,2,福岡,2020_3_6,3-1-5,6490,,430,3-1,1750,1-3,220,,,,,,,,,,
3,1R,晴,南,1,2,福岡,2020_3_6,3-1-5,6490,,430,3-1,1750,1-3,220,,,,,,,,,,
4,1R,晴,南,1,2,福岡,2020_3_6,3-1-5,6490,,430,3-1,1750,1-3,220,,,,,,,,,,
5,1R,晴,南,1,2,福岡,2020_3_6,3-1-5,6490,,430,3-1,1750,1-3,220,,,,,,,,,,
6,2R,晴,南,1,2,福岡,2020_3_6,6-4-3,3450,,1240,6-4,980,4-6,720,,,,,,,,,,
7,2R,晴,南,1,2,福岡,2020_3_6,6-4-3,3450,,1240,6-4,980,4-6,720,,,,,,,,,,
8,2R,晴,南,1,2,福岡,2020_3_6,6-4-3,3450,,1240,6-4,980,4-6,720,,,,,,,,,,
9,2R,晴,南,1,2,福岡,2020_3_6,6-4-3,3450,,1240,6-4,980,4-6,720,,,,,,,,,,
10,2R,晴,南,1,2,福岡,2020_3_6,6-4-3,3450,,1240,6-4,980,4-6,720,,,,,,,,,,
11,3R,晴,北,2,3,福岡,2020_3_6,2-1-4,900,,350,2-1,310,1-2,160,,,,,,,,,,
12,3R,晴,北,2,3,福岡,2020_3_6,2-1-4,900,,350,2-1,310,1-2,160,,,,,,,,,,
13,3R,晴,北,2,3,福岡,2020_3_6,2-1-4,900,,350,2-1,310,1-2,160,,,,,,,,,,
14,3R,晴,北,2,3,福岡,2020_3_6,2-1-4,900,,350,2-1,310,1-2,160,,,,,,,,,,
15,3R,晴,北,2,3,福岡,2020_3_6,2-1-4,900,,350,2-1,310,1-2,160,,,,,,,,,,
16,3R,晴,北,2,3,福岡,2020_3_6,2-1-4,900,,350,2-1,310,1-2,160,,,,,,,,,,
17,4R,晴,北,2,3,福岡,2020_3_6,2-5-6,3600,,690,2-5,1010,2-5,300,,,,,,,,,,
18,4R,晴,北,2,3,福岡,2020_3_6,2-5-6,3600,,690,2-5,1010,2-5,300,,,,,,,,,,
19,4R,晴,北,2,3,福岡,2020_3_6,2-5-6,3600,,690,2-5,1010,2-5,300,,,,,,,,,,
20,4R,晴,北,2,3,福岡,2020_3_6,2-5-6,3600,,690,2-5,1010,2-5,300,,,,,,,,,,
21,4R,晴,北,2,3,福岡,2020_3_6,2-5-6,3600,,690,2-5,1010,2-5,300,,,,,,,,,,
22,4R,晴,北,2,3,福岡,2020_3_6,2-5-6,3600,,690,2-5,1010,2-5,300,,,,,,,,,,
23,5R,晴,北,2,3,福岡,2020_3_6,2-4-5,4070,,1810,2-4,1150,2-4,930,,,,,,,,,,
24,5R,晴,北,2,3,福岡,2020_3_6,2-4-5,4070,,1810,2-4,1150,2-4,930,,,,,,,,,,
25,5R,晴,北,2,3,福岡,2020_3_6,2-4-5,4070,,1810,2-4,1150,2-4,930,,,,,,,,,,
26,5R,晴,北,2,3,福岡,2020_3_6,2-4-5,4070,,1810,2-4,1150,2-4,930,,,,,,,,,,
27,5R,晴,北,2,3,福岡,2020_3_6,2-4-5,4070,,1810,2-4,1150,2-4,930,,,,,,,,,,
28,5R,晴,北,2,3,福岡,2020_3_6,2-4-5,4070,,1810,2-4,1150,2-4,930,,,,,,,,,,
29,6R,晴,北,3,3,福岡,2020_3_6,2-3-6,1670,,760,2-3,560,2-3,610,,,,,,,,,,
30,6R,晴,北,3,3,福岡,2020_3_6,2-3-6,1670,,760,2-3,560,2-3,610,,,,,,,,,,
31,6R,晴,北,3,3,福岡,2020_3_6,2-3-6,1670,,760,2-3,560,2-3,610,,,,,,,,,,
32,6R,晴,北,3,3,福岡,2020_3_6,2-3-6,1670,,760,2-3,560,2-3,610,,,,,,,,,,
33,6R,晴,北,3,3,福岡,2020_3_6,2-3-6,1670,,760,2-3,560,2-3,610,,,,,,,,,,
34,6R,晴,北,3,3,福岡,2020_3_6,2-3-6,1670,,760,2-3,560,2-3,610,,,,,,,,,,
35,7R,晴,北,2,3,福岡,2020_3_6,3-2-5,6400,,800,3-2,1100,2-3,270,,,,,,,,,,
36,7R,晴,北,2,3,福岡,2020_3_6,3-2-5,6400,,800,3-2,1100,2-3,270,,,,,,,,,,
37,7R,晴,北,2,3,福岡,2020_3_6,3-2-5,6400,,800,3-2,1100,2-3,270,,,,,,,,,,
38,7R,晴,北,2,3,福岡,2020_3_6,3-2-5,6400,,800,3-2,1100,2-3,270,,,,,,,,,,
39,7R,晴,北,2,3,福岡,2020_3_6,3-2-5,6400,,800,3-2,1100,2-3,270,,,,,,,,,,
40,7R,晴,北,2,3,福岡,2020_3_6,3-2-5,6400,,800,3-2,1100,2-3,270,,,,,,,,,,
41,8R,晴,北,2,3,福岡,2020_3_6,1-3-2,1280,,410,1-3,390,1-3,450,,,,,,,,,,
42,8R,晴,北,2,3,福岡,2020_3_6,1-3-2,1280,,410,1-3,390,1-3,450,,,,,,,,,,
43,8R,晴,北,2,3,福岡,2020_3_6,1-3-2,1280,,410,1-3,390,1-3,450,,,,,,,,,,
