,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4546,浜田亜理沙,14,125,6.85,1,0.27,22,1R,雨,無風,0,1,2021_9_13,2021_9_13_22_1R
1,2,5,3175,渡辺千草,58,122,6.90,5,0.22,22,1R,雨,無風,0,1,2021_9_13,2021_9_13_22_1R
2,3,4,4510,坂本奈央,60,107,6.92,4,0.35,22,1R,雨,無風,0,1,2021_9_13,2021_9_13_22_1R
3,4,3,3280,垣内清美,46,169,6.94,3,0.31,22,1R,雨,無風,0,1,2021_9_13,2021_9_13_22_1R
4,5,2,4791,黒澤めぐみ,32,119,6.90,2,0.19,22,1R,雨,無風,0,1,2021_9_13,2021_9_13_22_1R
5,6,6,4317,木村紗友希,61,108,6.93,6,0.25,22,1R,雨,無風,0,1,2021_9_13,2021_9_13_22_1R
6,1,5,4011,堀之内紀代子,50,163,6.92,5,0.11,22,2R,雨,東,1,1,2021_9_13,2021_9_13_22_2R
7,2,2,3302,谷川里江,65,104,6.92,2,0.14,22,2R,雨,東,1,1,2021_9_13,2021_9_13_22_2R
8,3,6,4784,向井田真紀,49,103,6.87,6,0.11,22,2R,雨,東,1,1,2021_9_13,2021_9_13_22_2R
9,4,1,3604,武藤綾子,62,126,6.89,1,0.24,22,2R,雨,東,1,1,2021_9_13,2021_9_13_22_2R
10,5,4,5146,野田彩加,75,118,6.90,4,0.23,22,2R,雨,東,1,1,2021_9_13,2021_9_13_22_2R
11,6,3,4891,寺島美里,66,116,6.87,3,0.16,22,2R,雨,東,1,1,2021_9_13,2021_9_13_22_2R
12,1,1,4938,小芦るり華,52,115,6.85,1,0.17,22,3R,雨,東,3,3,2021_9_13,2021_9_13_22_3R
13,2,2,4300,加藤綾,38,102,6.88,2,0.21,22,3R,雨,東,3,3,2021_9_13,2021_9_13_22_3R
14,3,4,4726,島田なぎさ,67,111,6.85,4,0.19,22,3R,雨,東,3,3,2021_9_13,2021_9_13_22_3R
15,4,6,5056,西岡成美,19,174,6.83,5,0.14,22,3R,雨,東,3,3,2021_9_13,2021_9_13_22_3R
16,5,3,3207,田村美和,53,117,6.91,3,0.16,22,3R,雨,東,3,3,2021_9_13,2021_9_13_22_3R
17,6,5,5155,内山七海,20,166,6.87,6,0.34,22,3R,雨,東,3,3,2021_9_13,2021_9_13_22_3R
18,1,1,3580,水口由紀,35,121,6.86,1,0.15,22,4R,雨,東,3,3,2021_9_13,2021_9_13_22_4R
19,2,2,3871,池田紫乃,29,171,6.86,2,0.13,22,4R,雨,東,3,3,2021_9_13,2021_9_13_22_4R
