,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,5043,中村日向,22,香川,54,A2,6.20,41.41,3.04,8.33,40.00,31.03,2021_9_12_21_1R,21,1R
1,2,5115,香川颯太,21,滋賀,51,B1,3.00,12.50,0.00,0.00,22.22,26.74,2021_9_12_21_1R,21,1R
2,3,4873,蒲原健太,27,佐賀,51,B1,3.89,16.13,4.90,23.08,22.58,28.24,2021_9_12_21_1R,21,1R
3,4,5053,山口広樹,25,福岡,55,B1,3.82,15.38,1.90,5.13,30.77,35.37,2021_9_12_21_1R,21,1R
4,5,5039,倉田茂将,23,愛知,56,B1,3.27,15.29,0.00,0.00,36.36,24.39,2021_9_12_21_1R,21,1R
5,6,5101,表健太,24,福岡,55,B2,1.49,0.00,1.35,0.00,28.33,32.95,2021_9_12_21_1R,21,1R
6,1,4894,原村拓也,30,香川,52,A2,4.95,31.06,3.67,5.56,43.64,36.26,2021_9_12_21_2R,21,2R
7,2,4985,井本昌也,24,山口,49,B1,4.89,31.46,5.20,30.00,39.44,42.53,2021_9_12_21_2R,21,2R
8,3,5008,羽野諒,24,福岡,52,B1,4.28,18.48,3.50,11.11,30.65,26.51,2021_9_12_21_2R,21,2R
9,4,4776,竹田和哉,27,香川,53,A1,6.29,42.86,5.86,34.00,25.42,33.33,2021_9_12_21_2R,21,2R
10,5,5120,山本稔太,20,愛知,54,B1,4.92,30.67,0.00,0.00,27.42,27.38,2021_9_12_21_2R,21,2R
11,6,4905,土井祥伍,26,大阪,54,B1,4.32,22.55,4.78,33.33,26.47,36.90,2021_9_12_21_2R,21,2R
12,1,4983,前田篤哉,24,愛知,51,A1,6.57,48.39,5.44,44.44,38.33,29.03,2021_9_12_21_3R,21,3R
13,2,5119,真田翔磨,21,福岡,54,B2,1.26,0.00,1.25,0.00,22.95,45.65,2021_9_12_21_3R,21,3R
14,3,4912,中山将太,25,福井,53,A2,5.28,31.71,5.03,32.35,37.31,31.46,2021_9_12_21_3R,21,3R
15,4,4872,山下流心,28,広島,52,B1,5.03,30.77,5.21,20.51,13.85,26.44,2021_9_12_21_3R,21,3R
16,5,4932,新開航,25,福岡,50,A1,7.15,59.09,6.37,46.63,32.73,30.49,2021_9_12_21_3R,21,3R
17,6,4942,柴田朋哉,31,福岡,52,B1,4.98,36.84,4.56,26.67,30.99,36.46,2021_9_12_21_3R,21,3R
18,1,4772,石丸海渡,28,香川,56,A1,6.86,48.89,6.00,40.00,20.00,28.41,2021_9_12_21_4R,21,4R
19,2,5015,高橋竜矢,23,広島,52,A2,5.30,32.14,0.00,0.00,18.03,41.76,2021_9_12_21_4R,21,4R
20,3,4918,川島拓郎,32,静岡,53,B1,5.49,35.14,0.00,0.00,36.92,38.64,2021_9_12_21_4R,21,4R
21,4,4877,鈴谷一平,26,兵庫,55,A2,5.78,41.67,5.40,30.00,30.65,32.10,2021_9_12_21_4R,21,4R
