,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,4174,赤坂俊輔,35,71,6.91,4,0.01,24,1R,雨,南,3,2,2021_4_12,2021_4_12_24_1R
1,2,5,4239,竹田辰也,65,19,6.90,5,0.08,24,1R,雨,南,3,2,2021_4_12,2021_4_12_24_1R
2,3,6,3541,三嶌誠司,19,51,6.97,6,0.13,24,1R,雨,南,3,2,2021_4_12,2021_4_12_24_1R
3,4,1,3685,荒井輝年,17,11,6.91,1,0.16,24,1R,雨,南,3,2,2021_4_12,2021_4_12_24_1R
4,5,2,4080,山崎哲司,13,61,6.98,2,0.11,24,1R,雨,南,3,2,2021_4_12,2021_4_12_24_1R
5,6,3,4754,松尾充,59,35,6.90,3,0.08,24,1R,雨,南,3,2,2021_4_12,2021_4_12_24_1R
6,1,1,3554,仲口博崇,62,70,6.91,1,0.18,24,2R,雨,南,3,2,2021_4_12,2021_4_12_24_2R
7,2,6,4352,下條雄太郎,64,21,6.90,5,0.18,24,2R,雨,南,3,2,2021_4_12,2021_4_12_24_2R
8,3,2,4168,石野貴之,29,33,6.87,2,0.20,24,2R,雨,南,3,2,2021_4_12,2021_4_12_24_2R
9,4,4,4342,谷野錬志,70,74,6.92,4,0.15,24,2R,雨,南,3,2,2021_4_12,2021_4_12_24_2R
10,5,5,4112,大久保信一郎,20,60,6.90,6,0.28,24,2R,雨,南,3,2,2021_4_12,2021_4_12_24_2R
11,6,3,4216,星栄爾,68,17,6.96,3,0.20,24,2R,雨,南,3,2,2021_4_12,2021_4_12_24_2R
12,1,3,3556,田中信一郎,61,58,6.96,3,0.17,24,3R,雨,南東,2,1,2021_4_12,2021_4_12_24_3R
13,2,2,4477,篠崎仁志,14,53,6.99,2,0.11,24,3R,雨,南東,2,1,2021_4_12,2021_4_12_24_3R
14,3,6,4171,榎幸司,72,37,6.95,6,0.28,24,3R,雨,南東,2,1,2021_4_12,2021_4_12_24_3R
15,4,5,4428,有賀達也,12,64,6.94,5,0.18,24,3R,雨,南東,2,1,2021_4_12,2021_4_12_24_3R
16,5,4,4500,山田康二,55,29,6.94,4,0.22,24,3R,雨,南東,2,1,2021_4_12,2021_4_12_24_3R
17,6,1,4413,水摩敦,27,49,7.01,1,0.23,24,3R,雨,南東,2,1,2021_4_12,2021_4_12_24_3R
18,1,1,4028,田村隆信,39,45,6.91,1,0.08,24,4R,雨,南東,3,2,2021_4_12,2021_4_12_24_4R
19,2,4,4531,武富智亮,52,23,6.88,4,0.13,24,4R,雨,南東,3,2,2021_4_12,2021_4_12_24_4R
20,3,2,4324,海野康志郎,73,72,6.88,2,0.09,24,4R,雨,南東,3,2,2021_4_12,2021_4_12_24_4R
21,4,6,3388,今垣光太郎,36,73,6.90,6,0.18,24,4R,雨,南東,3,2,2021_4_12,2021_4_12_24_4R
22,5,5,4074,柳沢一,69,36,6.96,5,0.19,24,4R,雨,南東,3,2,2021_4_12,2021_4_12_24_4R
23,6,3,4305,金子拓矢,30,13,6.94,3,0.09,24,4R,雨,南東,3,2,2021_4_12,2021_4_12_24_4R
24,1,1,4144,石塚久也,33,41,6.94,1,0.08,24,5R,雨,南東,3,2,2021_4_12,2021_4_12_24_5R
25,2,3,4080,山崎哲司,13,61,6.95,3,0.13,24,5R,雨,南東,3,2,2021_4_12,2021_4_12_24_5R
26,3,5,3854,吉川元浩,38,63,6.86,5,0.11,24,5R,雨,南東,3,2,2021_4_12,2021_4_12_24_5R
27,4,2,3780,魚谷智之,75,46,6.86,2,0.11,24,5R,雨,南東,3,2,2021_4_12,2021_4_12_24_5R
28,5,4,4089,妹尾忠幸,66,47,6.92,4,0.11,24,5R,雨,南東,3,2,2021_4_12,2021_4_12_24_5R
29,1,1,4643,近江翔吾,58,44,6.84,1,0.01,24,6R,雨,南東,3,2,2021_4_12,2021_4_12_24_6R
30,2,2,3557,太田和美,67,16,6.91,2,0.07,24,6R,雨,南東,3,2,2021_4_12,2021_4_12_24_6R
31,3,3,4013,中島孝平,28,50,6.93,3,0.07,24,6R,雨,南東,3,2,2021_4_12,2021_4_12_24_6R
32,4,4,3685,荒井輝年,17,11,6.92,4,0.08,24,6R,雨,南東,3,2,2021_4_12,2021_4_12_24_6R
33,5,5,3554,仲口博崇,62,70,6.89,5,0.10,24,6R,雨,南東,3,2,2021_4_12,2021_4_12_24_6R
34,6,6,3897,白井英治,34,27,6.88,6,0.04,24,6R,雨,南東,3,2,2021_4_12,2021_4_12_24_6R
35,1,2,3590,濱野谷憲吾,11,56,6.87,2,0.18,24,7R,雨,南東,2,1,2021_4_12,2021_4_12_24_7R
36,2,5,4342,谷野錬志,70,74,6.90,5,0.20,24,7R,雨,南東,2,1,2021_4_12,2021_4_12_24_7R
37,3,6,4042,丸岡正典,21,40,6.95,6,0.19,24,7R,雨,南東,2,1,2021_4_12,2021_4_12_24_7R
38,4,3,3541,三嶌誠司,19,51,6.93,3,0.21,24,7R,雨,南東,2,1,2021_4_12,2021_4_12_24_7R
39,5,4,4171,榎幸司,72,37,6.95,4,0.22,24,7R,雨,南東,2,1,2021_4_12,2021_4_12_24_7R
40,6,1,4361,柳生泰二,22,76,6.91,1,0.17,24,7R,雨,南東,2,1,2021_4_12,2021_4_12_24_7R
41,1,1,4497,桑原悠,57,25,6.90,1,0.08,24,8R,雨,南東,2,1,2021_4_12,2021_4_12_24_8R
42,2,3,4477,篠崎仁志,14,53,6.93,3,0.06,24,8R,雨,南東,2,1,2021_4_12,2021_4_12_24_8R
43,3,4,4278,藤岡俊介,37,43,6.91,4,0.02,24,8R,雨,南東,2,1,2021_4_12,2021_4_12_24_8R
44,4,2,4174,赤坂俊輔,35,71,6.90,2,0.18,24,8R,雨,南東,2,1,2021_4_12,2021_4_12_24_8R
45,5,5,4324,海野康志郎,73,72,6.91,5,0.07,24,8R,雨,南東,2,1,2021_4_12,2021_4_12_24_8R
46,6,6,4049,荒川健太,25,65,6.94,6,0.14,24,8R,雨,南東,2,1,2021_4_12,2021_4_12_24_8R
47,1,1,3854,吉川元浩,38,63,6.92,1,0.04,24,9R,雨,南東,3,2,2021_4_12,2021_4_12_24_9R
48,2,3,3388,今垣光太郎,36,73,6.94,4,0.10,24,9R,雨,南東,3,2,2021_4_12,2021_4_12_24_9R
