,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4969,町田洸希,44,55,6.91,1,0.15,24,1R,晴,西,1,1,2021_4_26,1-5-6,23720,1-5-6,3720,1-5,1960,1-5,2400,2021_4_26_24_1R
1,2,5,5107,松本真広,53,35,6.89,6,0.18,24,1R,晴,西,1,1,2021_4_26,1-5-6,23720,1-5-6,3720,1-5,1960,1-5,2400,2021_4_26_24_1R
2,3,6,3501,川上昇平,54,43,6.94,2,0.11,24,1R,晴,西,1,1,2021_4_26,1-5-6,23720,1-5-6,3720,1-5,1960,1-5,2400,2021_4_26_24_1R
3,4,2,4004,山本浩輔,73,70,6.86,3,0.21,24,1R,晴,西,1,1,2021_4_26,1-5-6,23720,1-5-6,3720,1-5,1960,1-5,2400,2021_4_26_24_1R
4,5,4,5086,本村大,43,62,6.90,5,0.26,24,1R,晴,西,1,1,2021_4_26,1-5-6,23720,1-5-6,3720,1-5,1960,1-5,2400,2021_4_26_24_1R
5,6,3,4892,柴田直哉,57,19,6.88,4,0.18,24,1R,晴,西,1,1,2021_4_26,1-5-6,23720,1-5-6,3720,1-5,1960,1-5,2400,2021_4_26_24_1R
6,1,2,4715,村上遼,13,13,6.98,2,0.11,24,2R,晴,西,2,1,2021_4_26,2-1-4,840,1-2-4,370,2-1,320,1-2,200,2021_4_26_24_2R
7,2,1,5048,眞鳥康太,67,51,6.90,1,0.14,24,2R,晴,西,2,1,2021_4_26,2-1-4,840,1-2-4,370,2-1,320,1-2,200,2021_4_26_24_2R
8,3,4,4705,吉川勇作,23,21,6.93,4,0.14,24,2R,晴,西,2,1,2021_4_26,2-1-4,840,1-2-4,370,2-1,320,1-2,200,2021_4_26_24_2R
9,4,3,4820,上野励,28,73,6.94,3,0.11,24,2R,晴,西,2,1,2021_4_26,2-1-4,840,1-2-4,370,2-1,320,1-2,200,2021_4_26_24_2R
10,5,5,4753,森照夫,20,16,6.89,5,0.16,24,2R,晴,西,2,1,2021_4_26,2-1-4,840,1-2-4,370,2-1,320,1-2,200,2021_4_26_24_2R
11,6,6,3571,寺本武司,40,68,6.99,6,0.21,24,2R,晴,西,2,1,2021_4_26,2-1-4,840,1-2-4,370,2-1,320,1-2,200,2021_4_26_24_2R
12,1,1,4395,下河雅史,47,25,6.93,1,0.03,24,3R,晴,北西,1,1,2021_4_26,1-3-5,980,1-3-5,400,1-3,270,1-3,160,2021_4_26_24_3R
13,2,3,3944,山口裕二,65,26,6.93,3,0.05,24,3R,晴,北西,1,1,2021_4_26,1-3-5,980,1-3-5,400,1-3,270,1-3,160,2021_4_26_24_3R
14,3,5,4241,大串重幸,71,59,6.93,5,0.19,24,3R,晴,北西,1,1,2021_4_26,1-3-5,980,1-3-5,400,1-3,270,1-3,160,2021_4_26_24_3R
15,4,4,4966,田川大貴,68,31,6.92,4,0.16,24,3R,晴,北西,1,1,2021_4_26,1-3-5,980,1-3-5,400,1-3,270,1-3,160,2021_4_26_24_3R
16,5,6,3906,飯山晃三,31,54,6.92,6,0.25,24,3R,晴,北西,1,1,2021_4_26,1-3-5,980,1-3-5,400,1-3,270,1-3,160,2021_4_26_24_3R
17,6,2,3508,久富政弘,74,18,6.99,2,0.12,24,3R,晴,北西,1,1,2021_4_26,1-3-5,980,1-3-5,400,1-3,270,1-3,160,2021_4_26_24_3R
18,1,1,4919,吉田翔悟,64,75,6.83,1,0.05,24,4R,晴,北西,1,1,2021_4_26,1-4-5,2660,1-4-5,1080,1-4,990,1-4,700,2021_4_26_24_4R
19,2,4,4640,山ノ内雅人,46,60,6.85,4,0.07,24,4R,晴,北西,1,1,2021_4_26,1-4-5,2660,1-4-5,1080,1-4,990,1-4,700,2021_4_26_24_4R
20,3,5,4553,坪口竜也,37,40,6.82,5,0.14,24,4R,晴,北西,1,1,2021_4_26,1-4-5,2660,1-4-5,1080,1-4,990,1-4,700,2021_4_26_24_4R
