,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4004,山本浩輔,52,29,6.95,1,0.19,24,1R,晴,南西,1,1,2020_8_12,2020_8_12_24_1R
1,2,2,4241,大串重幸,34,31,6.98,2,0.14,24,1R,晴,南西,1,1,2020_8_12,2020_8_12_24_1R
2,3,3,4603,谷川将太,36,57,6.98,3,0.23,24,1R,晴,南西,1,1,2020_8_12,2020_8_12_24_1R
3,4,4,4213,重富伸也,57,39,7.01,4,0.16,24,1R,晴,南西,1,1,2020_8_12,2020_8_12_24_1R
4,5,5,4248,岡本大,33,22,7.09,5,0.15,24,1R,晴,南西,1,1,2020_8_12,2020_8_12_24_1R
5,6,6,4919,吉田翔悟,40,18,7.02,6,0.15,24,1R,晴,南西,1,1,2020_8_12,2020_8_12_24_1R
6,1,1,3906,飯山晃三,73,74,6.94,1,0.11,24,2R,晴,南,1,1,2020_8_12,2020_8_12_24_2R
7,2,5,3752,宇土泰就,51,60,6.97,5,0.09,24,2R,晴,南,1,1,2020_8_12,2020_8_12_24_2R
8,3,6,5048,眞鳥康太,49,37,6.97,6,0.12,24,2R,晴,南,1,1,2020_8_12,2020_8_12_24_2R
9,4,3,3151,落合敬一,58,66,7.00,3,0.25,24,2R,晴,南,1,1,2020_8_12,2020_8_12_24_2R
10,5,2,3936,三瀬譲,32,14,7.03,2,0.23,24,2R,晴,南,1,1,2020_8_12,2020_8_12_24_2R
11,6,4,4747,山戸信二,74,34,7.01,4,0.11,24,2R,晴,南,1,1,2020_8_12,2020_8_12_24_2R
12,1,2,4498,宮本夏樹,28,12,6.92,2,0.21,24,3R,晴,南,1,1,2020_8_12,2020_8_12_24_3R
13,2,1,4315,山崎昂介,59,15,6.95,1,0.23,24,3R,晴,南,1,1,2020_8_12,2020_8_12_24_3R
14,3,6,4614,石倉洋行,21,27,6.96,6,0.17,24,3R,晴,南,1,1,2020_8_12,2020_8_12_24_3R
15,4,3,4164,岩永節也,65,44,7.00,3,0.22,24,3R,晴,南,1,1,2020_8_12,2020_8_12_24_3R
16,5,5,4299,中島浩哉,26,32,7.03,5,0.13,24,3R,晴,南,1,1,2020_8_12,2020_8_12_24_3R
17,6,4,3491,富永茂,19,17,7.01,4,0.16,24,3R,晴,南,1,1,2020_8_12,2020_8_12_24_3R
18,1,1,3843,上之晃弘,39,16,6.95,1,0.15,24,4R,晴,南,1,1,2020_8_12,2020_8_12_24_4R
19,2,3,3777,樋口亮,37,33,6.93,3,0.14,24,4R,晴,南,1,1,2020_8_12,2020_8_12_24_4R
20,3,2,4948,木場悠介,69,40,6.98,2,0.16,24,4R,晴,南,1,1,2020_8_12,2020_8_12_24_4R
21,4,6,5071,野見山拓己,61,69,7.01,6,0.14,24,4R,晴,南,1,1,2020_8_12,2020_8_12_24_4R
22,5,5,4424,松尾昂明,24,45,6.93,5,0.11,24,4R,晴,南,1,1,2020_8_12,2020_8_12_24_4R
23,6,4,5009,大賀龍之介,41,30,7.01,4,0.21,24,4R,晴,南,1,1,2020_8_12,2020_8_12_24_4R
24,1,2,4603,谷川将太,36,57,6.99,2,0.16,24,5R,晴,南西,2,1,2020_8_12,2020_8_12_24_5R
25,2,1,4259,真庭明志,63,36,7.04,1,0.14,24,5R,晴,南西,2,1,2020_8_12,2020_8_12_24_5R
26,3,6,4551,三川昂暁,31,38,7.04,6,0.18,24,5R,晴,南西,2,1,2020_8_12,2020_8_12_24_5R
27,4,4,4171,榎幸司,76,61,7.02,4,0.22,24,5R,晴,南西,2,1,2020_8_12,2020_8_12_24_5R
28,5,3,4241,大串重幸,34,31,6.96,3,0.20,24,5R,晴,南西,2,1,2020_8_12,2020_8_12_24_5R
29,6,5,3349,吉田一郎,43,43,7.07,5,0.18,24,5R,晴,南西,2,1,2020_8_12,2020_8_12_24_5R
30,1,1,4096,石橋道友,44,20,6.96,1,0.18,24,6R,晴,南,1,1,2020_8_12,2020_8_12_24_6R
31,2,6,4504,前田将太,22,13,7.01,6,0.15,24,6R,晴,南,1,1,2020_8_12,2020_8_12_24_6R
32,3,3,4299,中島浩哉,26,46,7.03,3,0.19,24,6R,晴,南,1,1,2020_8_12,2020_8_12_24_6R
33,4,2,4919,吉田翔悟,40,18,7.01,2,0.18,24,6R,晴,南,1,1,2020_8_12,2020_8_12_24_6R
34,5,5,3151,落合敬一,58,66,6.98,5,0.24,24,6R,晴,南,1,1,2020_8_12,2020_8_12_24_6R
35,6,4,3936,三瀬譲,32,14,7.00,4,0.25,24,6R,晴,南,1,1,2020_8_12,2020_8_12_24_6R
