,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4163,山崎裕司,38,広島,52,A1,6.14,41.55,5.79,31.25,37.42,0.00,2020_3_23_23_1R,23,1R
1,2,3392,小森信雄,54,三重,52,B1,4.70,27.96,4.63,26.32,42.47,0.00,2020_3_23_23_1R,23,1R
2,3,5006,久保原秀,23,群馬,56,B1,3.25,16.44,4.00,25.00,32.68,0.00,2020_3_23_23_1R,23,1R
3,4,4271,川崎公靖,37,広島,52,B1,5.11,27.19,4.49,24.49,22.50,0.00,2020_3_23_23_1R,23,1R
4,5,5121,定松勇樹,18,佐賀,53,B2,1.39,0.00,1.57,0.00,22.63,0.00,2020_3_23_23_1R,23,1R
5,6,4715,村上遼,27,長崎,51,B2,6.14,48.75,6.16,50.00,29.37,0.00,2020_3_23_23_1R,23,1R
6,1,4926,吉川貴仁,26,三重,50,A2,6.00,42.61,4.06,17.65,20.77,0.00,2020_3_23_23_2R,23,2R
7,2,3024,西島義則,58,広島,56,A1,7.47,61.94,7.50,65.63,30.46,0.00,2020_3_23_23_2R,23,2R
8,3,5032,谷口知優,22,香川,52,B1,2.26,4.30,1.87,4.35,36.81,0.00,2020_3_23_23_2R,23,2R
9,4,4153,佐々木巌,39,山口,58,B2,4.43,20.41,2.43,0.00,30.88,0.00,2020_3_23_23_2R,23,2R
10,5,4144,石塚久也,38,埼玉,53,B1,5.67,36.67,6.93,55.00,48.98,0.00,2020_3_23_23_2R,23,2R
11,6,3585,井川真人,47,岡山,56,B1,3.99,21.24,4.92,28.00,35.53,0.00,2020_3_23_23_2R,23,2R
12,1,4055,吉田俊彦,41,兵庫,54,A1,6.07,37.68,6.58,33.33,19.40,0.00,2020_3_23_23_3R,23,3R
13,2,4107,吉村茂樹,40,群馬,64,B1,4.01,16.81,4.13,13.33,37.96,0.00,2020_3_23_23_3R,23,3R
14,3,3282,池本輝明,53,広島,51,A2,5.21,31.08,5.17,27.66,28.26,0.00,2020_3_23_23_3R,23,3R
15,4,4529,嶋義信,31,香川,55,B1,5.01,31.51,4.75,25.00,32.24,0.00,2020_3_23_23_3R,23,3R
16,5,4981,牧山敦也,23,佐賀,50,B1,3.91,18.92,2.91,9.56,28.00,0.00,2020_3_23_23_3R,23,3R
17,6,4439,近藤友宝,33,埼玉,56,B1,4.43,21.25,3.63,12.50,33.10,0.00,2020_3_23_23_3R,23,3R
18,1,4072,森永淳,39,佐賀,51,A1,5.89,42.02,7.06,59.12,35.86,0.00,2020_3_23_23_4R,23,4R
19,2,3630,黒田誠司,50,静岡,55,B1,4.55,27.45,3.00,10.00,25.69,0.00,2020_3_23_23_4R,23,4R
20,3,4817,渡邉翼,28,山口,48,A2,5.26,28.30,7.00,63.64,26.49,0.00,2020_3_23_23_4R,23,4R
21,4,4393,田中孝明,33,福岡,56,B1,4.82,27.27,6.79,52.63,38.26,0.00,2020_3_23_23_4R,23,4R
22,5,4703,森永隆,32,山口,51,A2,6.49,48.97,5.46,39.29,35.06,0.00,2020_3_23_23_4R,23,4R
23,6,4231,鈴木裕隆,36,愛知,58,B1,4.49,26.21,4.37,26.32,27.15,0.00,2020_3_23_23_4R,23,4R
24,1,3681,山谷央,46,東京,51,A2,6.17,43.52,7.37,63.16,32.17,0.00,2020_3_23_23_5R,23,5R
25,2,4759,今泉友吾,30,東京,51,A1,6.67,48.48,5.00,27.78,30.00,0.00,2020_3_23_23_5R,23,5R
26,3,3548,室田泰史,50,福井,56,A2,5.75,39.60,6.33,52.38,33.55,0.00,2020_3_23_23_5R,23,5R
27,4,3698,小巻良至,47,埼玉,52,B1,3.98,18.97,3.47,5.88,41.61,0.00,2020_3_23_23_5R,23,5R
28,5,4089,妹尾忠幸,39,岡山,54,A2,5.80,35.63,8.40,70.00,44.03,0.00,2020_3_23_23_5R,23,5R
