,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,3,4979,中野夢斗,16,36,6.71,3,0.15,24,1R,晴,北,4,3,2019_11_9,3-1-4,19930,1-3-4,1010,3-1,5100,1-3,940,2019_11_9_24_1R
1,2,1,4241,大串重幸,41,73,6.67,1,0.09,24,1R,晴,北,4,3,2019_11_9,3-1-4,19930,1-3-4,1010,3-1,5100,1-3,940,2019_11_9_24_1R
2,3,4,3970,亀山高雅,15,43,6.68,4,0.11,24,1R,晴,北,4,3,2019_11_9,3-1-4,19930,1-3-4,1010,3-1,5100,1-3,940,2019_11_9_24_1R
3,4,5,3310,金澤一洋,48,52,6.75,5,0.13,24,1R,晴,北,4,3,2019_11_9,3-1-4,19930,1-3-4,1010,3-1,5100,1-3,940,2019_11_9_24_1R
4,5,2,3245,池上裕次,68,14,6.66,2,0.16,24,1R,晴,北,4,3,2019_11_9,3-1-4,19930,1-3-4,1010,3-1,5100,1-3,940,2019_11_9_24_1R
5,6,6,3352,小川晃司,72,25,6.74,6,0.15,24,1R,晴,北,4,3,2019_11_9,3-1-4,19930,1-3-4,1010,3-1,5100,1-3,940,2019_11_9_24_1R
6,1,1,4004,山本浩輔,27,60,6.79,1,0.29,24,2R,晴,北,5,4,2019_11_9,1-3-5,1090,1-3-5,600,1-3,310,1-3,280,2019_11_9_24_2R
7,2,3,4396,大田直弥,51,18,6.76,3,0.31,24,2R,晴,北,5,4,2019_11_9,1-3-5,1090,1-3-5,600,1-3,310,1-3,280,2019_11_9_24_2R
8,3,5,4038,田中健太郎,18,39,6.72,5,0.35,24,2R,晴,北,5,4,2019_11_9,1-3-5,1090,1-3-5,600,1-3,310,1-3,280,2019_11_9_24_2R
9,4,2,4966,田川大貴,54,16,6.61,2,0.33,24,2R,晴,北,5,4,2019_11_9,1-3-5,1090,1-3-5,600,1-3,310,1-3,280,2019_11_9_24_2R
10,5,4,4956,齊藤大将,13,50,6.75,4,0.37,24,2R,晴,北,5,4,2019_11_9,1-3-5,1090,1-3-5,600,1-3,310,1-3,280,2019_11_9_24_2R
11,6,6,3922,菅沼佳昭,57,58,6.62,6,0.39,24,2R,晴,北,5,4,2019_11_9,1-3-5,1090,1-3-5,600,1-3,310,1-3,280,2019_11_9_24_2R
12,1,2,4702,三浦敬太,14,57,6.63,2,0.15,24,3R,晴,北,5,4,2019_11_9,2-1-3,1690,1-2-3,320,2-1,610,1-2,270,2019_11_9_24_3R
13,2,1,3467,森弘行,43,44,6.66,1,0.22,24,3R,晴,北,5,4,2019_11_9,2-1-3,1690,1-2-3,320,2-1,610,1-2,270,2019_11_9_24_3R
