,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,5029,中亮太,25,福岡,53,B1,6.33,50.51,4.56,26.32,47.54,32.73,2022_10_29_24_1R,24,1R
1,2,4368,山口隆史,37,福岡,51,B1,4.21,15.53,5.48,37.50,33.33,34.48,2022_10_29_24_1R,24,1R
2,3,4405,南野利騰,37,福井,53,B1,4.76,23.53,6.27,36.36,49.18,37.50,2022_10_29_24_1R,24,1R
3,4,3734,宮田政勝,49,福岡,54,B1,4.69,30.23,4.60,35.00,51.61,38.89,2022_10_29_24_1R,24,1R
4,5,3731,高濱芳久,49,広島,53,B1,5.46,37.27,5.29,28.57,41.94,35.59,2022_10_29_24_1R,24,1R
5,6,4705,吉川勇作,34,長崎,56,B1,4.75,25.71,4.41,23.91,30.77,29.82,2022_10_29_24_1R,24,1R
6,1,5048,眞鳥康太,28,長崎,56,B1,3.89,11.25,4.19,18.58,37.70,32.76,2022_10_29_24_2R,24,2R
7,2,4724,吉田祐貴,36,佐賀,53,B1,4.14,27.27,3.98,21.54,14.04,26.79,2022_10_29_24_2R,24,2R
8,3,4232,笠雅雄,39,福岡,57,B1,4.35,22.09,4.24,20.69,32.26,36.84,2022_10_29_24_2R,24,2R
9,4,4750,井上尚悟,35,大阪,52,B1,4.15,19.59,4.55,20.00,38.46,33.33,2022_10_29_24_2R,24,2R
10,5,4099,吉永則雄,43,大阪,53,A2,6.22,42.98,6.51,45.71,37.93,28.07,2022_10_29_24_2R,24,2R
11,6,3944,山口裕二,43,長崎,53,A1,6.52,49.57,6.80,52.24,37.70,36.84,2022_10_29_24_2R,24,2R
12,1,4695,尾崎雄二,37,長崎,54,B1,4.85,27.00,4.74,25.62,23.21,27.78,2022_10_29_24_3R,24,3R
13,2,4346,前田健太,37,福岡,55,B1,4.88,28.21,4.32,19.12,38.46,40.00,2022_10_29_24_3R,24,3R
14,3,3890,小宮淳史,47,岡山,56,A2,5.43,33.00,0.00,0.00,24.07,36.21,2022_10_29_24_3R,24,3R
15,4,4252,松下哲也,39,福岡,52,B1,4.36,21.43,4.40,20.00,38.10,33.93,2022_10_29_24_3R,24,3R
16,5,4445,宮地元輝,35,佐賀,56,A1,7.32,59.32,6.74,47.17,38.33,35.71,2022_10_29_24_3R,24,3R
17,6,4166,吉田拡郎,40,岡山,53,A1,7.30,56.52,7.74,62.30,37.29,44.44,2022_10_29_24_3R,24,3R
18,1,3908,重成一人,44,香川,55,A2,7.20,58.59,7.22,44.44,38.71,33.33,2022_10_29_24_4R,24,4R
19,2,4711,前出達吉,32,福井,50,B1,5.53,36.00,5.11,22.22,35.48,25.00,2022_10_29_24_4R,24,4R
20,3,3851,森田昭彦,50,福岡,56,B1,4.24,22.45,3.81,21.43,16.95,32.14,2022_10_29_24_4R,24,4R
21,4,3741,松尾基成,48,福岡,56,B1,4.80,22.43,4.49,22.94,16.67,37.50,2022_10_29_24_4R,24,4R
