,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,2,4855,江頭賢太,48,43,7.12,2,0.08,24,1R,雨,南,5,4,2022_4_26,2022_4_26_24_1R
1,2,1,3151,落合敬一,59,47,7.04,1,0.06,24,1R,雨,南,5,4,2022_4_26,2022_4_26_24_1R
2,3,4,4004,山本浩輔,27,45,7.06,4,0.19,24,1R,雨,南,5,4,2022_4_26,2022_4_26_24_1R
3,4,3,4697,國弘翔平,74,52,7.00,3,0.11,24,1R,雨,南,5,4,2022_4_26,2022_4_26_24_1R
4,5,5,3741,松尾基成,50,24,7.02,5,0.16,24,1R,雨,南,5,4,2022_4_26,2022_4_26_24_1R
5,6,6,3964,宮地博士,19,13,7.05,6,0.18,24,1R,雨,南,5,4,2022_4_26,2022_4_26_24_1R
6,1,3,4299,中島浩哉,56,15,7.02,3,0.11,24,2R,雨,南,5,4,2022_4_26,2022_4_26_24_2R
7,2,2,5055,眞鳥章太,28,27,7.00,2,0.09,24,2R,雨,南,5,4,2022_4_26,2022_4_26_24_2R
8,3,4,3974,深山祐二,20,31,7.05,4,0.15,24,2R,雨,南,5,4,2022_4_26,2022_4_26_24_2R
9,4,1,5011,高木圭大,47,11,6.99,1,0.12,24,2R,雨,南,5,4,2022_4_26,2022_4_26_24_2R
10,5,6,3773,津留浩一郎,72,62,6.96,6,0.15,24,2R,雨,南,5,4,2022_4_26,2022_4_26_24_2R
11,6,5,4315,山崎昂介,16,19,6.92,5,0.15,24,2R,雨,南,5,4,2022_4_26,2022_4_26_24_2R
12,1,1,4966,田川大貴,64,30,7.04,1,0.12,24,3R,雨,南,5,4,2022_4_26,2022_4_26_24_3R
13,2,4,4497,桑原悠,13,56,7.06,2,0.11,24,3R,雨,南,5,4,2022_4_26,2022_4_26_24_3R
14,3,2,5073,上原健次郎,49,53,7.04,5,0.12,24,3R,雨,南,5,4,2022_4_26,2022_4_26_24_3R
