,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4788,小池哲也,31,大阪,54,A2,5.33,36.19,5.10,30.00,10.00,0.00,2020_8_27_22_1R,22,1R
1,2,3571,寺本武司,49,長崎,54,B1,4.19,21.28,3.77,11.54,50.00,0.00,2020_8_27_22_1R,22,1R
2,3,4121,富永修一,38,福岡,51,B1,5.34,35.14,4.99,29.11,26.32,45.45,2020_8_27_22_1R,22,1R
3,4,4636,赤池修平,30,徳島,51,B1,3.61,20.00,4.00,12.50,40.00,40.00,2020_8_27_22_1R,22,1R
4,5,5041,荒牧凪沙,21,福岡,51,B1,3.44,10.26,2.52,4.69,9.09,72.73,2020_8_27_22_1R,22,1R
5,6,5109,川崎智稔,21,岡山,49,B2,1.51,0.00,0.00,0.00,20.00,54.55,2020_8_27_22_1R,22,1R
6,1,3516,吉原聖人,52,広島,50,B1,4.72,27.55,4.31,18.75,0.00,66.67,2020_8_27_22_2R,22,2R
7,2,3825,宮嵜隆太,47,福岡,59,B1,3.54,18.46,5.47,35.71,52.38,42.11,2020_8_27_22_2R,22,2R
8,3,4102,益田啓司,41,福岡,52,A1,6.68,50.70,6.15,43.06,40.00,0.00,2020_8_27_22_2R,22,2R
9,4,3477,近藤稔也,49,徳島,55,B1,4.68,22.68,3.63,8.57,30.00,20.00,2020_8_27_22_2R,22,2R
10,5,4727,安部慎一,33,福岡,51,B1,4.03,20.00,4.81,26.47,15.79,11.11,2020_8_27_22_2R,22,2R
11,6,5036,福田翔吾,22,大阪,52,B1,3.47,13.33,5.00,25.00,22.22,18.18,2020_8_27_22_2R,22,2R
12,1,4868,松本峻,29,福岡,52,B2,4.75,21.82,3.18,3.57,11.11,70.00,2020_8_27_22_3R,22,3R
13,2,3709,田中浩之,46,山口,52,B1,3.61,15.24,4.21,20.59,25.00,22.22,2020_8_27_22_3R,22,3R
14,3,4685,島村隆幸,29,徳島,50,A1,7.09,60.36,6.80,50.00,11.11,40.00,2020_8_27_22_3R,22,3R
15,4,4684,楠原翔太,29,福岡,54,B1,5.01,34.41,4.94,27.71,0.00,35.00,2020_8_27_22_3R,22,3R
16,5,4241,大串重幸,35,長崎,53,B1,4.77,30.93,5.35,40.00,0.00,63.64,2020_8_27_22_3R,22,3R
17,6,4315,山崎昂介,36,長崎,53,B1,4.49,26.80,3.91,22.73,63.64,44.44,2020_8_27_22_3R,22,3R
18,1,4374,永田義紘,36,広島,50,B1,5.00,32.73,4.22,22.22,0.00,0.00,2020_8_27_22_4R,22,4R
19,2,4607,鶴田勇雄,31,福岡,52,B1,5.29,25.42,6.34,43.37,45.45,35.00,2020_8_27_22_4R,22,4R
20,3,3773,津留浩一,46,長崎,55,B1,4.58,23.08,5.07,40.00,11.11,69.23,2020_8_27_22_4R,22,4R
21,4,4189,川上剛,39,福岡,55,A1,6.85,50.00,6.57,41.51,0.00,70.00,2020_8_27_22_4R,22,4R
22,5,3122,高山哲也,58,兵庫,54,B1,4.54,22.02,4.70,25.00,25.00,30.00,2020_8_27_22_4R,22,4R
23,6,4404,岸蔭亮,35,兵庫,52,B1,4.47,32.43,5.33,22.22,40.00,30.00,2020_8_27_22_4R,22,4R
24,1,4636,赤池修平,30,徳島,51,B1,3.61,20.00,4.00,12.50,40.00,40.00,2020_8_27_22_5R,22,5R
25,2,3787,天野誠,48,岡山,52,A2,4.94,31.97,3.65,14.71,66.67,0.00,2020_8_27_22_5R,22,5R
26,3,3919,村上純,45,岡山,51,A2,5.96,41.18,5.36,35.90,40.00,20.00,2020_8_27_22_5R,22,5R
27,4,4000,松本博昭,43,広島,55,A2,5.87,39.52,5.38,34.62,45.45,9.09,2020_8_27_22_5R,22,5R
28,5,5109,川崎智稔,21,岡山,49,B2,1.51,0.00,0.00,0.00,20.00,54.55,2020_8_27_22_5R,22,5R
29,6,3151,落合敬一,56,長崎,56,B1,3.83,11.43,4.00,16.67,10.00,20.00,2020_8_27_22_5R,22,5R
30,1,4727,安部慎一,33,福岡,51,B1,4.03,20.00,4.81,26.47,15.79,11.11,2020_8_27_22_6R,22,6R
31,2,4757,山田祐也,31,徳島,53,A1,6.40,44.90,6.58,54.17,22.22,0.00,2020_8_27_22_6R,22,6R
32,3,3477,近藤稔也,49,徳島,55,B1,4.68,22.68,3.63,8.57,30.00,20.00,2020_8_27_22_6R,22,6R
33,4,4319,三宅潤,35,大阪,54,A2,5.73,39.57,5.50,35.71,20.00,25.00,2020_8_27_22_6R,22,6R
34,5,3571,寺本武司,49,長崎,54,B1,4.19,21.28,3.77,11.54,50.00,0.00,2020_8_27_22_6R,22,6R
35,6,3722,西村秀樹,50,福岡,52,B1,4.04,13.92,4.33,16.67,27.27,50.00,2020_8_27_22_6R,22,6R
36,1,3711,江本真治,46,山口,52,A2,5.92,37.65,4.91,36.36,11.11,60.00,2020_8_27_22_7R,22,7R
37,2,5041,荒牧凪沙,21,福岡,51,B1,3.44,10.26,2.52,4.69,9.09,72.73,2020_8_27_22_7R,22,7R
38,3,4315,山崎昂介,36,長崎,53,B1,4.49,26.80,3.91,22.73,63.64,44.44,2020_8_27_22_7R,22,7R
39,4,3825,宮嵜隆太,47,福岡,59,B1,3.54,18.46,5.47,35.71,52.38,42.11,2020_8_27_22_7R,22,7R
40,5,4121,富永修一,38,福岡,51,B1,5.34,35.14,4.99,29.11,26.32,45.45,2020_8_27_22_7R,22,7R
41,6,3709,田中浩之,46,山口,52,B1,3.61,15.24,4.21,20.59,25.00,22.22,2020_8_27_22_7R,22,7R
42,1,3581,加木郁,47,山口,52,A2,4.79,29.06,6.79,50.00,0.00,54.55,2020_8_27_22_8R,22,8R
43,2,5036,福田翔吾,22,大阪,52,B1,3.47,13.33,5.00,25.00,22.22,18.18,2020_8_27_22_8R,22,8R
44,3,4607,鶴田勇雄,31,福岡,52,B1,5.29,25.42,6.34,43.37,45.45,35.00,2020_8_27_22_8R,22,8R
45,4,4788,小池哲也,31,大阪,54,A2,5.33,36.19,5.10,30.00,10.00,0.00,2020_8_27_22_8R,22,8R
46,5,4374,永田義紘,36,広島,50,B1,5.00,32.73,4.22,22.22,0.00,0.00,2020_8_27_22_8R,22,8R
47,6,5071,野見山拓,26,福岡,52,B2,2.07,5.08,2.11,7.41,15.00,14.29,2020_8_27_22_8R,22,8R
48,1,4404,岸蔭亮,35,兵庫,52,B1,4.47,32.43,5.33,22.22,40.00,30.00,2020_8_27_22_9R,22,9R
49,2,3122,高山哲也,58,兵庫,54,B1,4.54,22.02,4.70,25.00,25.00,30.00,2020_8_27_22_9R,22,9R
50,3,4241,大串重幸,35,長崎,53,B1,4.77,30.93,5.35,40.00,0.00,63.64,2020_8_27_22_9R,22,9R
51,4,3151,落合敬一,56,長崎,56,B1,3.83,11.43,4.00,16.67,10.00,20.00,2020_8_27_22_9R,22,9R
52,5,4868,松本峻,29,福岡,52,B2,4.75,21.82,3.18,3.57,11.11,21.05,2020_8_27_22_9R,22,9R
53,6,3516,吉原聖人,52,広島,50,B1,4.72,27.55,4.31,18.75,0.00,66.67,2020_8_27_22_9R,22,9R
54,1,4102,益田啓司,41,福岡,52,A1,6.68,50.70,6.15,43.06,40.00,0.00,2020_8_27_22_10R,22,10R
55,2,4000,松本博昭,43,広島,55,A2,5.87,39.52,5.38,34.62,45.45,9.09,2020_8_27_22_10R,22,10R
56,3,4684,楠原翔太,29,福岡,54,B1,5.01,34.41,4.94,27.71,0.00,16.67,2020_8_27_22_10R,22,10R
57,4,3711,江本真治,46,山口,52,A2,5.92,37.65,4.91,36.36,11.11,60.00,2020_8_27_22_10R,22,10R
58,5,3773,津留浩一,46,長崎,55,B1,4.58,23.08,5.07,40.00,11.11,69.23,2020_8_27_22_10R,22,10R
59,6,3787,天野誠,48,岡山,52,A2,4.94,31.97,3.65,14.71,66.67,0.00,2020_8_27_22_10R,22,10R
60,1,4189,川上剛,39,福岡,55,A1,6.85,50.00,6.57,41.51,0.00,70.00,2020_8_27_22_11R,22,11R
61,2,4319,三宅潤,35,大阪,54,A2,5.73,39.57,5.50,35.71,20.00,25.00,2020_8_27_22_11R,22,11R
62,3,3581,加木郁,47,山口,52,A2,4.79,29.06,6.79,50.00,0.00,54.55,2020_8_27_22_11R,22,11R
63,4,4685,島村隆幸,29,徳島,50,A1,7.09,60.36,6.80,50.00,11.11,40.00,2020_8_27_22_11R,22,11R
64,5,4757,山田祐也,31,徳島,53,A1,6.40,44.90,6.58,54.17,22.22,0.00,2020_8_27_22_11R,22,11R
65,6,3919,村上純,45,岡山,51,A2,5.96,41.18,5.36,35.90,40.00,20.00,2020_8_27_22_11R,22,11R
66,1,4112,大久保信,40,佐賀,52,A2,5.83,37.01,6.75,50.00,20.00,50.00,2020_8_27_22_12R,22,12R
67,2,4475,末永祐輝,32,山口,52,A2,5.94,41.60,6.05,35.00,80.00,0.00,2020_8_27_22_12R,22,12R
68,3,4624,高田明,35,佐賀,49,A1,6.57,46.43,5.85,40.00,22.22,22.22,2020_8_27_22_12R,22,12R
69,4,4089,妹尾忠幸,39,岡山,53,A2,5.83,34.62,5.26,29.63,0.00,66.67,2020_8_27_22_12R,22,12R
70,5,3737,上平真二,46,広島,53,A1,7.78,60.29,6.58,51.11,0.00,45.45,2020_8_27_22_12R,22,12R
71,6,4713,白神優,29,岡山,53,A1,6.38,48.55,5.32,35.48,33.33,50.00,2020_8_27_22_12R,22,12R
72,1,4288,永田啓二,35,福岡,52,A1,6.47,47.10,6.09,46.51,42.11,35.90,2020_8_27_21_1R,21,1R
73,2,3478,嶋田貴支,49,香川,51,B1,5.38,30.91,5.71,42.86,38.98,19.18,2020_8_27_21_1R,21,1R
