,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4695,尾崎雄二,32,51,7.24,1,0.22,24,1R,雨,南東,5,4,2020_7_6,2020_7_6_24_1R
1,2,6,5085,中村栄治,65,65,7.20,6,0.11,24,1R,雨,南東,5,4,2020_7_6,2020_7_6_24_1R
2,3,4,3714,梶原正,73,76,7.23,4,0.17,24,1R,雨,南東,5,4,2020_7_6,2020_7_6_24_1R
3,4,2,5031,渡辺空依,39,71,7.33,2,0.23,24,1R,雨,南東,5,4,2020_7_6,2020_7_6_24_1R
4,5,5,4041,小林基樹,74,72,7.27,5,0.23,24,1R,雨,南東,5,4,2020_7_6,2020_7_6_24_1R
5,6,3,3058,原義昭,70,20,7.29,3,0.19,24,1R,雨,南東,5,4,2020_7_6,2020_7_6_24_1R
6,1,2,4092,岡部大輔,36,28,7.16,2,0.13,24,2R,雨,南東,3,2,2020_7_6,2020_7_6_24_2R
7,2,3,3726,桂林寛,38,22,7.16,3,0.09,24,2R,雨,南東,3,2,2020_7_6,2020_7_6_24_2R
8,3,1,3976,内田圭,37,53,7.21,1,0.19,24,2R,雨,南東,3,2,2020_7_6,2020_7_6_24_2R
9,4,4,3643,米田隆弘,72,47,7.27,4,0.09,24,2R,雨,南東,3,2,2020_7_6,2020_7_6_24_2R
10,5,6,3928,林恵祐,47,73,7.21,6,0.15,24,2R,雨,南東,3,2,2020_7_6,2020_7_6_24_2R
11,6,5,3843,上之晃弘,52,19,7.09,5,0.16,24,2R,雨,南東,3,2,2020_7_6,2020_7_6_24_2R
12,1,1,4126,吉本玲緒,75,61,7.12,1,0.21,24,3R,雨,南西,6,5,2020_7_6,2020_7_6_24_3R
13,2,5,3741,松尾基成,53,59,7.16,5,0.29,24,3R,雨,南西,6,5,2020_7_6,2020_7_6_24_3R
14,3,3,4583,古田祐貴,40,12,7.13,3,0.18,24,3R,雨,南西,6,5,2020_7_6,2020_7_6_24_3R
15,4,4,4361,柳生泰二,64,66,7.14,4,0.19,24,3R,雨,南西,6,5,2020_7_6,2020_7_6_24_3R
16,5,2,4171,榎幸司,62,75,7.18,2,0.21,24,3R,雨,南西,6,5,2020_7_6,2020_7_6_24_3R
17,6,6,5131,江藤敦宏,41,63,7.16,6,0.41,24,3R,雨,南西,6,5,2020_7_6,2020_7_6_24_3R
18,1,3,4434,田中辰彦,60,67,7.08,3,0.14,24,4R,雨,南,3,2,2020_7_6,2020_7_6_24_4R
19,2,1,4040,廣瀬将亨,43,24,7.10,1,0.07,24,4R,雨,南,3,2,2020_7_6,2020_7_6_24_4R
20,3,5,4136,江夏満,61,48,7.15,5,0.14,24,4R,雨,南,3,2,2020_7_6,2020_7_6_24_4R
21,4,2,4704,河野大,16,70,7.12,2,0.25,24,4R,雨,南,3,2,2020_7_6,2020_7_6_24_4R
22,5,4,3892,草場康幸,54,69,7.14,4,0.19,24,4R,雨,南,3,2,2020_7_6,2020_7_6_24_4R
23,6,6,3891,谷口健一,57,29,7.36,6,0.22,24,4R,雨,南,3,2,2020_7_6,2020_7_6_24_4R
