,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,4537,渡邉和将,31,岡山,53,A1,6.97,53.78,6.60,45.71,0.00,36.59,2021_6_13_21_1R,21,1R
1,2,3627,井上恵一,51,福岡,53,B1,4.92,31.67,4.94,32.93,20.00,30.56,2021_6_13_21_1R,21,1R
2,3,3661,柳瀬興志,51,山口,58,B1,5.40,30.00,4.59,18.18,20.00,17.14,2021_6_13_21_1R,21,1R
3,4,4395,下河雅史,35,福岡,56,B1,4.95,28.57,4.94,26.19,22.22,55.17,2021_6_13_21_1R,21,1R
4,5,4495,森晋太郎,34,福岡,53,B1,4.41,29.11,4.40,27.71,57.14,41.18,2021_6_13_21_1R,21,1R
5,6,4122,安東幸治,39,福岡,55,B1,4.82,26.44,5.16,28.89,28.57,21.88,2021_6_13_21_1R,21,1R
6,1,3900,香川素子,44,滋賀,48,A1,6.19,44.23,7.42,60.47,71.43,5.88,2021_6_13_21_2R,21,2R
7,2,4765,野田部宏,30,福岡,52,B2,3.70,21.28,4.04,17.86,40.00,42.11,2021_6_13_21_2R,21,2R
8,3,4726,島田なぎ,34,埼玉,46,B1,4.88,25.33,4.88,30.00,37.50,42.11,2021_6_13_21_2R,21,2R
9,4,4443,津田裕絵,34,山口,48,A2,5.94,40.34,5.91,33.33,11.11,20.00,2021_6_13_21_2R,21,2R
10,5,4764,小池礼乃,31,福岡,46,B2,4.42,24.18,4.44,27.78,71.43,20.69,2021_6_13_21_2R,21,2R
11,6,5200,筒井美琴,19,福岡,49,B2,1.13,0.00,0.00,0.00,28.57,34.29,2021_6_13_21_2R,21,2R
12,1,3873,別府昌樹,45,広島,53,A2,6.41,45.80,6.36,47.44,0.00,33.33,2021_6_13_21_3R,21,3R
13,2,3752,宇土泰就,50,福岡,52,B1,4.80,18.81,4.33,21.88,42.86,30.43,2021_6_13_21_3R,21,3R
14,3,4189,川上剛,40,福岡,54,A1,6.03,37.74,6.83,53.66,0.00,35.00,2021_6_13_21_3R,21,3R
15,4,3936,三瀬譲,43,長崎,55,B1,3.46,17.02,4.05,16.13,50.00,42.86,2021_6_13_21_3R,21,3R
16,5,3853,岩崎正哉,48,福岡,56,A2,6.31,42.54,6.76,50.93,70.00,22.86,2021_6_13_21_3R,21,3R
17,6,3776,横井健太,46,愛知,54,B1,4.77,22.40,3.96,14.29,28.57,34.29,2021_6_13_21_3R,21,3R
18,1,4069,山本修一,40,岡山,53,A1,6.25,39.05,6.31,47.92,71.43,25.00,2021_6_13_21_4R,21,4R
19,2,2903,山崎毅,61,福岡,50,B1,4.59,23.46,4.63,17.24,0.00,48.65,2021_6_13_21_4R,21,4R
20,3,4435,服部達哉,35,愛知,53,A2,5.61,41.86,5.97,39.39,37.50,18.42,2021_6_13_21_4R,21,4R
21,4,4442,松竹大輔,34,愛知,51,A2,5.88,40.69,6.06,52.94,11.11,43.24,2021_6_13_21_4R,21,4R
22,5,4329,小松卓司,37,福岡,50,B1,5.50,29.25,5.02,27.38,72.73,32.43,2021_6_13_21_4R,21,4R
23,6,5041,荒牧凪沙,22,福岡,52,B1,3.57,16.30,2.43,4.85,70.00,37.84,2021_6_13_21_4R,21,4R
24,1,4191,赤羽克也,39,埼玉,56,A2,5.60,35.65,5.33,44.44,71.43,36.00,2021_6_13_21_5R,21,5R
25,2,3723,白井弘文,50,山口,54,B1,4.04,19.57,0.00,0.00,0.00,26.92,2021_6_13_21_5R,21,5R
