,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,RaceID,場所,R
0,1,3843,上之晃弘,45,長崎,53,B1,5.09,29.73,5.20,33.73,0.00,0.00,2022_7_9_24_1R,24,1R
1,2,4873,蒲原健太,28,佐賀,52,B1,3.30,12.16,3.61,21.43,0.00,0.00,2022_7_9_24_1R,24,1R
2,3,3974,深山祐二,45,佐賀,52,B1,4.15,23.60,3.83,17.50,0.00,0.00,2022_7_9_24_1R,24,1R
3,4,3879,中村格,49,岡山,58,B1,3.89,16.33,5.20,30.00,0.00,33.33,2022_7_9_24_1R,24,1R
4,5,3734,宮田政勝,48,福岡,54,B1,4.67,26.32,4.38,37.50,0.00,0.00,2022_7_9_24_1R,24,1R
5,6,5208,屋良龍紀,24,長崎,53,B2,1.46,0.00,1.91,0.00,12.50,0.00,2022_7_9_24_1R,24,1R
6,1,3584,佐々木英,49,広島,54,B1,4.71,27.45,5.78,35.29,33.33,12.50,2022_7_9_24_2R,24,2R
7,2,4567,上村慎太,34,山口,50,B1,4.63,23.53,3.56,12.50,0.00,37.50,2022_7_9_24_2R,24,2R
8,3,4574,東潤樹,33,広島,53,B1,5.11,24.30,5.07,25.42,0.00,0.00,2022_7_9_24_2R,24,2R
9,4,4333,村田友也,38,徳島,64,B1,3.86,21.59,3.60,13.33,0.00,0.00,2022_7_9_24_2R,24,2R
10,5,5214,田中宏典,23,佐賀,59,B2,1.28,0.00,1.00,0.00,0.00,0.00,2022_7_9_24_2R,24,2R
11,6,3349,吉田一郎,54,長崎,50,A2,6.74,52.08,6.87,54.41,28.57,0.00,2022_7_9_24_2R,24,2R
12,1,3564,桑原啓,52,福岡,53,B1,4.90,34.19,4.77,23.08,40.00,0.00,2022_7_9_24_3R,24,3R
13,2,4710,福田宗平,32,大阪,50,A2,5.88,32.10,5.28,24.00,0.00,0.00,2022_7_9_24_3R,24,3R
14,3,4580,長谷川雅,33,岡山,53,B1,5.44,41.82,5.96,36.96,0.00,0.00,2022_7_9_24_3R,24,3R
