,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4356,長岡良也,51,38,6.60,1,0.15,23,1R,晴,南西,2,2,2021_1_11,2021_1_11_23_1R
1,2,2,4253,西川真人,21,74,6.61,2,0.17,23,1R,晴,南西,2,2,2021_1_11,2021_1_11_23_1R
2,3,3,4153,佐々木巌,68,73,6.64,3,0.18,23,1R,晴,南西,2,2,2021_1_11,2021_1_11_23_1R
3,4,4,5021,計盛光,56,46,6.63,4,0.19,23,1R,晴,南西,2,2,2021_1_11,2021_1_11_23_1R
4,5,5,5058,前原大道,31,65,6.67,5,0.26,23,1R,晴,南西,2,2,2021_1_11,2021_1_11_23_1R
5,6,6,5163,清水愛海,40,48,6.62,6,0.22,23,1R,晴,南西,2,2,2021_1_11,2021_1_11_23_1R
6,1,1,4325,新出浩司,64,56,6.72,1,0.11,23,2R,晴,南,2,2,2021_1_11,2021_1_11_23_2R
7,2,3,4495,森晋太郎,14,70,6.65,3,0.13,23,2R,晴,南,2,2,2021_1_11,2021_1_11_23_2R
8,3,2,3745,橋本年光,49,50,6.67,2,0.12,23,2R,晴,南,2,2,2021_1_11,2021_1_11_23_2R
9,4,5,5088,高憧四季,38,88,6.68,5,0.17,23,2R,晴,南,2,2,2021_1_11,2021_1_11_23_2R
10,5,4,3871,池田紫乃,66,31,6.65,4,0.21,23,2R,晴,南,2,2,2021_1_11,2021_1_11_23_2R
11,6,6,5104,山田丈,29,62,6.73,6,0.30,23,2R,晴,南,2,2,2021_1_11,2021_1_11_23_2R
12,1,3,3548,室田泰史,65,68,6.64,3,0.13,23,3R,晴,南西,4,4,2021_1_11,2021_1_11_23_3R
13,2,1,3935,岩津徹郎,58,57,6.63,1,0.13,23,3R,晴,南西,4,4,2021_1_11,2021_1_11_23_3R
14,3,6,5165,小林愛実,11,78,6.71,6,0.44,23,3R,晴,南西,4,4,2021_1_11,2021_1_11_23_3R
15,4,5,4234,野相弘司,70,84,6.68,5,0.33,23,3R,晴,南西,4,4,2021_1_11,2021_1_11_23_3R
16,5,2,4896,花本剛,34,59,6.64,2,0.16,23,3R,晴,南西,4,4,2021_1_11,2021_1_11_23_3R
17,1,4,3746,岡瀬正人,50,54,6.62,3,0.27,23,4R,晴,南西,4,4,2021_1_11,2021_1_11_23_4R
