,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4045,佐々木裕美,12,153,6.76,1,0.13,22,1R,晴,北,2,3,2021_4_6,2021_4_6_22_1R
1,2,3,4569,中澤宏奈,41,160,6.85,3,0.11,22,1R,晴,北,2,3,2021_4_6,2021_4_6_22_1R
2,3,2,3604,武藤綾子,69,147,6.87,2,0.11,22,1R,晴,北,2,3,2021_4_6,2021_4_6_22_1R
3,4,5,4525,真子奈津実,62,135,6.85,5,0.07,22,1R,晴,北,2,3,2021_4_6,2021_4_6_22_1R
4,5,4,4998,中村かなえ,11,103,6.88,4,0.10,22,1R,晴,北,2,3,2021_4_6,2021_4_6_22_1R
5,6,6,5156,坂野さくら,23,145,6.91,6,0.17,22,1R,晴,北,2,3,2021_4_6,2021_4_6_22_1R
6,1,1,4208,三浦永理,33,116,6.85,1,0.17,22,2R,晴,北東,3,3,2021_4_6,2021_4_6_22_2R
7,2,2,4893,渡邉真奈美,53,139,6.79,2,0.21,22,2R,晴,北東,3,3,2021_4_6,2021_4_6_22_2R
8,3,5,4546,浜田亜理沙,60,120,6.82,5,0.29,22,2R,晴,北東,3,3,2021_4_6,2021_4_6_22_2R
9,4,4,4773,中川りな,49,155,6.85,4,0.25,22,2R,晴,北東,3,3,2021_4_6,2021_4_6_22_2R
10,5,3,4987,島倉都,73,114,6.87,3,0.21,22,2R,晴,北東,3,3,2021_4_6,2021_4_6_22_2R
11,6,6,5164,森田梨湖,26,140,6.90,6,0.33,22,2R,晴,北東,3,3,2021_4_6,2021_4_6_22_2R
12,1,1,3845,中谷朋子,21,150,6.82,1,0.31,22,3R,晴,北東,3,3,2021_4_6,2021_4_6_22_3R
13,2,2,4304,藤崎小百合,63,113,6.92,2,0.29,22,3R,晴,北東,3,3,2021_4_6,2021_4_6_22_3R
14,3,3,4479,矢野真梨菜,27,167,6.87,3,0.27,22,3R,晴,北東,3,3,2021_4_6,2021_4_6_22_3R
15,4,4,3334,角ひとみ,19,105,6.81,4,0.33,22,3R,晴,北東,3,3,2021_4_6,2021_4_6_22_3R
16,5,5,4519,清水沙樹,32,126,6.80,5,0.37,22,3R,晴,北東,3,3,2021_4_6,2021_4_6_22_3R
17,6,6,5144,中尾彩香,45,104,6.87,6,0.36,22,3R,晴,北東,3,3,2021_4_6,2021_4_6_22_3R
18,1,1,4183,宇野弥生,75,149,6.86,1,0.03,22,4R,晴,北東,3,3,2021_4_6,2021_4_6_22_4R
19,2,2,4819,蜂須瑞生,48,151,6.86,2,0.11,22,4R,晴,北東,3,3,2021_4_6,2021_4_6_22_4R
20,3,3,4938,小芦るり華,20,173,6.79,3,0.11,22,4R,晴,北東,3,3,2021_4_6,2021_4_6_22_4R
21,4,4,4984,森下愛梨,58,142,6.88,4,0.11,22,4R,晴,北東,3,3,2021_4_6,2021_4_6_22_4R
22,5,6,4224,大橋栄里佳,17,169,6.89,5,0.11,22,4R,晴,北東,3,3,2021_4_6,2021_4_6_22_4R
23,6,5,5162,松尾怜実,74,172,6.85,6,0.12,22,4R,晴,北東,3,3,2021_4_6,2021_4_6_22_4R
24,1,2,4900,中田夕貴,68,109,6.83,2,0.06,22,5R,晴,北東,3,3,2021_4_6,2021_4_6_22_5R
25,2,1,4994,山本梨菜,22,128,6.86,1,0.08,22,5R,晴,北東,3,3,2021_4_6,2021_4_6_22_5R
26,3,4,5056,西岡成美,43,157,6.80,4,0.03,22,5R,晴,北東,3,3,2021_4_6,2021_4_6_22_5R
27,4,3,3618,海野ゆかり,34,122,6.88,3,0.03,22,5R,晴,北東,3,3,2021_4_6,2021_4_6_22_5R
28,1,1,4845,前田紗希,61,137,6.87,1,0.13,22,6R,晴,北東,3,3,2021_4_6,2021_4_6_22_6R
29,2,2,4546,浜田亜理沙,60,120,6.84,2,0.17,22,6R,晴,北東,3,3,2021_4_6,2021_4_6_22_6R
30,3,3,3188,日高逸子,44,174,6.85,3,0.19,22,6R,晴,北東,3,3,2021_4_6,2021_4_6_22_6R
31,4,4,4569,中澤宏奈,41,160,6.87,4,0.31,22,6R,晴,北東,3,3,2021_4_6,2021_4_6_22_6R
32,5,6,5116,金子七海,29,106,6.88,5,0.38,22,6R,晴,北東,3,3,2021_4_6,2021_4_6_22_6R
33,6,5,5164,森田梨湖,26,140,6.93,6,0.44,22,6R,晴,北東,3,3,2021_4_6,2021_4_6_22_6R
34,1,1,4433,川野芽唯,55,144,6.91,1,0.11,22,7R,晴,北東,3,3,2021_4_6,2021_4_6_22_7R
35,2,3,4773,中川りな,49,155,6.89,3,0.17,22,7R,晴,北東,3,3,2021_4_6,2021_4_6_22_7R
36,3,2,4519,清水沙樹,32,126,6.83,2,0.21,22,7R,晴,北東,3,3,2021_4_6,2021_4_6_22_7R
37,4,4,3604,武藤綾子,69,147,6.93,4,0.18,22,7R,晴,北東,3,3,2021_4_6,2021_4_6_22_7R
38,5,6,4349,犬童千秋,36,124,6.88,6,0.06,22,7R,晴,北東,3,3,2021_4_6,2021_4_6_22_7R
39,6,5,4987,島倉都,73,114,6.89,5,0.08,22,7R,晴,北東,3,3,2021_4_6,2021_4_6_22_7R
40,1,1,4502,遠藤エミ,56,123,6.79,1,0.09,22,8R,晴,北東,3,3,2021_4_6,2021_4_6_22_8R
41,2,2,4525,真子奈津実,62,135,6.83,2,0.12,22,8R,晴,北東,3,3,2021_4_6,2021_4_6_22_8R
42,3,4,4479,矢野真梨菜,27,167,6.85,4,0.22,22,8R,晴,北東,3,3,2021_4_6,2021_4_6_22_8R
43,4,6,5162,松尾怜実,74,172,6.89,6,0.20,22,8R,晴,北東,3,3,2021_4_6,2021_4_6_22_8R
44,5,3,5030,金子千穂,54,170,6.89,3,0.17,22,8R,晴,北東,3,3,2021_4_6,2021_4_6_22_8R
45,6,5,4929,梅内夕貴奈,24,110,6.89,5,0.27,22,8R,晴,北東,3,3,2021_4_6,2021_4_6_22_8R
46,1,3,3334,角ひとみ,19,105,6.87,3,0.21,22,9R,晴,北東,2,2,2021_4_6,2021_4_6_22_9R
