,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3964,宮地博士,62,30,6.90,1,0.14,24,1R,雨,南,1,1,2021_8_17,2021_8_17_24_1R
1,2,4,4771,下寺秀和,61,54,6.97,4,0.15,24,1R,雨,南,1,1,2021_8_17,2021_8_17_24_1R
2,3,2,4969,町田洸希,32,70,6.95,2,0.14,24,1R,雨,南,1,1,2021_8_17,2021_8_17_24_1R
3,4,3,4143,浦田晃嗣,43,28,6.97,3,0.12,24,1R,雨,南,1,1,2021_8_17,2021_8_17_24_1R
4,5,5,3682,切田潤二,15,56,6.95,5,0.18,24,1R,雨,南,1,1,2021_8_17,2021_8_17_24_1R
5,6,6,5131,江藤敦宏,67,26,6.94,6,0.24,24,1R,雨,南,1,1,2021_8_17,2021_8_17_24_1R
6,1,2,4600,井内将太郎,53,75,6.98,3,0.14,24,2R,雨,南,1,1,2021_8_17,2021_8_17_24_2R
7,2,5,4082,濱崎誠,69,61,7.06,6,0.21,24,2R,雨,南,1,1,2021_8_17,2021_8_17_24_2R
8,3,3,5011,高木圭大,41,29,7.03,4,0.14,24,2R,雨,南,1,1,2021_8_17,2021_8_17_24_2R
9,4,4,4603,谷川将太,60,72,6.97,5,0.15,24,2R,雨,南,1,1,2021_8_17,2021_8_17_24_2R
10,5,1,3567,吉岡誠,70,69,7.00,1,0.16,24,2R,雨,南,1,1,2021_8_17,2021_8_17_24_2R
11,6,6,4126,吉本玲緒,68,71,7.13,2,0.12,24,2R,雨,南,1,1,2021_8_17,2021_8_17_24_2R
12,1,1,4747,山戸信二,65,19,6.94,1,0.09,24,3R,曇り,南,2,1,2021_8_17,2021_8_17_24_3R
13,2,2,5048,眞鳥康太,47,74,6.98,2,0.13,24,3R,曇り,南,2,1,2021_8_17,2021_8_17_24_3R
14,3,3,4237,大峯豊,13,15,7.05,3,0.12,24,3R,曇り,南,2,1,2021_8_17,2021_8_17_24_3R
15,4,5,4041,小林基樹,50,25,7.02,5,0.17,24,3R,曇り,南,2,1,2021_8_17,2021_8_17_24_3R
16,5,4,4811,向井田佑紀,46,18,6.98,4,0.13,24,3R,曇り,南,2,1,2021_8_17,2021_8_17_24_3R
17,6,6,5101,表健太,54,16,6.99,6,0.16,24,3R,曇り,南,2,1,2021_8_17,2021_8_17_24_3R
18,1,3,4739,中村晃朋,17,59,6.95,3,0.16,24,4R,曇り,南,1,1,2021_8_17,2021_8_17_24_4R
19,2,2,3025,山口哲治,18,27,6.98,2,0.18,24,4R,曇り,南,1,1,2021_8_17,2021_8_17_24_4R
20,3,4,4821,妻鳥晋也,21,22,6.97,4,0.22,24,4R,曇り,南,1,1,2021_8_17,2021_8_17_24_4R
21,4,5,3427,大賀広幸,75,21,7.01,5,0.25,24,4R,曇り,南,1,1,2021_8_17,2021_8_17_24_4R
22,5,1,4508,野間大樹,12,62,6.97,1,0.17,24,4R,曇り,南,1,1,2021_8_17,2021_8_17_24_4R
23,6,6,4695,尾崎雄二,51,11,7.01,6,0.11,24,4R,曇り,南,1,1,2021_8_17,2021_8_17_24_4R
24,1,3,4980,佐々木完太,48,60,6.92,5,0.17,24,5R,晴,南西,1,1,2021_8_17,2021_8_17_24_5R
25,2,1,4331,三好勇人,63,14,6.94,1,0.02,24,5R,晴,南西,1,1,2021_8_17,2021_8_17_24_5R
26,3,6,4174,赤坂俊輔,76,24,6.94,2,0.15,24,5R,晴,南西,1,1,2021_8_17,2021_8_17_24_5R
27,4,5,4557,松尾光広,72,73,6.98,4,0.21,24,5R,晴,南西,1,1,2021_8_17,2021_8_17_24_5R
28,5,2,4198,沼田克彦,14,76,6.98,3,0.17,24,5R,晴,南西,1,1,2021_8_17,2021_8_17_24_5R
29,6,4,5131,江藤敦宏,67,26,6.95,6,0.11,24,5R,晴,南西,1,1,2021_8_17,2021_8_17_24_5R
30,1,2,4260,中越博紀,66,65,7.02,2,0.15,24,6R,曇り,南西,1,1,2021_8_17,2021_8_17_24_6R
31,2,1,3711,江本真治,71,67,7.01,1,0.11,24,6R,曇り,南西,1,1,2021_8_17,2021_8_17_24_6R
32,3,4,4251,川崎誠志,44,12,7.02,4,0.15,24,6R,曇り,南西,1,1,2021_8_17,2021_8_17_24_6R
