,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,4252,松下哲也,70,35,6.86,4,0.04,24,1R,晴,南,1,1,2021_12_5,2021_12_5_24_1R
1,2,2,4969,町田洸希,69,36,6.84,2,0.11,24,1R,晴,南,1,1,2021_12_5,2021_12_5_24_1R
2,3,6,5129,山口真喜子,76,46,6.84,6,0.10,24,1R,晴,南,1,1,2021_12_5,2021_12_5_24_1R
3,4,5,5048,眞鳥康太,47,67,6.88,5,0.08,24,1R,晴,南,1,1,2021_12_5,2021_12_5_24_1R
4,5,3,4394,永嶋裕一,43,27,6.87,3,0.08,24,1R,晴,南,1,1,2021_12_5,2021_12_5_24_1R
5,6,1,4919,吉田翔悟,46,54,6.83,1,0.11,24,1R,晴,南,1,1,2021_12_5,2021_12_5_24_1R
6,1,4,4352,下條雄太郎,37,20,6.88,4,0.07,24,2R,晴,南東,1,1,2021_12_5,2021_12_5_24_2R
7,2,2,4304,藤崎小百合,29,48,6.89,2,0.12,24,2R,晴,南東,1,1,2021_12_5,2021_12_5_24_2R
8,3,5,4213,重富伸也,56,40,6.80,5,0.06,24,2R,晴,南東,1,1,2021_12_5,2021_12_5_24_2R
9,4,3,4248,岡本大,33,51,6.87,3,0.07,24,2R,晴,南東,1,1,2021_12_5,2021_12_5_24_2R
10,5,1,3884,豊田聡,34,18,6.88,1,0.16,24,2R,晴,南東,1,1,2021_12_5,2021_12_5_24_2R
11,6,6,4555,富永大一,12,34,6.82,6,0.22,24,2R,晴,南東,1,1,2021_12_5,2021_12_5_24_2R
12,1,1,4746,大豆生田蒼,13,21,6.80,1,0.19,24,3R,晴,南東,1,1,2021_12_5,2021_12_5_24_3R
13,2,6,4241,大串重幸,71,62,6.84,6,0.23,24,3R,晴,南東,1,1,2021_12_5,2021_12_5_24_3R
14,3,3,4315,山崎昂介,67,41,6.83,3,0.20,24,3R,晴,南東,1,1,2021_12_5,2021_12_5_24_3R
15,4,4,3527,中嶋誠一郎,58,25,6.88,4,0.19,24,3R,晴,南東,1,1,2021_12_5,2021_12_5_24_3R
16,5,2,4028,田村隆信,19,29,6.84,2,0.16,24,3R,晴,南東,1,1,2021_12_5,2021_12_5_24_3R
17,6,5,3614,谷勝幸,66,73,6.82,5,0.23,24,3R,晴,南東,1,1,2021_12_5,2021_12_5_24_3R
18,1,1,4224,大橋栄里佳,20,24,6.81,1,0.13,24,4R,晴,東,1,1,2021_12_5,2021_12_5_24_4R
19,2,4,4966,田川大貴,57,31,6.79,4,0.11,24,4R,晴,東,1,1,2021_12_5,2021_12_5_24_4R
20,3,2,4491,田中堅,11,22,6.86,2,0.10,24,4R,晴,東,1,1,2021_12_5,2021_12_5_24_4R
21,4,5,5015,高橋竜矢,49,23,6.88,5,0.14,24,4R,晴,東,1,1,2021_12_5,2021_12_5_24_4R
22,5,3,4174,赤坂俊輔,32,12,6.83,3,0.06,24,4R,晴,東,1,1,2021_12_5,2021_12_5_24_4R
23,6,6,3188,日高逸子,74,47,6.83,6,0.12,24,4R,晴,東,1,1,2021_12_5,2021_12_5_24_4R
24,1,6,4208,三浦永理,51,53,6.80,6,0.08,24,5R,晴,南東,1,1,2021_12_5,2021_12_5_24_5R
25,2,1,4718,北川太一,53,16,6.85,1,0.06,24,5R,晴,南東,1,1,2021_12_5,2021_12_5_24_5R
26,3,2,4590,渡邉優美,73,45,6.78,3,0.12,24,5R,晴,南東,1,1,2021_12_5,2021_12_5_24_5R
27,4,5,3307,上瀧和則,40,30,6.80,2,0.07,24,5R,晴,南東,1,1,2021_12_5,2021_12_5_24_5R
28,5,4,4495,森晋太郎,65,44,6.78,5,0.05,24,5R,晴,南東,1,1,2021_12_5,2021_12_5_24_5R
