,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4715,村上遼,13,48,6.86,1,0.18,24,1R,晴,北西,2,1,2022_1_18,2022_1_18_24_1R
1,2,3,4787,椎名豊,48,27,6.84,4,0.14,24,1R,晴,北西,2,1,2022_1_18,2022_1_18_24_1R
2,3,6,3946,赤岩善生,40,21,6.90,2,0.09,24,1R,晴,北西,2,1,2022_1_18,2022_1_18_24_1R
3,4,2,5043,中村日向,68,36,6.81,3,0.15,24,1R,晴,北西,2,1,2022_1_18,2022_1_18_24_1R
4,5,4,4624,高田明,51,67,6.84,5,0.23,24,1R,晴,北西,2,1,2022_1_18,2022_1_18_24_1R
5,6,5,4437,中田元泰,47,47,6.87,6,0.24,24,1R,晴,北西,2,1,2022_1_18,2022_1_18_24_1R
6,1,1,3984,坂口周,39,34,6.84,1,0.08,24,2R,晴,北西,2,1,2022_1_18,2022_1_18_24_2R
7,2,3,3719,辻栄蔵,32,51,6.82,3,0.11,24,2R,晴,北西,2,1,2022_1_18,2022_1_18_24_2R
8,3,4,4075,中野次郎,22,76,6.86,4,0.15,24,2R,晴,北西,2,1,2022_1_18,2022_1_18_24_2R
9,4,5,4427,秦英悟,70,63,6.86,5,0.12,24,2R,晴,北西,2,1,2022_1_18,2022_1_18_24_2R
10,5,2,4356,長岡良也,46,35,6.87,2,0.14,24,2R,晴,北西,2,1,2022_1_18,2022_1_18_24_2R
11,6,6,4174,赤坂俊輔,57,25,6.80,6,0.08,24,2R,晴,北西,2,1,2022_1_18,2022_1_18_24_2R
12,1,1,4342,谷野錬志,55,61,6.88,1,0.11,24,3R,晴,北西,3,2,2022_1_18,2022_1_18_24_3R
13,2,3,4391,松田祐季,56,74,6.88,3,0.16,24,3R,晴,北西,3,2,2022_1_18,2022_1_18_24_3R
14,3,2,4024,井口佳典,24,55,6.78,2,0.23,24,3R,晴,北西,3,2,2022_1_18,2022_1_18_24_3R
15,4,5,4337,平本真之,41,15,6.82,5,0.15,24,3R,晴,北西,3,2,2022_1_18,2022_1_18_24_3R
16,5,4,4308,河村了,59,56,6.84,4,0.19,24,3R,晴,北西,3,2,2022_1_18,2022_1_18_24_3R
17,6,6,4064,原田篤志,37,11,6.81,6,0.19,24,3R,晴,北西,3,2,2022_1_18,2022_1_18_24_3R
18,1,5,4297,山田哲也,72,69,6.80,6,0.11,24,4R,晴,西,3,2,2022_1_18,2022_1_18_24_4R
19,2,1,4237,大峯豊,38,54,6.84,1,0.13,24,4R,晴,西,3,2,2022_1_18,2022_1_18_24_4R
20,3,4,4352,下條雄太郎,50,37,6.90,4,0.22,24,4R,晴,西,3,2,2022_1_18,2022_1_18_24_4R
21,4,2,4528,黒井達矢,17,17,6.88,3,0.15,24,4R,晴,西,3,2,2022_1_18,2022_1_18_24_4R
22,5,3,3388,今垣光太郎,36,57,6.87,5,0.27,24,4R,晴,西,3,2,2022_1_18,2022_1_18_24_4R
23,6,6,3933,山地正樹,28,43,6.79,2,0.17,24,4R,晴,西,3,2,2022_1_18,2022_1_18_24_4R
24,1,4,4437,中田元泰,47,47,6.85,4,0.07,24,5R,晴,西,3,2,2022_1_18,2022_1_18_24_5R
25,2,5,4320,峰竜太,31,53,6.83,5,0.10,24,5R,晴,西,3,2,2022_1_18,2022_1_18_24_5R
26,3,6,4398,船岡洋一郎,60,19,6.89,6,0.16,24,5R,晴,西,3,2,2022_1_18,2022_1_18_24_5R
27,4,3,4049,荒川健太,23,49,6.94,3,0.21,24,5R,晴,西,3,2,2022_1_18,2022_1_18_24_5R
28,5,1,4571,菅章哉,45,68,6.81,1,0.25,24,5R,晴,西,3,2,2022_1_18,2022_1_18_24_5R
29,6,2,4042,丸岡正典,58,75,6.85,2,0.17,24,5R,晴,西,3,2,2022_1_18,2022_1_18_24_5R
30,1,1,4148,枝尾賢,30,60,6.82,1,0.03,24,6R,晴,北,3,2,2022_1_18,2022_1_18_24_6R
31,2,3,4305,金子拓矢,49,16,6.86,3,0.05,24,6R,晴,北,3,2,2022_1_18,2022_1_18_24_6R
32,3,4,4063,市橋卓士,26,64,6.79,4,0.02,24,6R,晴,北,3,2,2022_1_18,2022_1_18_24_6R
33,4,5,4418,茅原悠紀,69,31,6.82,5,0.04,24,6R,晴,北,3,2,2022_1_18,2022_1_18_24_6R
34,5,2,3960,菊地孝平,29,70,6.82,2,0.04,24,6R,晴,北,3,2,2022_1_18,2022_1_18_24_6R
35,6,6,3983,須藤博倫,65,52,6.82,6,0.06,24,6R,晴,北,3,2,2022_1_18,2022_1_18_24_6R
36,1,1,4624,高田明,51,67,6.77,1,0.14,24,7R,晴,北,4,3,2022_1_18,2022_1_18_24_7R
37,2,2,4444,桐生順平,35,29,6.78,2,0.09,24,7R,晴,北,4,3,2022_1_18,2022_1_18_24_7R
38,3,3,4497,桑原悠,12,44,6.81,3,0.11,24,7R,晴,北,4,3,2022_1_18,2022_1_18_24_7R
39,4,5,4356,長岡良也,46,35,6.77,5,0.08,24,7R,晴,北,4,3,2022_1_18,2022_1_18_24_7R
40,5,4,4342,谷野錬志,55,61,6.83,4,0.09,24,7R,晴,北,4,3,2022_1_18,2022_1_18_24_7R
41,6,6,3978,齊藤仁,66,50,6.77,6,0.10,24,7R,晴,北,4,3,2022_1_18,2022_1_18_24_7R
42,1,1,4787,椎名豊,48,27,6.76,1,0.13,24,8R,晴,北東,4,3,2022_1_18,2022_1_18_24_8R
43,2,2,3779,原田幸哉,19,59,6.78,2,0.12,24,8R,晴,北東,4,3,2022_1_18,2022_1_18_24_8R
44,3,4,4237,大峯豊,38,54,6.80,4,0.17,24,8R,晴,北東,4,3,2022_1_18,2022_1_18_24_8R
45,4,5,3984,坂口周,39,34,6.75,5,0.19,24,8R,晴,北東,4,3,2022_1_18,2022_1_18_24_8R
46,5,3,4812,西野雄貴,61,58,6.77,3,0.18,24,8R,晴,北東,4,3,2022_1_18,2022_1_18_24_8R
47,6,6,4802,中田達也,21,13,6.76,6,0.15,24,8R,晴,北東,4,3,2022_1_18,2022_1_18_24_8R
48,1,1,4337,平本真之,41,15,6.80,1,0.13,24,9R,晴,北,3,2,2022_1_18,2022_1_18_24_9R
49,2,5,4361,柳生泰二,76,40,6.75,4,0.06,24,9R,晴,北,3,2,2022_1_18,2022_1_18_24_9R
50,3,6,4352,下條雄太郎,50,37,6.79,5,0.09,24,9R,晴,北,3,2,2022_1_18,2022_1_18_24_9R
51,4,4,4168,石野貴之,74,24,6.73,3,0.12,24,9R,晴,北,3,2,2022_1_18,2022_1_18_24_9R
52,5,3,4571,菅章哉,45,68,6.69,6,0.10,24,9R,晴,北,3,2,2022_1_18,2022_1_18_24_9R
53,6,2,4451,松崎祐太郎,63,20,6.78,2,0.15,24,9R,晴,北,3,2,2022_1_18,2022_1_18_24_9R
54,1,4,3960,菊地孝平,29,70,6.74,4,0.04,24,10R,晴,北,4,3,2022_1_18,2022_1_18_24_10R
55,2,1,4205,山口剛,34,38,6.75,1,0.08,24,10R,晴,北,4,3,2022_1_18,2022_1_18_24_10R
56,3,3,3946,赤岩善生,40,21,6.80,3,0.13,24,10R,晴,北,4,3,2022_1_18,2022_1_18_24_10R
57,4,5,4096,石橋道友,64,32,6.74,5,0.13,24,10R,晴,北,4,3,2022_1_18,2022_1_18_24_10R
58,5,2,4320,峰竜太,31,53,6.73,2,0.14,24,10R,晴,北,4,3,2022_1_18,2022_1_18_24_10R
59,6,6,4391,松田祐季,56,74,6.74,6,0.16,24,10R,晴,北,4,3,2022_1_18,2022_1_18_24_10R
60,1,1,4444,桐生順平,35,29,6.73,1,0.24,24,11R,晴,北,4,3,2022_1_18,2022_1_18_24_11R
61,2,3,3622,山崎智也,25,39,6.76,3,0.27,24,11R,晴,北,4,3,2022_1_18,2022_1_18_24_11R
62,3,5,3388,今垣光太郎,36,57,6.79,5,0.29,24,11R,晴,北,4,3,2022_1_18,2022_1_18_24_11R
63,4,6,4305,金子拓矢,49,16,6.76,6,0.24,24,11R,晴,北,4,3,2022_1_18,2022_1_18_24_11R
64,5,2,4013,中島孝平,33,65,6.76,2,0.25,24,11R,晴,北,4,3,2022_1_18,2022_1_18_24_11R
65,6,4,4064,原田篤志,37,11,6.78,4,0.33,24,11R,晴,北,4,3,2022_1_18,2022_1_18_24_11R
66,1,1,3779,原田幸哉,19,59,6.73,1,0.14,24,12R,晴,北,3,2,2022_1_18,2022_1_18_24_12R
67,2,3,4528,黒井達矢,17,17,6.71,3,0.14,24,12R,晴,北,3,2,2022_1_18,2022_1_18_24_12R
68,3,2,4075,中野次郎,22,76,6.76,2,0.14,24,12R,晴,北,3,2,2022_1_18,2022_1_18_24_12R
69,4,4,4024,井口佳典,24,55,6.74,4,0.12,24,12R,晴,北,3,2,2022_1_18,2022_1_18_24_12R
70,5,5,4497,桑原悠,12,44,6.78,5,0.21,24,12R,晴,北,3,2,2022_1_18,2022_1_18_24_12R
71,6,6,4063,市橋卓士,26,64,6.75,6,0.24,24,12R,晴,北,3,2,2022_1_18,2022_1_18_24_12R
72,1,1,4631,新井英孝,61,16,6.68,1,0.31,19,1R,晴,北,3,3,2022_1_18,2022_1_18_19_1R
73,2,2,4563,齋藤真之,16,18,6.67,2,0.34,19,1R,晴,北,3,3,2022_1_18,2022_1_18_19_1R
74,3,3,4681,太田潮,70,17,6.75,3,0.35,19,1R,晴,北,3,3,2022_1_18,2022_1_18_19_1R
75,4,4,4871,菊池宏志,72,48,6.67,5,0.49,19,1R,晴,北,3,3,2022_1_18,2022_1_18_19_1R
76,5,6,3434,松尾宣邦,57,38,6.75,4,0.37,19,1R,晴,北,3,3,2022_1_18,2022_1_18_19_1R
77,6,5,5171,清水未唯,41,25,6.64,6,0.49,19,1R,晴,北,3,3,2022_1_18,2022_1_18_19_1R
78,1,2,5173,谷口佳蓮,49,54,6.68,2,0.16,19,2R,晴,北,3,3,2022_1_18,2022_1_18_19_2R
79,2,1,3580,水口由紀,66,22,6.72,1,0.15,19,2R,晴,北,3,3,2022_1_18,2022_1_18_19_2R
80,3,6,3925,大田誠,27,42,6.66,6,0.20,19,2R,晴,北,3,3,2022_1_18,2022_1_18_19_2R
81,4,3,3411,池上隆行,34,21,6.72,3,0.19,19,2R,晴,北,3,3,2022_1_18,2022_1_18_19_2R
82,5,5,3902,蜷川哲平,46,55,6.66,4,0.19,19,2R,晴,北,3,3,2022_1_18,2022_1_18_19_2R
83,6,4,4879,山崎鉄平,24,13,6.73,5,0.20,19,2R,晴,北,3,3,2022_1_18,2022_1_18_19_2R
84,1,2,4349,犬童千秋,32,11,6.67,2,0.04,19,3R,晴,北,3,3,2022_1_18,2022_1_18_19_3R
85,2,1,4822,百武翔,13,56,6.75,1,0.05,19,3R,晴,北,3,3,2022_1_18,2022_1_18_19_3R
86,3,3,4086,寺本重宣,12,71,6.74,4,0.17,19,3R,晴,北,3,3,2022_1_18,2022_1_18_19_3R
87,4,6,3297,藤丸光一,52,33,6.66,3,0.12,19,3R,晴,北,3,3,2022_1_18,2022_1_18_19_3R
88,5,4,4826,井上一輝,64,62,6.76,5,0.17,19,3R,晴,北,3,3,2022_1_18,2022_1_18_19_3R
89,6,5,5218,山田理央,45,19,6.72,6,0.24,19,3R,晴,北,3,3,2022_1_18,2022_1_18_19_3R
90,1,1,3815,森岡満郎,48,12,6.64,1,0.05,19,4R,晴,北,2,2,2022_1_18,2022_1_18_19_4R
91,2,2,3606,川北浩貴,20,63,6.65,2,0.08,19,4R,晴,北,2,2,2022_1_18,2022_1_18_19_4R
92,3,3,4739,中村晃朋,36,32,6.66,3,0.10,19,4R,晴,北,2,2,2022_1_18,2022_1_18_19_4R
