,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,3284,渡邊伸太郎,30,36,6.87,1,0.17,23,1R,雨,北,4,4,2021_2_26,2021_2_26_23_1R
1,2,2,3153,前川竜次,40,65,6.89,2,0.19,23,1R,雨,北,4,4,2021_2_26,2021_2_26_23_1R
2,3,5,3361,岡部浩,57,60,6.94,5,0.33,23,1R,雨,北,4,4,2021_2_26,2021_2_26_23_1R
3,4,3,4803,飯田庄吾,41,67,6.83,3,0.15,23,1R,雨,北,4,4,2021_2_26,2021_2_26_23_1R
4,5,4,5081,篠原飛翔,20,62,6.92,4,0.46,23,1R,雨,北,4,4,2021_2_26,2021_2_26_23_1R
5,6,6,5152,丸山祐也,13,87,6.85,6,0.26,23,1R,雨,北,4,4,2021_2_26,2021_2_26_23_1R
6,1,1,4558,宮野仁,29,37,6.86,1,0.15,23,2R,雨,北東,4,4,2021_2_26,2021_2_26_23_2R
7,2,2,4811,向井田佑紀,62,83,6.80,2,0.18,23,2R,雨,北東,4,4,2021_2_26,2021_2_26_23_2R
8,3,3,4533,峰重侑治,42,50,6.87,3,0.16,23,2R,雨,北東,4,4,2021_2_26,2021_2_26_23_2R
9,4,4,4727,安部慎一,54,90,6.86,4,0.11,23,2R,雨,北東,4,4,2021_2_26,2021_2_26_23_2R
10,5,6,5142,常住蓮,26,40,6.88,6,0.08,23,2R,雨,北東,4,4,2021_2_26,2021_2_26_23_2R
11,6,5,5131,江藤敦宏,34,79,6.85,5,0.16,23,2R,雨,北東,4,4,2021_2_26,2021_2_26_23_2R
12,1,3,4857,加藤翔馬,50,42,6.73,3,0.20,23,3R,雨,北,4,4,2021_2_26,2021_2_26_23_3R
13,2,4,3741,松尾基成,49,70,6.78,4,0.20,23,3R,雨,北,4,4,2021_2_26,2021_2_26_23_3R
14,3,1,4288,永田啓二,63,48,6.81,1,0.19,23,3R,雨,北,4,4,2021_2_26,2021_2_26_23_3R
15,4,5,3755,吉村和也,38,75,6.84,5,0.25,23,3R,雨,北,4,4,2021_2_26,2021_2_26_23_3R
16,5,2,4834,浜本裕己,43,74,6.80,2,0.28,23,3R,雨,北,4,4,2021_2_26,2021_2_26_23_3R
17,6,6,5055,眞鳥章太,68,66,6.81,6,0.11,23,3R,雨,北,4,4,2021_2_26,2021_2_26_23_3R
18,1,1,4151,下河誉史,18,58,6.74,1,0.04,23,4R,雨,北東,4,4,2021_2_26,2021_2_26_23_4R
19,2,4,4832,権藤俊光,53,43,6.75,4,0.14,23,4R,雨,北東,4,4,2021_2_26,2021_2_26_23_4R
20,3,3,4332,村上彰一,25,78,6.78,3,0.04,23,4R,雨,北東,4,4,2021_2_26,2021_2_26_23_4R
21,4,2,4158,木場雄二郎,66,46,6.77,2,0.11,23,4R,雨,北東,4,4,2021_2_26,2021_2_26_23_4R
22,5,6,4202,浮田圭浩,64,77,6.74,5,0.15,23,4R,雨,北東,4,4,2021_2_26,2021_2_26_23_4R
23,6,5,3815,森岡満郎,16,52,6.80,6,0.09,23,4R,雨,北東,4,4,2021_2_26,2021_2_26_23_4R
24,1,1,4949,横田貴満,39,35,6.75,1,0.06,23,5R,雨,北東,4,4,2021_2_26,2021_2_26_23_5R
25,2,2,3944,山口裕二,11,80,6.72,2,0.06,23,5R,雨,北東,4,4,2021_2_26,2021_2_26_23_5R
26,3,4,4803,飯田庄吾,41,67,6.77,4,0.13,23,5R,雨,北東,4,4,2021_2_26,2021_2_26_23_5R
27,4,3,3989,熊本英一,12,85,6.75,3,0.13,23,5R,雨,北東,4,4,2021_2_26,2021_2_26_23_5R
28,5,6,5081,篠原飛翔,20,62,6.77,6,0.21,23,5R,雨,北東,4,4,2021_2_26,2021_2_26_23_5R
29,6,5,4319,三宅潤,44,49,6.86,5,0.17,23,5R,雨,北東,4,4,2021_2_26,2021_2_26_23_5R
30,1,6,3473,石川真二,56,34,6.81,1,0.11,23,6R,雨,北東,2,2,2021_2_26,2021_2_26_23_6R
31,2,3,4727,安部慎一,54,90,6.80,4,0.15,23,6R,雨,北東,2,2,2021_2_26,2021_2_26_23_6R
32,3,1,4390,松本弓雄,61,72,6.75,2,0.10,23,6R,雨,北東,2,2,2021_2_26,2021_2_26_23_6R
33,4,2,3361,岡部浩,57,60,6.80,3,0.11,23,6R,雨,北東,2,2,2021_2_26,2021_2_26_23_6R
34,5,5,4381,田路朋史,48,44,6.71,6,0.15,23,6R,雨,北東,2,2,2021_2_26,2021_2_26_23_6R
35,6,4,4558,宮野仁,29,37,6.84,5,0.17,23,6R,雨,北東,2,2,2021_2_26,2021_2_26_23_6R
36,1,1,4753,森照夫,58,73,6.77,1,0.15,23,7R,雨,北,5,5,2021_2_26,2021_2_26_23_7R
37,2,5,5121,定松勇樹,17,88,6.73,5,0.18,23,7R,雨,北,5,5,2021_2_26,2021_2_26_23_7R
38,3,2,4533,峰重侑治,42,50,6.78,2,0.16,23,7R,雨,北,5,5,2021_2_26,2021_2_26_23_7R
39,4,3,2844,田中伸二,35,64,6.80,3,0.21,23,7R,雨,北,5,5,2021_2_26,2021_2_26_23_7R
40,5,4,5055,眞鳥章太,68,66,6.76,4,0.18,23,7R,雨,北,5,5,2021_2_26,2021_2_26_23_7R
41,6,6,4834,浜本裕己,43,74,6.75,6,0.09,23,7R,雨,北,5,5,2021_2_26,2021_2_26_23_7R
42,1,1,4332,村上彰一,25,78,6.83,1,0.13,23,8R,雨,北東,6,6,2021_2_26,2021_2_26_23_8R
43,2,3,3741,松尾基成,49,70,6.79,3,0.09,23,8R,雨,北東,6,6,2021_2_26,2021_2_26_23_8R
44,3,2,3815,森岡満郎,16,52,6.77,2,0.10,23,8R,雨,北東,6,6,2021_2_26,2021_2_26_23_8R
45,4,4,3825,宮嵜隆太郎,21,54,6.76,4,0.07,23,8R,雨,北東,6,6,2021_2_26,2021_2_26_23_8R
46,5,6,5131,江藤敦宏,34,79,6.79,6,0.12,23,8R,雨,北東,6,6,2021_2_26,2021_2_26_23_8R
47,6,5,5142,常住蓮,26,40,6.85,5,0.09,23,8R,雨,北東,6,6,2021_2_26,2021_2_26_23_8R
