,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4117,廣中智紗衣,39,21,6.70,1,0.28,21,1R,晴,北西,3,3,2019_4_2,1-6-5,8120,1-5-6,2260,1-6,2980,1-6,2010,2019_4_2_21_1R
1,2,6,4694,高田綾,30,29,6.81,6,0.17,21,1R,晴,北西,3,3,2019_4_2,1-6-5,8120,1-5-6,2260,1-6,2980,1-6,2010,2019_4_2_21_1R
2,3,5,3580,水口由紀,25,17,6.82,5,0.13,21,1R,晴,北西,3,3,2019_4_2,1-6-5,8120,1-5-6,2260,1-6,2980,1-6,2010,2019_4_2_21_1R
3,4,2,4419,原加央理,63,50,6.75,2,0.27,21,1R,晴,北西,3,3,2019_4_2,1-6-5,8120,1-5-6,2260,1-6,2980,1-6,2010,2019_4_2_21_1R
4,5,4,3142,西茂登子,54,25,6.73,4,0.16,21,1R,晴,北西,3,3,2019_4_2,1-6-5,8120,1-5-6,2260,1-6,2980,1-6,2010,2019_4_2_21_1R
5,6,3,3604,武藤綾子,49,11,6.78,3,0.23,21,1R,晴,北西,3,3,2019_4_2,1-6-5,8120,1-5-6,2260,1-6,2980,1-6,2010,2019_4_2_21_1R
6,1,3,3474,松瀬弘美,38,47,6.71,3,0.15,21,2R,晴,北西,3,3,2019_4_2,3-1-6,6310,1-3-6,1390,3-1,1860,1-3,430,2019_4_2_21_2R
7,2,1,4447,深川麻奈美 ,3,69,6.75,1,0.19,21,2R,晴,北西,3,3,2019_4_2,3-1-6,6310,1-3-6,1390,3-1,1860,1-3,430,2019_4_2_21_2R
8,3,6,4938,小芦るり華,50,14,6.71,5,0.06,21,2R,晴,北西,3,3,2019_4_2,3-1-6,6310,1-3-6,1390,3-1,1860,1-3,430,2019_4_2_21_2R
9,4,4,4885,大山千広,34,74,6.81,4,0.05,21,2R,晴,北西,3,3,2019_4_2,3-1-6,6310,1-3-6,1390,3-1,1860,1-3,430,2019_4_2_21_2R
10,5,2,4744,伊藤玲奈,20,58,6.82,2,0.14,21,2R,晴,北西,3,3,2019_4_2,3-1-6,6310,1-3-6,1390,3-1,1860,1-3,430,2019_4_2_21_2R
11,6,5,5057,上田紗奈 ,1,20,6.72,6,0.11,21,2R,晴,北西,3,3,2019_4_2,3-1-6,6310,1-3-6,1390,3-1,1860,1-3,430,2019_4_2_21_2R
12,1,3,3845,中谷朋子,43,67,6.71,3,0.17,21,3R,晴,北西,3,3,2019_4_2,3-1-4,5710,1-3-4,1340,3-1,860,1-3,170,2019_4_2_21_3R
13,2,1,3900,香川素子,14,57,6.74,1,0.19,21,3R,晴,北西,3,3,2019_4_2,3-1-4,5710,1-3-4,1340,3-1,860,1-3,170,2019_4_2_21_3R
14,3,4,4984,森下愛梨 ,7,56,6.78,4,0.35,21,3R,晴,北西,3,3,2019_4_2,3-1-4,5710,1-3-4,1340,3-1,860,1-3,170,2019_4_2_21_3R
15,4,5,4183,宇野弥生,35,42,6.75,5,0.13,21,3R,晴,北西,3,3,2019_4_2,3-1-4,5710,1-3-4,1340,3-1,860,1-3,170,2019_4_2_21_3R
16,5,2,3177,宮本紀美 ,6,71,6.77,2,0.24,21,3R,晴,北西,3,3,2019_4_2,3-1-4,5710,1-3-4,1340,3-1,860,1-3,170,2019_4_2_21_3R
17,6,6,4929,梅内夕貴奈,59,34,6.75,6,0.21,21,3R,晴,北西,3,3,2019_4_2,3-1-4,5710,1-3-4,1340,3-1,860,1-3,170,2019_4_2_21_3R
18,1,1,3188,日高逸子,42,52,6.69,1,0.06,21,4R,晴,北西,3,3,2019_4_2,1-5-3,5520,1-3-5,2860,1-5,380,1-5,370,2019_4_2_21_4R
19,2,5,4901,出口舞有子,18,35,6.77,5,0.15,21,4R,晴,北西,3,3,2019_4_2,1-5-3,5520,1-3-5,2860,1-5,380,1-5,370,2019_4_2_21_4R
20,3,3,4993,下野京香,24,46,6.76,3,0.09,21,4R,晴,北西,3,3,2019_4_2,1-5-3,5520,1-3-5,2860,1-5,380,1-5,370,2019_4_2_21_4R
21,4,4,4373,若狭奈美子,51,44,6.79,4,0.17,21,4R,晴,北西,3,3,2019_4_2,1-5-3,5520,1-3-5,2860,1-5,380,1-5,370,2019_4_2_21_4R
22,5,6,4670,芦村幸香,44,37,6.69,6,0.27,21,4R,晴,北西,3,3,2019_4_2,1-5-3,5520,1-3-5,2860,1-5,380,1-5,370,2019_4_2_21_4R
