,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,4,4179,広次修 ,7,47,6.58,4,0.08,21,1R,晴,南東,2,2,2022_5_8,2022_5_8_21_1R
1,2,1,4892,柴田直哉,44,30,6.69,1,0.09,21,1R,晴,南東,2,2,2022_5_8,2022_5_8_21_1R
2,3,3,4866,橋本英一 ,6,42,6.72,3,0.11,21,1R,晴,南東,2,2,2022_5_8,2022_5_8_21_1R
3,4,6,4272,大場広孝,15,40,6.66,5,0.11,21,1R,晴,南東,2,2,2022_5_8,2022_5_8_21_1R
4,5,2,4913,清水さくら,34,11,6.72,2,0.13,21,1R,晴,南東,2,2,2022_5_8,2022_5_8_21_1R
5,6,5,5208,屋良龍紀,53,54,6.71,6,0.09,21,1R,晴,南東,2,2,2022_5_8,2022_5_8_21_1R
6,1,1,4301,関裕也,18,13,6.65,1,0.07,21,2R,晴,東,2,2,2022_5_8,2022_5_8_21_2R
7,2,4,4287,今井貴士,50,32,6.74,4,0.14,21,2R,晴,東,2,2,2022_5_8,2022_5_8_21_2R
8,3,6,3964,宮地博士,46,60,6.72,6,0.24,21,2R,晴,東,2,2,2022_5_8,2022_5_8_21_2R
9,4,3,4158,木場雄二郎,30,31,6.66,3,0.16,21,2R,晴,東,2,2,2022_5_8,2022_5_8_21_2R
10,5,2,3773,津留浩一郎,43,46,6.69,2,0.09,21,2R,晴,東,2,2,2022_5_8,2022_5_8_21_2R
11,6,5,5155,内山七海 ,1,68,6.62,5,0.37,21,2R,晴,東,2,2,2022_5_8,2022_5_8_21_2R
12,1,3,4497,桑原悠 ,3,23,6.72,3,0.13,21,3R,晴,東,3,3,2022_5_8,2022_5_8_21_3R
13,2,1,4060,島田一生,52,33,6.65,1,0.13,21,3R,晴,東,3,3,2022_5_8,2022_5_8_21_3R
14,3,5,4370,山口達也,41,16,6.71,4,0.09,21,3R,晴,東,3,3,2022_5_8,2022_5_8_21_3R
15,4,2,3747,國崎良春,14,34,6.76,2,0.15,21,3R,晴,東,3,3,2022_5_8,2022_5_8_21_3R
16,5,6,4709,岡村将也,20,61,6.79,6,0.13,21,3R,晴,東,3,3,2022_5_8,2022_5_8_21_3R
17,6,4,5164,森田梨湖,11,69,6.76,5,0.26,21,3R,晴,東,3,3,2022_5_8,2022_5_8_21_3R
18,1,1,3158,島川光男,24,41,6.64,1,0.15,21,4R,晴,東,3,3,2022_5_8,2022_5_8_21_4R
19,2,4,4122,安東幸治,62,58,6.66,4,0.09,21,4R,晴,東,3,3,2022_5_8,2022_5_8_21_4R
20,3,3,3746,岡瀬正人,10,67,6.66,3,0.15,21,4R,晴,東,3,3,2022_5_8,2022_5_8_21_4R
21,4,5,4336,松田竜馬,54,37,6.69,5,0.13,21,4R,晴,東,3,3,2022_5_8,2022_5_8_21_4R
22,5,2,4005,瀬川公則,17,50,6.67,2,0.17,21,4R,晴,東,3,3,2022_5_8,2022_5_8_21_4R
23,6,6,5177,松井貫太,35,28,6.69,6,0.26,21,4R,晴,東,3,3,2022_5_8,2022_5_8_21_4R
24,1,1,4179,広次修 ,7,47,6.64,1,0.17,21,5R,晴,東,4,4,2022_5_8,2022_5_8_21_5R
25,2,4,4458,抹香雄三 ,8,20,6.70,4,0.21,21,5R,晴,東,4,4,2022_5_8,2022_5_8_21_5R
26,3,2,4848,仲谷颯仁,42,18,6.67,2,0.16,21,5R,晴,東,4,4,2022_5_8,2022_5_8_21_5R
