,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,1,4427,秦英悟,41,41,6.76,1,0.18,23,1R,曇り,南,3,3,2020_7_25,2020_7_25_23_1R
1,2,4,4329,小松卓司,16,38,6.80,4,0.06,23,1R,曇り,南,3,3,2020_7_25,2020_7_25_23_1R
2,3,5,2844,田中伸二,12,76,6.76,5,0.07,23,1R,曇り,南,3,3,2020_7_25,2020_7_25_23_1R
3,4,3,3883,山根大樹,61,66,6.76,3,0.14,23,1R,曇り,南,3,3,2020_7_25,2020_7_25_23_1R
4,5,2,3553,平池仁志,27,84,6.78,2,0.13,23,1R,曇り,南,3,3,2020_7_25,2020_7_25_23_1R
5,6,6,5107,松本真広,35,82,6.80,6,0.07,23,1R,曇り,南,3,3,2020_7_25,2020_7_25_23_1R
6,1,1,4106,坂井康嗣,66,90,6.79,1,0.19,23,2R,曇り,南,3,3,2020_7_25,2020_7_25_23_2R
7,2,2,4703,森永隆,24,85,6.84,2,0.18,23,2R,曇り,南,3,3,2020_7_25,2020_7_25_23_2R
8,3,3,3471,赤峰和也,15,78,6.84,3,0.41,23,2R,曇り,南,3,3,2020_7_25,2020_7_25_23_2R
9,4,4,4708,半田尚也,14,77,6.80,4,0.27,23,2R,曇り,南,3,3,2020_7_25,2020_7_25_23_2R
10,5,6,4950,高岡竜也,11,89,6.86,5,0.24,23,2R,曇り,南,3,3,2020_7_25,2020_7_25_23_2R
11,6,5,5119,真田翔磨,26,46,6.81,6,0.21,23,2R,曇り,南,3,3,2020_7_25,2020_7_25_23_2R
12,1,1,4072,森永淳,54,47,6.80,1,0.21,23,3R,曇り,南,3,3,2020_7_25,2020_7_25_23_3R
13,2,5,3151,落合敬一,68,68,6.86,3,0.29,23,3R,曇り,南,3,3,2020_7_25,2020_7_25_23_3R
14,3,2,3670,古澤信二,44,53,6.82,2,0.29,23,3R,曇り,南,3,3,2020_7_25,2020_7_25_23_3R
15,4,4,3680,森林太,56,59,6.87,5,0.22,23,3R,曇り,南,3,3,2020_7_25,2020_7_25_23_3R
16,5,6,5084,末永和也,18,73,6.78,6,0.23,23,3R,曇り,南,3,3,2020_7_25,2020_7_25_23_3R
17,6,3,4474,渡辺崇,28,40,6.81,4,0.27,23,3R,曇り,南,3,3,2020_7_25,2020_7_25_23_3R
18,1,1,4173,岡谷健吾,67,57,6.73,1,0.12,23,4R,曇り,南,3,3,2020_7_25,2020_7_25_23_4R
19,2,4,4101,三井所尊春,25,37,6.71,4,0.15,23,4R,曇り,南,3,3,2020_7_25,2020_7_25_23_4R
20,3,6,4839,四宮与寛,58,69,6.79,6,0.08,23,4R,曇り,南,3,3,2020_7_25,2020_7_25_23_4R
21,4,3,3187,篠原俊夫,40,61,6.85,3,0.12,23,4R,曇り,南,3,3,2020_7_25,2020_7_25_23_4R
22,5,5,4403,木下大將,63,70,6.81,5,0.11,23,4R,曇り,南,3,3,2020_7_25,2020_7_25_23_4R
23,6,2,4724,吉田祐貴,21,54,6.79,2,0.15,23,4R,曇り,南,3,3,2020_7_25,2020_7_25_23_4R
24,1,4,4108,吉村正明,37,79,6.81,4,0.19,23,5R,曇り,南,3,3,2020_7_25,2020_7_25_23_5R
25,2,6,5048,眞鳥康太,42,64,6.74,6,0.27,23,5R,曇り,南,3,3,2020_7_25,2020_7_25_23_5R
26,3,5,3815,森岡満郎,29,88,6.79,5,0.17,23,5R,曇り,南,3,3,2020_7_25,2020_7_25_23_5R
27,4,1,3998,冨成謙児,39,39,6.75,1,0.28,23,5R,曇り,南,3,3,2020_7_25,2020_7_25_23_5R
28,5,3,3708,岡部貴司,38,45,6.81,3,0.29,23,5R,曇り,南,3,3,2020_7_25,2020_7_25_23_5R
29,6,2,4471,新田泰章,23,60,6.80,2,0.23,23,5R,曇り,南,3,3,2020_7_25,2020_7_25_23_5R
30,1,4,4136,江夏満,46,50,6.77,4,0.17,23,6R,雨,南西,3,3,2020_7_25,2020_7_25_23_6R
31,2,2,3562,山下和彦,48,31,6.71,2,0.19,23,6R,雨,南西,3,3,2020_7_25,2020_7_25_23_6R
