,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,3572,安田政彦,53,53,6.90,1,0.18,24,1R,曇り,西,1,1,2022_5_23,1-4-2,1320,1-2-4,520,1-4,320,1-4,170,2022_5_23_24_1R
1,2,4,5087,佐藤航,49,19,6.90,4,0.19,24,1R,曇り,西,1,1,2022_5_23,1-4-2,1320,1-2-4,520,1-4,320,1-4,170,2022_5_23_24_1R
2,3,2,5102,原田雄次,27,61,6.93,2,0.26,24,1R,曇り,西,1,1,2022_5_23,1-4-2,1320,1-2-4,520,1-4,320,1-4,170,2022_5_23_24_1R
3,4,6,4259,真庭明志,23,27,6.90,6,0.21,24,1R,曇り,西,1,1,2022_5_23,1-4-2,1320,1-2-4,520,1-4,320,1-4,170,2022_5_23_24_1R
4,5,5,4531,武富智亮,21,51,6.97,5,0.23,24,1R,曇り,西,1,1,2022_5_23,1-4-2,1320,1-2-4,520,1-4,320,1-4,170,2022_5_23_24_1R
5,6,3,3726,桂林寛,61,18,6.93,3,0.22,24,1R,曇り,西,1,1,2022_5_23,1-4-2,1320,1-2-4,520,1-4,320,1-4,170,2022_5_23_24_1R
6,1,1,3716,石渡鉄兵,33,13,6.87,1,0.08,24,2R,晴,西,1,1,2022_5_23,1-4-5,1690,1-4-5,830,1-4,560,1-4,430,2022_5_23_24_2R
7,2,4,3422,服部幸男,38,32,6.94,4,0.11,24,2R,晴,西,1,1,2022_5_23,1-4-5,1690,1-4-5,830,1-4,560,1-4,430,2022_5_23_24_2R
8,3,5,4055,吉田俊彦,32,60,6.97,5,0.17,24,2R,晴,西,1,1,2022_5_23,1-4-5,1690,1-4-5,830,1-4,560,1-4,430,2022_5_23_24_2R
9,4,2,4903,吉田凌太朗,57,44,6.85,2,0.24,24,2R,晴,西,1,1,2022_5_23,1-4-5,1690,1-4-5,830,1-4,560,1-4,430,2022_5_23_24_2R
10,5,6,5106,山崎祥,60,45,6.89,6,0.17,24,2R,晴,西,1,1,2022_5_23,1-4-5,1690,1-4-5,830,1-4,560,1-4,430,2022_5_23_24_2R
11,6,3,4949,横田貴満,48,63,6.92,3,0.16,24,2R,晴,西,1,1,2022_5_23,1-4-5,1690,1-4-5,830,1-4,560,1-4,430,2022_5_23_24_2R
12,1,1,4044,湯川浩司,35,48,6.86,1,0.19,24,3R,晴,西,1,1,2022_5_23,1-2-6,650,1-2-6,380,1-2,190,1-2,260,2022_5_23_24_3R
13,2,2,3475,橋本久和,11,11,6.90,2,0.19,24,3R,晴,西,1,1,2022_5_23,1-2-6,650,1-2-6,380,1-2,190,1-2,260,2022_5_23_24_3R
