,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,RaceID
0,1,2,4074,柳沢一,69,36,6.90,2,0.05,24,1R,晴,北,3,2,2021_4_13,2021_4_13_24_1R
1,2,1,4500,山田康二,55,38,6.91,1,0.12,24,1R,晴,北,3,2,2021_4_13,2021_4_13_24_1R
2,3,3,4531,武富智亮,52,23,6.88,3,0.08,24,1R,晴,北,3,2,2021_4_13,2021_4_13_24_1R
3,4,4,4080,山崎哲司,13,61,6.92,4,0.12,24,1R,晴,北,3,2,2021_4_13,2021_4_13_24_1R
4,5,6,4089,妹尾忠幸,66,47,6.93,6,0.14,24,1R,晴,北,3,2,2021_4_13,2021_4_13_24_1R
5,6,5,4754,松尾充,59,35,6.87,5,0.12,24,1R,晴,北,3,2,2021_4_13,2021_4_13_24_1R
6,1,4,4497,桑原悠,57,25,6.85,4,0.21,24,2R,晴,北西,3,2,2021_4_13,2021_4_13_24_2R
7,2,1,4216,星栄爾,68,17,6.93,1,0.21,24,2R,晴,北西,3,2,2021_4_13,2021_4_13_24_2R
8,3,6,4715,村上遼,43,75,6.89,6,0.22,24,2R,晴,北西,3,2,2021_4_13,2021_4_13_24_2R
9,4,5,4102,益田啓司,49,20,6.86,5,0.25,24,2R,晴,北西,3,2,2021_4_13,2021_4_13_24_2R
10,5,3,3541,三嶌誠司,19,51,6.97,3,0.25,24,2R,晴,北西,3,2,2021_4_13,2021_4_13_24_2R
11,1,1,4342,谷野錬志,70,74,6.88,1,0.22,24,3R,曇り,北西,2,1,2021_4_13,2021_4_13_24_3R
12,2,3,4428,有賀達也,12,64,6.99,5,0.27,24,3R,曇り,北西,2,1,2021_4_13,2021_4_13_24_3R
13,3,5,4643,近江翔吾,58,44,6.84,3,0.32,24,3R,曇り,北西,2,1,2021_4_13,2021_4_13_24_3R
14,4,6,3415,松井繁,60,66,6.86,4,0.42,24,3R,曇り,北西,2,1,2021_4_13,2021_4_13_24_3R
15,5,4,4413,水摩敦,27,49,6.94,6,0.29,24,3R,曇り,北西,2,1,2021_4_13,2021_4_13_24_3R
16,6,2,4171,榎幸司,72,37,6.93,2,0.32,24,3R,曇り,北西,2,1,2021_4_13,2021_4_13_24_3R
17,1,1,4305,金子拓矢,30,13,6.92,1,0.08,24,4R,晴,北西,3,2,2021_4_13,2021_4_13_24_4R
18,2,2,3779,原田幸哉,15,26,6.89,2,0.15,24,4R,晴,北西,3,2,2021_4_13,2021_4_13_24_4R
19,3,3,4812,西野雄貴,26,62,6.86,3,0.13,24,4R,晴,北西,3,2,2021_4_13,2021_4_13_24_4R
20,4,6,4324,海野康志郎,73,72,6.86,6,0.19,24,4R,晴,北西,3,2,2021_4_13,2021_4_13_24_4R
21,5,5,3388,今垣光太郎,36,73,6.93,5,0.31,24,4R,晴,北西,3,2,2021_4_13,2021_4_13_24_4R
22,6,4,3556,田中信一郎,61,58,6.92,4,0.19,24,4R,晴,北西,3,2,2021_4_13,2021_4_13_24_4R
23,1,1,4174,赤坂俊輔,35,71,6.87,1,0.11,24,5R,晴,北西,3,2,2021_4_13,2021_4_13_24_5R
24,2,2,3897,白井英治,34,27,6.96,2,0.15,24,5R,晴,北西,3,2,2021_4_13,2021_4_13_24_5R
25,3,4,4688,永井彪也,48,52,6.89,4,0.08,24,5R,晴,北西,3,2,2021_4_13,2021_4_13_24_5R
