,着,艇番,選手登番,選手名,モーター,ボート,展示,進入,スタートタイミング,場所,R,天気,風向,風量,波,日時,3連単_結果,3連単_払戻,3連複_結果,3連複_払戻,2連単_結果,2連単_払戻,2連複_結果,2連複_払戻,RaceID
0,1,1,4373,若狭奈美子,59,68,6.66,1,0.14,23,1R,晴,南,4,4,2019_7_31,1-2-6,6130,1-2-6,2580,1-2,1030,1-2,760,2019_7_31_23_1R
1,2,2,4923,末武里奈子,16,50,6.71,2,0.16,23,1R,晴,南,4,4,2019_7_31,1-2-6,6130,1-2-6,2580,1-2,1030,1-2,760,2019_7_31_23_1R
2,3,6,4964,土屋南,12,87,6.69,5,0.25,23,1R,晴,南,4,4,2019_7_31,1-2-6,6130,1-2-6,2580,1-2,1030,1-2,760,2019_7_31_23_1R
3,4,5,4534,坂咲友理,19,43,6.60,6,0.27,23,1R,晴,南,4,4,2019_7_31,1-2-6,6130,1-2-6,2580,1-2,1030,1-2,760,2019_7_31_23_1R
4,5,4,4338,白石佳江,30,81,6.65,4,0.22,23,1R,晴,南,4,4,2019_7_31,1-2-6,6130,1-2-6,2580,1-2,1030,1-2,760,2019_7_31_23_1R
5,6,3,4758,富樫麗加,65,35,6.72,3,0.14,23,1R,晴,南,4,4,2019_7_31,1-2-6,6130,1-2-6,2580,1-2,1030,1-2,760,2019_7_31_23_1R
6,1,6,4240,今井裕梨,68,56,6.66,6,0.14,23,2R,晴,南,2,2,2019_7_31,6-1-2,36710,1-2-6,610,6-1,15430,1-6,3710,2019_7_31_23_2R
7,2,1,4730,土屋実沙希,51,32,6.62,1,0.17,23,2R,晴,南,2,2,2019_7_31,6-1-2,36710,1-2-6,610,6-1,15430,1-6,3710,2019_7_31_23_2R
8,3,2,4399,松本晶恵,27,54,6.71,2,0.24,23,2R,晴,南,2,2,2019_7_31,6-1-2,36710,1-2-6,610,6-1,15430,1-6,3710,2019_7_31_23_2R
9,4,4,4994,山本梨菜,25,65,6.74,4,0.27,23,2R,晴,南,2,2,2019_7_31,6-1-2,36710,1-2-6,610,6-1,15430,1-6,3710,2019_7_31_23_2R
